"Year"	"LAName"	"LACode"	"Advanced Conversion Technologies"	"Anaerobic Digestion"	"Biomass (dedicated)"	"EfW Incineration"	"Landfill Gas"	"Large Hydro"	"Shoreline wave / tidal"	"Small Hydro"	"Solar Photovoltaics"	"Wind Offshore"	"Wind Onshore"	"Total"
2008	"Fife"	"S12000047"	0	0	12.5	0	3	0	0	0	0	0	0	15.5
2008	"Glasgow City"	"S12000049"	0	0	0	0	6.7	0	0	0	0	0	0	6.7
2008	"Highland"	"S12000017"	0	0	0	0	0	376.2	0	29.2	0	0	346.2	751.6
2008	"Inverclyde"	"S12000018"	0	0	0	0	0	0	0	0	0	0	0	0
2008	"Midlothian"	"S12000019"	0	0	0	0	6.2	0	0	0	0	0	48.4	54.6
2008	"Moray"	"S12000020"	0	0	0	0	0	0	0	0	0	0	0	0
2008	"Na h-Eileanan Siar"	"S12000013"	0	0	0	0	0	0	0	0	0	0	3.9	3.9
2008	"North Ayrshire"	"S12000021"	0	0	0	0	1.2	0	0	0	0	0	48	49.2
2008	"North Lanarkshire"	"S12000050"	0	0	0	0	18.5	0	0	0	0	0	4	22.5
2008	"Offshore"	NA	0	0	0	0	0	0	0	0	0	10	681.6	691.6
2008	"Orkney Islands"	"S12000023"	0	0	0	0	0	0	1	0	0	0	14.2	15.2
2008	"Perth and Kinross"	"S12000048"	0	0	0	0	1.9	32.4	0	15.1	0	0	63.8	113.2
2008	"Renfrewshire"	"S12000038"	0	0	0	0	0	0	0	0	0	0	0	0
2008	"Scottish Borders"	"S12000026"	0	0	0	0	0	0	0	0	0	0	121.1	121.1
2008	"Shetland Islands"	"S12000027"	0	0	0	0	0	0	0	0	0	0	3.7	3.7
2008	"South Ayrshire"	"S12000028"	0	0	0	0	0	0	0	0	0	0	0	0
2008	"South Lanarkshire"	"S12000029"	0	0	0	0	7.4	0	0	0	0	0	41.6	49
2008	"Stirling"	"S12000030"	0	0	15	0	0	0	0	0	0	0	109.5	124.5
2008	"West Dunbartonshire"	"S12000039"	0	0	0	0	4.1	0	0	0	0	0	0	4.1
2008	"West Lothian"	"S12000040"	0	0	0	0	0	0	0	0	0	0	0	0
2009	"Aberdeen City"	"S12000033"	0	0	0	0	2.2	0	0	0	0	0	0	2.2
2009	"Aberdeenshire"	"S12000034"	0	0	1.2	0	6.5	0	0	0	0	0	75.9	83.6
2009	"Angus"	"S12000041"	0	0	0	0	2	0	0	0	0	0	0	2
2009	"Argyll and Bute"	"S12000035"	0	0	0	0	0	14	0	9.6	0	0	129.7	153.3
2009	"City of Edinburgh"	"S12000036"	0	0	0	0	2.4	0	0	0	0	0	0	2.4
2009	"Clackmannanshire"	"S12000005"	0	0	0	0	0	0	0	0	0	0	0	0
2009	"Dumfries and Galloway"	"S12000006"	0	0	50.4	0	0	0	0	0	0	0	136.1	186.5
2009	"Dundee City"	"S12000042"	0	0	0	8.3	0	0	0	0	0	0	4	12.3
2009	"East Ayrshire"	"S12000008"	0	0	0	0	6.7	0	0	0	0	0	13.2	19.9
2009	"East Dunbartonshire"	"S12000045"	0	0	0	0	0	0	0	0	0	0	0	0
2009	"East Lothian"	"S12000010"	0	0	0	0	16.2	0	0	0	0	0	48	64.2
2009	"East Renfrewshire"	"S12000011"	0	0	0	0	0	0	0	0	0	0	6.5	6.5
2009	"Falkirk"	"S12000014"	0	0	0	0	0	0	0	0	0	0	0	0
2009	"Fife"	"S12000047"	0	0	12.5	0	3	0	0	0	0	0	0	15.5
2009	"Glasgow City"	"S12000049"	0	0	0	0	6.7	0	0	0	0	0	0	6.7
2009	"Highland"	"S12000017"	0	0	5	0	0	376.2	0	33.1	0	0	357	771.3
2009	"Inverclyde"	"S12000018"	0	0	0	0	0	0	0	0	0	0	0	0
2009	"Midlothian"	"S12000019"	0	0	0	0	6.2	0	0	0	0	0	48.4	54.6
2009	"Moray"	"S12000020"	0	0	0	0	0	0	0	0	0	0	0	0
2009	"Na h-Eileanan Siar"	"S12000013"	0	0	0	0	0	0	0	0	0	0	3.9	3.9
2009	"North Ayrshire"	"S12000021"	0	0	26	0	1.2	0	0	0	0	0	48	75.2
2009	"North Lanarkshire"	"S12000050"	0	0	0	0	18.5	0	0	0	0	0	4	22.5
2009	"Offshore"	NA	0	0	0	0	0	0	0	0	0	94	681.6	775.6
2009	"Orkney Islands"	"S12000023"	0	0	0	0	0	0	1	0	0	0	16.5	17.5
2009	"Perth and Kinross"	"S12000048"	0	0	0	0	1.9	32.4	0	15.1	0	0	63.8	113.2
2009	"Renfrewshire"	"S12000038"	0	0	0	0	0	0	0	0	0	0	0	0
2009	"Scottish Borders"	"S12000026"	0	0	0	0	0	0	0	0	0	0	188.9	188.9
2009	"Shetland Islands"	"S12000027"	0	0	0	0	0	0	0	0	0	0	3.7	3.7
2009	"South Ayrshire"	"S12000028"	0	0	0	0	0	0	0	0	0	0	0	0
2009	"South Lanarkshire"	"S12000029"	0	0	0	0	7.4	0	0	0	0	0	47.6	55
2009	"Stirling"	"S12000030"	0	0	15	0	0	0	0	0	0	0	109.5	124.5
2009	"West Dunbartonshire"	"S12000039"	0	0	0	0	4.1	0	0	0	0	0	0	4.1
2009	"West Lothian"	"S12000040"	0	0	0	0	0	0	0	0	0	0	0	0
2010	"Aberdeen City"	"S12000033"	0	0	0	0	2.2	0	0	0	0	0	0	2.2
2010	"Aberdeenshire"	"S12000034"	0	0	1.2	0	6.5	0	0	0	0	0	116.6	124.3
2010	"Angus"	"S12000041"	0	0	0	0	2	0	0	0	0	0	0	2
2010	"Argyll and Bute"	"S12000035"	0	0	0	0	0	14	0	9.6	0	0	149	172.6
2010	"City of Edinburgh"	"S12000036"	0	0	0	0	2.4	0	0	0	0	0	0	2.4
2010	"Clackmannanshire"	"S12000005"	0	0	0	0	0	0	0	0	0	0	26	26
2010	"Dumfries and Galloway"	"S12000006"	0	0	50.4	0	0	0	0	0	0	0	158.1	208.5
2010	"Dundee City"	"S12000042"	0	0	0	8.3	0	0	0	0	0	0	4	12.3
2010	"East Ayrshire"	"S12000008"	0	0	0	0	6.7	0	0	0	0	0	13.2	19.9
2010	"East Dunbartonshire"	"S12000045"	0	0	0	0	0	0	0	0	0	0	0	0
2010	"East Lothian"	"S12000010"	0	0	0	0	16.2	0	0	0	0	0	48	64.2
2010	"East Renfrewshire"	"S12000011"	0	0	0	0	0	0	0	0	0	0	6.5	6.5
2010	"Falkirk"	"S12000014"	0	0	0	0	0	0	0	0	0	0	0	0
2010	"Fife"	"S12000047"	0	0	12.5	0	3	0	0	0	0	0	0	15.5
2010	"Glasgow City"	"S12000049"	0	0	0	0	6.7	0	0	0	0	0	0	6.7
2010	"Highland"	"S12000017"	0	0	5	0	0	376.2	0	33.1	0	0	479.4	893.7
2010	"Inverclyde"	"S12000018"	0	0	0	0	0	0	0	0	0	0	0	0
2010	"Midlothian"	"S12000019"	0	0	0	0	6.2	0	0	0	0	0	48.4	54.6
2010	"Moray"	"S12000020"	0	0	0	0	0	0	0	0	0	0	0	0
2010	"Na h-Eileanan Siar"	"S12000013"	0	0	0	0	0	0	0	0	0	0	3.9	3.9
2010	"North Ayrshire"	"S12000021"	0	0	26	0	1.2	0	0	0	0	0	48	75.2
2010	"North Lanarkshire"	"S12000050"	0	1	0	0	18.5	0	0	0	0	0	4	23.5
2010	"Offshore"	NA	0	0	0	0	0	0	0	0	0	184	681.6	865.6
2010	"Orkney Islands"	"S12000023"	0	0	0	0	0	0	1	0	0	0	24.6	25.6
2010	"Perth and Kinross"	"S12000048"	0	0	0	0	1.9	32.4	0	18.1	0	0	63.8	116.2
2010	"Renfrewshire"	"S12000038"	0	0	0	0	0	0	0	0	0	0	0	0
2010	"Scottish Borders"	"S12000026"	0	0	0	0	0	0	0	0	0	0	381.2	381.2
2010	"Shetland Islands"	"S12000027"	0	0	0	0	0	0	0	0	0	0	3.7	3.7
2010	"South Ayrshire"	"S12000028"	0	0	0	0	0	0	0	0	0	0	0	0
2010	"South Lanarkshire"	"S12000029"	0	0	0	0	7.4	0	0	0	0	0	47.6	55
2010	"Stirling"	"S12000030"	0	0	15	0	0	0	0	0	0	0	129.5	144.5
2010	"West Dunbartonshire"	"S12000039"	0	0	0	0	4.1	0	0	0	0	0	0	4.1
2010	"West Lothian"	"S12000040"	0	0	0	0	0	0	0	0	0	0	14	14
2011	"Aberdeen City"	"S12000033"	0	0	0	0	2.2	0	0	0	0	0	0	2.2
2011	"Aberdeenshire"	"S12000034"	0	0	1.2	0	6.5	0	0	0	0	0	142.5	150.2
2011	"Angus"	"S12000041"	0	0	0	0	2	0	0	0	0	0	0	2
2011	"Argyll and Bute"	"S12000035"	0	0	0	0	0	14	0	9.6	0	0	155	178.6
2011	"City of Edinburgh"	"S12000036"	0	0	0	0	2.4	0	0	0	0	0	0	2.4
2011	"Clackmannanshire"	"S12000005"	0	0	0	0	0	0	0	0	0	0	26	26
2011	"Dumfries and Galloway"	"S12000006"	0	0	50.4	0	0	0	0	0	0	0	158.1	208.5
2011	"Dundee City"	"S12000042"	0	0	0	8.3	0	0	0	0	0	0	4	12.3
2011	"East Ayrshire"	"S12000008"	0	0	0	0	6.7	0	0	0	0	0	13.2	19.9
2011	"East Dunbartonshire"	"S12000045"	0	0	0	0	0	0	0	0	0	0	0	0
2011	"East Lothian"	"S12000010"	0	0	0	0	16.2	0	0	0	0	0	48	64.2
2011	"East Renfrewshire"	"S12000011"	0	0	0	0	0	0	0	0	0	0	6.5	6.5
2011	"Falkirk"	"S12000014"	0	0	0	0	0	0	0	0	0	0	0	0
2011	"Fife"	"S12000047"	0	0	12.5	0	3	0	0	0	0	0	3	18.5
2011	"Glasgow City"	"S12000049"	0	0	0	0	6.7	0	0	0	0	0	0	6.7
2011	"Highland"	"S12000017"	0	0	5	0	0	376.2	0	33.1	0	0	517	931.3
2011	"Inverclyde"	"S12000018"	0	0	0	0	0	0	0	0	0	0	0	0
2011	"Midlothian"	"S12000019"	0	0	0	0	6.2	0	0	0	0	0	48.4	54.6
2011	"Moray"	"S12000020"	0	0	0	0	0	0	0	0	0	0	0	0
2011	"Na h-Eileanan Siar"	"S12000013"	0	0	0	0	0	0	0	0	0	0	3.9	3.9
2011	"North Ayrshire"	"S12000021"	0	0	26	0	1.2	0	0	0	0	0	48	75.2
2011	"North Lanarkshire"	"S12000050"	0	5.8	0	0	18.5	0	0	0	0	0	4	28.3
2011	"Offshore"	NA	0	0	0	0	0	0	0	0	0	184	737.6	921.6
2011	"Orkney Islands"	"S12000023"	0	0	0	0	0	0	1	0	0	0	24.6	25.6
2011	"Perth and Kinross"	"S12000048"	0	0	0	0	1.9	32.4	0	19.5	0	0	73.4	127.2
2011	"Renfrewshire"	"S12000038"	0	0	0	0	0	0	0	0	0	0	0	0
2011	"Scottish Borders"	"S12000026"	0	0	0	0	0	0	0	0	0	0	381.2	381.2
2011	"Shetland Islands"	"S12000027"	0	0	0	0	0	0	0	0	0	0	3.7	3.7
2011	"South Ayrshire"	"S12000028"	0	0	0	0	0	0	0	0	0	0	120	120
2011	"South Lanarkshire"	"S12000029"	0	0	0	0	7.4	0	0	0	0	0	59.9	67.3
2011	"Stirling"	"S12000030"	0	0	15	0	0	0	0	0	0	0	129.5	144.5
2011	"West Dunbartonshire"	"S12000039"	0	0	0	0	4.1	0	0	0	0	0	0	4.1
2011	"West Lothian"	"S12000040"	0	0	0	0	0	0	0	0	0	0	14	14
2012	"Aberdeen City"	"S12000033"	0	0	0	0	2.2	0	0	0	0	0	0	2.2
2012	"Aberdeenshire"	"S12000034"	0	0	1.2	0	6.5	0	0	0	0	0	167.5	175.2
2012	"Angus"	"S12000041"	0	0	0	0	2	0	0	0	0	0	0	2
2012	"Argyll and Bute"	"S12000035"	0	0	0	0	0	14	0	11.6	0	0	165.8	191.4
2012	"City of Edinburgh"	"S12000036"	0	0	0	0	2.4	0	0	0	0	0	0	2.4
2012	"Clackmannanshire"	"S12000005"	0	0	0	0	0	0	0	0	0	0	26	26
2012	"Dumfries and Galloway"	"S12000006"	0	0	50.4	0	0	0	0	0	0	0	167.2	217.6
2012	"Dundee City"	"S12000042"	0	0	0	8.3	0	0	0	0	0	0	4	12.3
2012	"East Ayrshire"	"S12000008"	0	0	0	0	6.7	0	0	0	0	0	13.2	19.9
2012	"East Dunbartonshire"	"S12000045"	0	0	0	0	0	0	0	0	0	0	0	0
2012	"East Lothian"	"S12000010"	0	0	0	0	16.2	0	0	0	0	0	48	64.2
2012	"East Renfrewshire"	"S12000011"	0	0	0	0	0	0	0	0	0	0	6.5	6.5
2012	"Falkirk"	"S12000014"	0	0	0	0	0	0	0	0	0	0	0	0
2012	"Fife"	"S12000047"	0	0	12.5	0	3	0	0	0	0	0	28	43.5
2012	"Glasgow City"	"S12000049"	0	0	0	0	6.7	0	0	0	0	0	0	6.7
2012	"Highland"	"S12000017"	0	0	8.5	0	0	376.2	0	38.1	0	0	631.3	1054.1
2012	"Inverclyde"	"S12000018"	0	0	0	0	0	0	0	0	0	0	0	0
2012	"Midlothian"	"S12000019"	0	0	0	0	6.2	0	0	0	0	0	48.4	54.6
2012	"Moray"	"S12000020"	0	0	0	0	0	0	0	0	0	0	48	48
2012	"Na h-Eileanan Siar"	"S12000013"	0	0	0	0	0	0	0	0	0	0	3.9	3.9
2012	"North Ayrshire"	"S12000021"	0	2.2	26	0	1.2	0	0	0	0	0	94	123.4
2012	"North Lanarkshire"	"S12000050"	0	5.8	0	0	18.5	0	0	0	0	0	4	28.3
2012	"Offshore"	NA	0	0	0	0	0	0	0	0	0	184	1351.6	1535.6
2012	"Orkney Islands"	"S12000023"	0	0	0	0	0	0	1	0	0	0	34.6	35.6
2012	"Perth and Kinross"	"S12000048"	0	0	0	0	1.9	32.4	0	19.5	0	0	73.4	127.2
2012	"Renfrewshire"	"S12000038"	0	0	0	0	0	0	0	0	0	0	0	0
2012	"Scottish Borders"	"S12000026"	0	0	0	0	0	0	0	0	0	0	431.8	431.8
2012	"Shetland Islands"	"S12000027"	0	0	0	0	0	0	0	0	0	0	3.7	3.7
2012	"South Ayrshire"	"S12000028"	0	0	0	0	0	0	0	0	0	0	120	120
2012	"South Lanarkshire"	"S12000029"	0	0	0	0	7.4	0	0	0	0	0	59.9	67.3
2012	"Stirling"	"S12000030"	0	0	15	0	0	0	0	2.1	0	0	129.5	146.6
2012	"West Dunbartonshire"	"S12000039"	0	0	0	0	4.1	0	0	0	0	0	0	4.1
2012	"West Lothian"	"S12000040"	0	0	0	0	0	0	0	0	0	0	14	14
2013	"Aberdeen City"	"S12000033"	0	0	0	0	2.2	0	0	0	0	0	0	2.2
2013	"Aberdeenshire"	"S12000034"	0	0	1.2	0	6.5	0	0	0	0	0	257.3	265
2013	"Angus"	"S12000041"	0	0	0	0	2	0	0	0	0	0	6.4	8.4
2013	"Argyll and Bute"	"S12000035"	0	0	0	0	0	14	0	11.6	0	0	165.8	191.4
2013	"City of Edinburgh"	"S12000036"	0	0	0	0	2.4	0	0	0	0	0	0	2.4
2013	"Clackmannanshire"	"S12000005"	0	0	0	0	0	0	0	0	0	0	26	26
2013	"Dumfries and Galloway"	"S12000006"	0	0	50.4	0	0	0	0	0	0	0	175.3	225.7
2013	"Dundee City"	"S12000042"	0	0	0	8.3	0	0	0	0	0	0	4	12.3
2013	"East Ayrshire"	"S12000008"	0	0	0	0	6.7	0	0	0	0	0	13.2	19.9
2013	"East Dunbartonshire"	"S12000045"	0	0	0	0	0	0	0	0	0	0	0	0
2013	"East Lothian"	"S12000010"	0	0	0	0	16.2	0	0	0	0	0	48	64.2
2013	"East Renfrewshire"	"S12000011"	0	0	0	0	0	0	0	0	0	0	27.7	27.7
2013	"Falkirk"	"S12000014"	0	0	0	0	0	0	0	0	0	0	0	0
2013	"Fife"	"S12000047"	0	0	18	0	3	0	0	0	0	0	40.5	61.5
2013	"Glasgow City"	"S12000049"	0	0	0	0	6.7	0	0	0	0	0	3	9.7
2013	"Highland"	"S12000017"	0	0	8.5	0	0	376.2	0	38.1	0	0	783.5	1206.3
2013	"Inverclyde"	"S12000018"	0	0	0	0	0	0	0	0	0	0	0	0
2013	"Midlothian"	"S12000019"	0	0	0	0	6.2	0	0	0	0	0	48.4	54.6
2013	"Moray"	"S12000020"	0	0	8.3	0	0	0	0	0	0	0	91	99.3
2013	"Na h-Eileanan Siar"	"S12000013"	0	0	0	0	0	0	0	0	0	0	24.6	24.6
2013	"North Ayrshire"	"S12000021"	0	2.2	26	0	1.2	0	0	0	0	0	101.5	130.9
2013	"North Lanarkshire"	"S12000050"	0	5.8	0	0	18.5	0	0	0	0	0	15.5	39.8
2013	"Offshore"	NA	0	0	0	0	0	0	0	0	0	184	1564.1	1748.1
2013	"Orkney Islands"	"S12000023"	0	0	0	0	0	0	1	0	0	0	38.2	39.2
2013	"Perth and Kinross"	"S12000048"	0	0	0	0	1.9	32.4	0	19.5	0	0	105.6	159.4
2013	"Renfrewshire"	"S12000038"	0	0	0	0	0	0	0	0	0	0	0	0
2013	"Scottish Borders"	"S12000026"	0	0	0	0	0	0	0	0	0	0	578.2	578.2
2013	"Shetland Islands"	"S12000027"	0	0	0	0	0	0	0	0	0	0	3.7	3.7
2013	"South Ayrshire"	"S12000028"	0	0	0	0	0	0	0	0	0	0	120	120
2013	"South Lanarkshire"	"S12000029"	0	0	0	0	7.4	0	0	0	0	0	128.4	135.8
2013	"Stirling"	"S12000030"	0	0	15	0	0	0	0	2.1	0	0	129.5	146.6
2013	"West Dunbartonshire"	"S12000039"	0	0	0	0	4.1	0	0	0	0	0	0	4.1
2013	"West Lothian"	"S12000040"	0	0	0	0	0	0	0	0	0	0	14	14
2014	"Aberdeen City"	"S12000033"	0	0	0	0	2.2	0	0	0	0	0	0	2.2
2014	"Aberdeenshire"	"S12000034"	0	0	1.2	0	6.5	0	0	0	0	0	321.5	329.2
2014	"Angus"	"S12000041"	0	0	0	0	2	0	0	0	0	0	6.4	8.4
2014	"Argyll and Bute"	"S12000035"	0	0	0	0	0	14	0	13.5	0	0	209.5	237
2014	"City of Edinburgh"	"S12000036"	0	0	0	0	2.4	0	0	0	0	0	0	2.4
2014	"Clackmannanshire"	"S12000005"	0	0	0	0	0	0	0	0	0	0	26	26
2014	"Dumfries and Galloway"	"S12000006"	0	0	50.4	0	0	0	0	0	0	0	326.6	377
2014	"Dundee City"	"S12000042"	0	0	0	8.3	0	0	0	0	0	0	4	12.3
2014	"East Ayrshire"	"S12000008"	0	0	0	0	6.7	0	0	0	0	0	13.2	19.9
2014	"East Dunbartonshire"	"S12000045"	0	0	0	0	0	0	0	0	0	0	0	0
2014	"East Lothian"	"S12000010"	0	0	0	0	16.2	0	0	0	0	0	48	64.2
2014	"East Renfrewshire"	"S12000011"	0	0	0	0	0	0	0	0	0	0	39.2	39.2
2014	"Falkirk"	"S12000014"	0	0	0	0	0	0	0	0	0	0	0	0
2014	"Fife"	"S12000047"	0	1.7	83	0	3	0	0	0	0	0	64.9	152.6
2014	"Glasgow City"	"S12000049"	0	0	0	0	6.7	0	0	0	0	0	3	9.7
2014	"Highland"	"S12000017"	0	0	8.5	0	0	376.2	0	42.1	0	0	852.5	1279.3
2014	"Inverclyde"	"S12000018"	0	0	0	0	0	0	0	0	0	0	0	0
2014	"Midlothian"	"S12000019"	0	0	0	0	6.2	0	0	0	0	0	48.4	54.6
2014	"Moray"	"S12000020"	0	0	8.3	0	0	0	0	0	0	0	95.6	103.9
2014	"Na h-Eileanan Siar"	"S12000013"	0	0	0	0	0	0	0	0	0	0	24.6	24.6
2014	"North Ayrshire"	"S12000021"	0	2.2	26	0	1.2	0	0	0	0	0	104	133.4
2014	"North Lanarkshire"	"S12000050"	0	5.8	0	0	18.5	0	0	0	0	0	15.5	39.8
2014	"Offshore"	NA	0	0	0	0	0	0	0	0	0	191	1649.2	1840.2
2014	"Orkney Islands"	"S12000023"	0	0	0	0	0	0	1	0	0	0	39.2	40.2
2014	"Perth and Kinross"	"S12000048"	0	0	0	0	1.9	32.4	0	19.5	0	0	109.6	163.4
2014	"Renfrewshire"	"S12000038"	0	0	0	0	0	0	0	0	0	0	0	0
2014	"Scottish Borders"	"S12000026"	0	0	0	0	0	0	0	0	0	0	578.2	578.2
2014	"Shetland Islands"	"S12000027"	0	0	0	0	0	0	0	0	0	0	3.7	3.7
2014	"South Ayrshire"	"S12000028"	0	0	0	0	0	0	0	0	0	0	120	120
2014	"South Lanarkshire"	"S12000029"	0	0	0	0	7.4	0	0	0	0	0	172.7	180.1
2014	"Stirling"	"S12000030"	0	0	15	0	0	0	0	2.1	0	0	129.5	146.6
2014	"West Dunbartonshire"	"S12000039"	0	0	0	0	4.1	0	0	0	0	0	0	4.1
2014	"West Lothian"	"S12000040"	0	0	0	0	0	0	0	0	0	0	14	14
2015	"Aberdeen City"	"S12000033"	0	0	0	0	2.2	0	0	0	0	0	0	2.2
2015	"Aberdeenshire"	"S12000034"	0	0	1.2	0	6.5	0	0	0	7	0	370.1	384.8
2015	"Angus"	"S12000041"	0	0	0	0	2	0	0	0	0	0	6.4	8.4
2015	"Argyll and Bute"	"S12000035"	0	0	0	0	0	14	0	16	0	0	215.5	245.5
2015	"City of Edinburgh"	"S12000036"	0	0	0	0	2.4	0	0	0	0	0	0	2.4
2015	"Clackmannanshire"	"S12000005"	0	0	0	0	0	0	0	0	0	0	26	26
2015	"Dumfries and Galloway"	"S12000006"	0	1.2	50.4	0	0	0	0	0	0	0	330	381.6
2015	"Dundee City"	"S12000042"	0	0	0	8.3	0	0	0	0	0	0	4	12.3
2015	"East Ayrshire"	"S12000008"	0	0	0	0	6.7	0	0	0	0	0	13.2	19.9
2015	"East Dunbartonshire"	"S12000045"	0	0	0	0	0	0	0	0	0	0	0	0
2015	"East Lothian"	"S12000010"	0	0	0	0	16.2	0	0	0	0	0	49.5	65.7
2015	"East Renfrewshire"	"S12000011"	0	0	0	0	0	0	0	0	0	0	39.2	39.2
2015	"Falkirk"	"S12000014"	0	0	0	0	0	0	0	0	0	0	12	12
2015	"Fife"	"S12000047"	0	1.7	83	0	3	0	0	0	0	0	71.5	159.2
2015	"Glasgow City"	"S12000049"	0	0	0	0	6.7	0	0	0	0	0	3	9.7
2015	"Highland"	"S12000017"	0	0	8.5	0	0	376.2	0	47.3	0	0	974.9	1406.9
2015	"Inverclyde"	"S12000018"	0	0	0	0	0	0	0	0	0	0	0	0
2015	"Midlothian"	"S12000019"	0	0	0	0	6.2	0	0	0	0	0	48.4	54.6
2015	"Moray"	"S12000020"	0	1.5	8.3	0	0	0	0	0	0	0	114	123.8
2015	"Na h-Eileanan Siar"	"S12000013"	0	0	0	0	0	0	0	0	0	0	37.8	37.8
2015	"North Ayrshire"	"S12000021"	0	3.2	26	0	1.2	0	0	0	0	0	104	134.4
2015	"North Lanarkshire"	"S12000050"	0	5.8	0	0	18.5	0	0	0	0	0	21.2	45.5
2015	"Offshore"	NA	0	0	0	0	0	0	0	0	0	191	1649.2	1840.2
2015	"Orkney Islands"	"S12000023"	0	0	0	0	0	0	1	0	0	0	39.2	40.2
2015	"Perth and Kinross"	"S12000048"	0	0	0	0	1.9	32.4	0	22.6	0	0	109.6	166.5
2015	"Renfrewshire"	"S12000038"	0	0	0	0	0	0	0	0	0	0	0	0
2015	"Scottish Borders"	"S12000026"	10	0	0	0	0	0	0	0	0	0	594.2	604.2
2015	"Shetland Islands"	"S12000027"	0	0	0	0	0	0	0	0	0	0	6.7	6.7
2015	"South Ayrshire"	"S12000028"	0	0	0	0	0	0	0	0	0	0	120	120
2015	"South Lanarkshire"	"S12000029"	0	0	0	0	7.4	0	0	0	0	0	204.1	211.5
2015	"Stirling"	"S12000030"	0	0	15	0	0	0	0	2.1	0	0	131.9	149
2015	"West Dunbartonshire"	"S12000039"	0	0	0	0	4.1	0	0	0	0	0	0	4.1
2015	"West Lothian"	"S12000040"	0	0	0	0	0	0	0	0	1.3	0	14	15.3
2016	"Aberdeen City"	"S12000033"	0	0	0	0	2.2	0	0	0	0	0	0	2.2
2016	"Aberdeenshire"	"S12000034"	0	0	1.2	0	6.5	0	0	0	10.8	0	385.9	404.4
2016	"Angus"	"S12000041"	0	0	0	0	2	0	0	0	15	0	6.4	23.4
2016	"Argyll and Bute"	"S12000035"	0	0	0	0	0	14	0	20.4	0	0	284.3	318.7
2016	"City of Edinburgh"	"S12000036"	0	0	0	0	2.4	0	0	0	0	0	0	2.4
2016	"Clackmannanshire"	"S12000005"	0	0	0	0	0	0	0	0	5	0	38	43
2016	"Dumfries and Galloway"	"S12000006"	0	1.2	50.4	0	0	0	0	0	0	0	371.3	422.9
2016	"Dundee City"	"S12000042"	0	0	0	8.3	0	0	0	0	0	0	4	12.3
2016	"East Ayrshire"	"S12000008"	0	0	0	0	6.7	0	0	0	0	0	43	49.7
2016	"East Dunbartonshire"	"S12000045"	0	0	0	0	0	0	0	0	0	0	0	0
2016	"East Lothian"	"S12000010"	0	1.5	0	0	16.2	0	0	0	0	0	49.5	67.2
2016	"East Renfrewshire"	"S12000011"	0	0	0	0	0	0	0	0	0	0	39.2	39.2
2016	"Falkirk"	"S12000014"	0	0	0	0	0	0	0	0	0	0	38	38
2016	"Fife"	"S12000047"	0	1.7	89.5	0	3	0	0	0	0	0	84.8	179
2016	"Glasgow City"	"S12000049"	0	0	0	0	6.7	0	0	0	0	0	3	9.7
2016	"Highland"	"S12000017"	0	0	8.5	0	0	376.2	0	56.3	0	0	1204.4	1645.4
2016	"Inverclyde"	"S12000018"	0	0	0	0	0	0	0	0	0	0	0	0
2016	"Midlothian"	"S12000019"	0	1.5	0	0	6.2	0	0	0	0	0	48.4	56.1
2016	"Moray"	"S12000020"	0	1.5	20.8	0	0	0	0	0	0	0	159.6	181.9
2016	"Na h-Eileanan Siar"	"S12000013"	0	0	0	0	0	0	0	0	0	0	37.8	37.8
2016	"North Ayrshire"	"S12000021"	0	3.2	26	0	1.2	0	0	0	0	0	110.4	140.8
2016	"North Lanarkshire"	"S12000050"	0	5.8	0	0	18.5	0	0	0	0	0	22.7	47
2016	"Offshore"	NA	0	0	0	0	0	0	0	0	0	191	1833.3	2024.3
2016	"Orkney Islands"	"S12000023"	0	0	0	0	0	0	1	0	0	0	39.2	40.2
2016	"Perth and Kinross"	"S12000048"	0	0	0	0	1.9	32.4	0	23.7	13	0	109.6	180.6
2016	"Renfrewshire"	"S12000038"	0	0	0	0	0	0	0	0	0	0	0	0
2016	"Scottish Borders"	"S12000026"	10	0	0	0	0	0	0	0	0	0	636.7	646.7
2016	"Shetland Islands"	"S12000027"	0	0	0	0	0	0	0	0	0	0	6.7	6.7
2016	"South Ayrshire"	"S12000028"	0	0	0	0	0	0	0	0	0	0	145	145
2016	"South Lanarkshire"	"S12000029"	0	0	0	0	7.4	0	0	0	0	0	253.4	260.8
2016	"Stirling"	"S12000030"	0	0	15	0	0	0	0	5.4	0	0	154.4	174.8
2016	"West Dunbartonshire"	"S12000039"	0	0	0	0	4.1	0	0	0	0	0	0	4.1
2016	"West Lothian"	"S12000040"	0	0	0	0	0	0	0	0	1.3	0	33.2	34.5
2017	"Aberdeen City"	"S12000033"	0	0	0	0	2.2	0	0	0	0	0	0	2.2
2017	"Aberdeenshire"	"S12000034"	0	0	1.2	0	6.5	0	0	0	10.8	0	419	437.5
2017	"Angus"	"S12000041"	0	0	0	0	2	0	0	0	20	0	6.4	28.4
2017	"Argyll and Bute"	"S12000035"	0	0	0	0	0	14	0	20.4	0	0	306.8	341.2
2017	"City of Edinburgh"	"S12000036"	0	0	0	0	2.4	0	0	0	0	0	0	2.4
2017	"Clackmannanshire"	"S12000005"	0	0	0	0	0	0	0	0	5	0	38	43
2017	"Dumfries and Galloway"	"S12000006"	0	1.2	50.4	0	0	0	0	0	0	0	771.1	822.7
