"Year"	"LAName"	"LACode"	"Onshore Wind"	"Offshore Wind"	"Hydro"	"Solar photovoltaics"	"Shoreline wave / tidal"	"Biomass and Energy from Waste"	"Total Renewable"
2007	"Falkirk"	"S12000014"	0	0	0	0	0	0	0
2007	"Fife"	"S12000047"	0	0	0	0	0	15.5	15.5
2007	"Glasgow City"	"S12000049"	0	0	0	0	0	6.7	6.7
2007	"Highland"	"S12000017"	244.8	0	305.4	0	0	0	550.2
2007	"Inverclyde"	"S12000018"	0	0	0	0	0	0	0
2007	"Midlothian"	"S12000019"	48.4	0	0	0	0	6.2	54.6
2007	"Moray"	"S12000020"	0	0	0	0	0	0	0
2007	"Na h-Eileanan Siar"	"S12000013"	3.9	0	0	0	0	0	3.9
2007	"North Ayrshire"	"S12000021"	42	0	0	0	0	1.2	43.2
2007	"North Lanarkshire"	"S12000050"	4	0	0	0	0	18.5	22.5
2007	"Offshore"	NA	681.6	10	0	0	0	0	691.6
