"Year"	"LA"	"Advanced Conversion Technologies"	"Anaerobic Digestion"	"Biomass (dedicated)"	"EfW Incineration"	"Landfill Gas"	"Large Hydro"	"Shoreline wave / tidal"	"Small Hydro"	"Solar Photovoltaics"	"Wind Offshore"	"Wind Onshore"	"Total"
2011	"City of Edinburgh"	0	0	0	0	2.4	0	0	0	0	0	0	2.4
2011	"Clackmannanshire"	0	0	0	0	0	0	0	0	0	0	26	26
2011	"Comhairle nan Eilean Siar"	0	0	0	0	0	0	0	0	0	0	3.9	3.9
2011	"Dumfries and Galloway"	0	0	50.4	0	0	0	0	0	0	0	158.1	208.5
2011	"Dundee City"	0	0	0	8.3	0	0	0	0	0	0	4	12.3
2011	"East Ayrshire"	0	0	0	0	6.7	0	0	0	0	0	13.2	19.9
2011	"East Lothian"	0	0	0	0	16.2	0	0	0	0	0	48	64.2
2011	"East Renfrewshire"	0	0	0	0	0	0	0	0	0	0	328.5	328.5
2011	"Falkirk"	0	0	0	0	0	0	0	0	0	0	0	0
2011	"Fife"	0	0	12.5	0	3	0	0	0	0	0	3	18.5
2011	"Glasgow City"	0	0	0	0	6.7	0	0	0	0	0	0	6.7
2011	"Highland"	0	0	5	0	0	376.2	0	33.1	0	0	517	931.3
2011	"Midlothian"	0	0	0	0	6.2	0	0	0	0	0	48.4	54.6
2011	"Moray"	0	0	0	0	0	0	0	0	0	0	115.6	115.6
2011	"North Ayrshire"	0	0	26	0	1.2	0	0	0	0	0	48	75.2
2011	"North Lanarkshire"	0	5.8	0	0	18.5	0	0	0	0	0	4	28.3
2011	"Offshore"	0	0	0	0	0	0	0	0	0	184	0	184
2011	"Orkney Islands"	0	0	0	0	0	0	1	0	0	0	24.6	25.6
2011	"Perth and Kinross"	0	0	0	0	1.9	32.4	0	19.5	0	0	73.4	127.2
2011	"Scottish Borders"	0	0	0	0	0	0	0	0	0	0	381.2	381.2
2011	"Shetland Islands"	0	0	0	0	0	0	0	0	0	0	3.7	3.7
2011	"South Ayrshire"	0	0	0	0	0	0	0	0	0	0	296	296
2011	"South Lanarkshire"	0	0	0	0	7.4	0	0	0	0	0	183.9	191.3
2011	"Stirling"	0	0	15	0	0	0	0	0	0	0	129.5	144.5
2011	"West Dunbartonshire"	0	0	0	0	4.1	0	0	0	0	0	0	4.1
2011	"West Lothian"	0	0	0	0	0	0	0	0	0	0	14	14
2012	"Aberdeen City"	0	0	0	0	2.2	0	0	0	0	0	0	2.2
2012	"Aberdeenshire"	0	0	1.2	0	6.5	0	0	0	0	0	167.5	175.2
2012	"Angus"	0	0	0	0	2	0	0	0	0	0	0	2
2012	"Argyll and Bute"	0	0	0	0	0	14	0	11.6	0	0	165.8	191.4
2012	"City of Edinburgh"	0	0	0	0	2.4	0	0	0	0	0	0	2.4
2012	"Clackmannanshire"	0	0	0	0	0	0	0	0	0	0	26	26
2012	"Comhairle nan Eilean Siar"	0	0	0	0	0	0	0	0	0	0	3.9	3.9
2012	"Dumfries and Galloway"	0	0	50.4	0	0	0	0	0	0	0	167.2	217.6
2012	"Dundee City"	0	0	0	8.3	0	0	0	0	0	0	4	12.3
2012	"East Ayrshire"	0	0	0	0	6.7	0	0	0	0	0	121.2	127.9
2012	"East Lothian"	0	0	0	0	16.2	0	0	0	0	0	48	64.2
2012	"East Renfrewshire"	0	0	0	0	0	0	0	0	0	0	328.5	328.5
2012	"Falkirk"	0	0	0	0	0	0	0	0	0	0	0	0
2012	"Fife"	0	0	12.5	0	3	0	0	0	0	0	28	43.5
2012	"Glasgow City"	0	0	0	0	6.7	0	0	0	0	0	0	6.7
2012	"Highland"	0	0	8.5	0	0	376.2	0	38.1	0	0	631.3	1054.1
2012	"Midlothian"	0	0	0	0	6.2	0	0	0	0	0	48.4	54.6
2012	"Moray"	0	0	0	0	0	0	0	0	0	0	163.6	163.6
2012	"North Ayrshire"	0	2.2	26	0	1.2	0	0	0	0	0	94	123.4
2012	"North Lanarkshire"	0	5.8	0	0	18.5	0	0	0	0	0	4	28.3
2012	"Offshore"	0	0	0	0	0	0	0	0	0	184	0	184
2012	"Orkney Islands"	0	0	0	0	0	0	1	0	0	0	34.6	35.6
2012	"Perth and Kinross"	0	0	0	0	1.9	32.4	0	19.5	0	0	229.4	283.2
2012	"Scottish Borders"	0	0	0	0	0	0	0	0	0	0	431.8	431.8
2012	"Shetland Islands"	0	0	0	0	0	0	0	0	0	0	3.7	3.7
2012	"South Ayrshire"	0	0	0	0	0	0	0	0	0	0	296	296
2012	"South Lanarkshire"	0	0	0	0	7.4	0	0	0	0	0	533.9	541.3
2012	"Stirling"	0	0	15	0	0	0	0	2.1	0	0	129.5	146.6
2012	"West Dunbartonshire"	0	0	0	0	4.1	0	0	0	0	0	0	4.1
2012	"West Lothian"	0	0	0	0	0	0	0	0	0	0	14	14
2013	"Aberdeen City"	0	0	0	0	2.2	0	0	0	0	0	0	2.2
2013	"Aberdeenshire"	0	0	1.2	0	6.5	0	0	0	0	0	314.8	322.5
2013	"Angus"	0	0	0	0	2	0	0	0	0	0	6.4	8.4
2013	"Argyll and Bute"	0	0	0	0	0	14	0	11.6	0	0	211.8	237.4
2013	"City of Edinburgh"	0	0	0	0	2.4	0	0	0	0	0	0	2.4
2013	"Clackmannanshire"	0	0	0	0	0	0	0	0	0	0	26	26
2013	"Comhairle nan Eilean Siar"	0	0	0	0	0	0	0	0	0	0	24.6	24.6
2013	"Dumfries and Galloway"	0	0	50.4	0	0	0	0	0	0	0	175.3	225.7
2013	"Dundee City"	0	0	0	8.3	0	0	0	0	0	0	4	12.3
2013	"East Ayrshire"	0	0	0	0	6.7	0	0	0	0	0	230.2	236.9
2013	"East Lothian"	0	0	0	0	16.2	0	0	0	0	0	48	64.2
2013	"East Renfrewshire"	0	0	0	0	0	0	0	0	0	0	349.7	349.7
2013	"Falkirk"	0	0	0	0	0	0	0	0	0	0	0	0
2013	"Fife"	0	0	18	0	3	0	0	0	0	0	40.5	61.5
2013	"Glasgow City"	0	0	0	0	6.7	0	0	0	0	0	3	9.7
2013	"Highland"	0	0	8.5	0	0	376.2	0	38.1	0	0	783.5	1206.3
2013	"Midlothian"	0	0	0	0	6.2	0	0	0	0	0	48.4	54.6
2013	"Moray"	0	0	8.3	0	0	0	0	0	0	0	206.6	214.9
2013	"North Ayrshire"	0	2.2	26	0	1.2	0	0	0	0	0	101.5	130.9
2013	"North Lanarkshire"	0	5.8	0	0	18.5	0	0	0	0	0	15.5	39.8
2013	"Offshore"	0	0	0	0	0	0	0	0	0	184	0	184
2013	"Orkney Islands"	0	0	0	0	0	0	1	0	0	0	38.2	39.2
2013	"Perth and Kinross"	0	0	0	0	1.9	32.4	0	19.5	0	0	261.6	315.4
2013	"Scottish Borders"	0	0	0	0	0	0	0	0	0	0	578.2	578.2
2013	"Shetland Islands"	0	0	0	0	0	0	0	0	0	0	3.7	3.7
2013	"South Ayrshire"	0	0	0	0	0	0	0	0	0	0	296	296
2013	"South Lanarkshire"	0	0	0	0	7.4	0	0	0	0	0	602.4	609.8
2013	"Stirling"	0	0	15	0	0	0	0	2.1	0	0	129.5	146.6
2013	"West Dunbartonshire"	0	0	0	0	4.1	0	0	0	0	0	0	4.1
2013	"West Lothian"	0	0	0	0	0	0	0	0	0	0	14	14
2014	"Aberdeen City"	0	0	0	0	2.2	0	0	0	0	0	0	2.2
2014	"Aberdeenshire"	0	0	1.2	0	6.5	0	0	0	0	0	397.4	405.1
2014	"Angus"	0	0	0	0	2	0	0	0	0	0	6.4	8.4
2014	"Argyll and Bute"	0	0	0	0	0	14	0	13.5	0	0	255.5	283
2014	"City of Edinburgh"	0	0	0	0	2.4	0	0	0	0	0	0	2.4
2014	"Clackmannanshire"	0	0	0	0	0	0	0	0	0	0	26	26
2014	"Comhairle nan Eilean Siar"	0	0	0	0	0	0	0	0	0	0	24.6	24.6
2014	"Dumfries and Galloway"	0	0	50.4	0	0	0	0	0	0	0	326.6	377
2014	"Dundee City"	0	0	0	8.3	0	0	0	0	0	0	4	12.3
2014	"East Ayrshire"	0	0	0	0	6.7	0	0	0	0	0	230.2	236.9
2014	"East Lothian"	0	0	0	0	16.2	0	0	0	0	0	48	64.2
2014	"East Renfrewshire"	0	0	0	0	0	0	0	0	0	0	361.2	361.2
2014	"Falkirk"	0	0	0	0	0	0	0	0	0	0	0	0
2014	"Fife"	0	1.7	83	0	3	0	0	0	0	0	64.9	152.6
2014	"Glasgow City"	0	0	0	0	6.7	0	0	0	0	0	3	9.7
2014	"Highland"	0	0	8.5	0	0	376.2	0	42.1	0	0	852.5	1279.3
2014	"Midlothian"	0	0	0	0	6.2	0	0	0	0	0	48.4	54.6
2014	"Moray"	0	0	8.3	0	0	0	0	0	0	0	277.9	286.2
2014	"North Ayrshire"	0	2.2	26	0	1.2	0	0	0	0	0	104	133.4
2014	"North Lanarkshire"	0	5.8	0	0	18.5	0	0	0	0	0	15.5	39.8
2014	"Offshore"	0	0	0	0	0	0	0	0	0	191	0	191
2014	"Orkney Islands"	0	0	0	0	0	0	1	0	0	0	39.2	40.2
2014	"Perth and Kinross"	0	0	0	0	1.9	32.4	0	19.5	0	0	265.6	319.4
2014	"Scottish Borders"	0	0	0	0	0	0	0	0	0	0	578.2	578.2
2014	"Shetland Islands"	0	0	0	0	0	0	0	0	0	0	3.7	3.7
2014	"South Ayrshire"	0	0	0	0	0	0	0	0	0	0	296	296
2014	"South Lanarkshire"	0	0	0	0	7.4	0	0	0	0	0	646.7	654.1
2014	"Stirling"	0	0	15	0	0	0	0	2.1	0	0	129.5	146.6
2014	"West Dunbartonshire"	0	0	0	0	4.1	0	0	0	0	0	0	4.1
2014	"West Lothian"	0	0	0	0	0	0	0	0	0	0	14	14
2015	"Aberdeen City"	0	0	0	0	2.2	0	0	0	0	0	0	2.2
2015	"Aberdeenshire"	0	0	1.2	0	6.5	0	0	0	7	0	446	460.7
2015	"Angus"	0	0	0	0	2	0	0	0	0	0	6.4	8.4
2015	"Argyll and Bute"	0	0	0	0	0	14	0	16	0	0	261.5	291.5
2015	"City of Edinburgh"	0	0	0	0	2.4	0	0	0	0	0	0	2.4
2015	"Clackmannanshire"	0	0	0	0	0	0	0	0	0	0	26	26
2015	"Comhairle nan Eilean Siar"	0	0	0	0	0	0	0	0	0	0	37.8	37.8
2015	"Dumfries and Galloway"	0	1.2	50.4	0	0	0	0	0	0	0	330	381.6
2015	"Dundee City"	0	0	0	8.3	0	0	0	0	0	0	4	12.3
2015	"East Ayrshire"	0	0	0	0	6.7	0	0	0	0	0	230.2	236.9
2015	"East Lothian"	0	0	0	0	16.2	0	0	0	0	0	49.5	65.7
2015	"East Renfrewshire"	0	0	0	0	0	0	0	0	0	0	361.2	361.2
2015	"Falkirk"	0	0	0	0	0	0	0	0	0	0	12	12
2015	"Fife"	0	1.7	83	0	3	0	0	0	0	0	71.5	159.2
2015	"Glasgow City"	0	0	0	0	6.7	0	0	0	0	0	3	9.7
2015	"Highland"	0	0	8.5	0	0	376.2	0	47.3	0	0	974.9	1406.9
2015	"Midlothian"	0	0	0	0	6.2	0	0	0	0	0	48.4	54.6
2015	"Moray"	0	1.5	8.3	0	0	0	0	0	0	0	296.3	306.1
2015	"North Ayrshire"	0	3.2	26	0	1.2	0	0	0	0	0	104	134.4
2015	"North Lanarkshire"	0	5.8	0	0	18.5	0	0	0	0	0	21.2	45.5
2015	"Offshore"	0	0	0	0	0	0	0	0	0	191	0	191
2015	"Orkney Islands"	0	0	0	0	0	0	1	0	0	0	39.2	40.2
2015	"Perth and Kinross"	0	0	0	0	1.9	32.4	0	22.6	0	0	265.6	322.5
2015	"Scottish Borders"	10	0	0	0	0	0	0	0	0	0	594.2	604.2
2015	"Shetland Islands"	0	0	0	0	0	0	0	0	0	0	6.7	6.7
2015	"South Ayrshire"	0	0	0	0	0	0	0	0	0	0	296	296
2015	"South Lanarkshire"	0	0	0	0	7.4	0	0	0	0	0	678.1	685.5
2015	"Stirling"	0	0	15	0	0	0	0	2.1	0	0	131.9	149
2015	"West Dunbartonshire"	0	0	0	0	4.1	0	0	0	0	0	0	4.1
2015	"West Lothian"	0	0	0	0	0	0	0	0	1.3	0	14	15.3
2016	"Aberdeen City"	0	0	0	0	2.2	0	0	0	0	0	0	2.2
2016	"Aberdeenshire"	0	0	1.2	0	6.5	0	0	0	10.8	0	461.8	480.3
2016	"Angus"	0	0	0	0	2	0	0	0	15	0	6.4	23.4
2016	"Argyll and Bute"	0	0	0	0	0	14	0	20.4	0	0	330.3	364.7
2016	"City of Edinburgh"	0	0	0	0	2.4	0	0	0	0	0	0	2.4
2016	"Clackmannanshire"	0	0	0	0	0	0	0	0	5	0	38	43
2016	"Comhairle nan Eilean Siar"	0	0	0	0	0	0	0	0	0	0	37.8	37.8
2016	"Dumfries and Galloway"	0	1.2	50.4	0	0	0	0	0	0	0	371.3	422.9
2016	"Dundee City"	0	0	0	8.3	0	0	0	0	0	0	4	12.3
2016	"East Ayrshire"	0	0	0	0	6.7	0	0	0	0	0	260	266.7
2016	"East Lothian"	0	1.5	0	0	16.2	0	0	0	0	0	49.5	67.2
2016	"East Renfrewshire"	0	0	0	0	0	0	0	0	0	0	361.2	361.2
2016	"Falkirk"	0	0	0	0	0	0	0	0	0	0	38	38
2016	"Fife"	0	1.7	89.5	0	3	0	0	0	0	0	84.8	179
2016	"Glasgow City"	0	0	0	0	6.7	0	0	0	0	0	3	9.7
2016	"Highland"	0	0	8.5	0	0	376.2	0	56.3	0	0	1204.4	1645.4
2016	"Midlothian"	0	1.5	0	0	6.2	0	0	0	0	0	48.4	56.1
2016	"Moray"	0	1.5	20.8	0	0	0	0	0	0	0	341.9	364.2
2016	"North Ayrshire"	0	3.2	26	0	1.2	0	0	0	0	0	110.4	140.8
2016	"North Lanarkshire"	0	5.8	0	0	18.5	0	0	0	0	0	22.7	47
2016	"Offshore"	0	0	0	0	0	0	0	0	0	191	0	191
2016	"Orkney Islands"	0	0	0	0	0	0	1	0	0	0	39.2	40.2
2016	"Perth and Kinross"	0	0	0	0	1.9	32.4	0	23.7	13	0	265.6	336.6
2016	"Scottish Borders"	10	0	0	0	0	0	0	0	0	0	636.7	646.7
2016	"Shetland Islands"	0	0	0	0	0	0	0	0	0	0	6.7	6.7
2016	"South Ayrshire"	0	0	0	0	0	0	0	0	0	0	390	390
2016	"South Lanarkshire"	0	0	0	0	7.4	0	0	0	0	0	790.8	798.2
2016	"Stirling"	0	0	15	0	0	0	0	5.4	0	0	154.4	174.8
2016	"West Dunbartonshire"	0	0	0	0	4.1	0	0	0	0	0	0	4.1
2016	"West Lothian"	0	0	0	0	0	0	0	0	1.3	0	84.9	86.2
2017	"Aberdeen City"	0	0	0	0	2.2	0	0	0	0	0	0	2.2
2017	"Aberdeenshire"	0	0	1.2	0	6.5	0	0	0	10.8	0	494.9	513.4
2017	"Angus"	0	0	0	0	2	0	0	0	20	0	6.4	28.4
2017	"Argyll and Bute"	0	0	0	0	0	14	0	20.4	0	0	352.8	387.2
2017	"City of Edinburgh"	0	0	0	0	2.4	0	0	0	0	0	0	2.4
2017	"Clackmannanshire"	0	0	0	0	0	0	0	0	5	0	38	43
2017	"Comhairle nan Eilean Siar"	0	0	0	0	0	0	0	0	0	0	37.8	37.8
2017	"Dumfries and Galloway"	0	1.2	50.4	0	0	0	0	0	0	0	771.1	822.7
2017	"Dundee City"	0	0	0	8.3	0	0	0	0	0	0	4	12.3
2017	"East Ayrshire"	0	0	0	0	6.7	0	0	0	0	0	326	332.7
2017	"East Lothian"	0	1.5	0	0	16.2	0	0	0	0	0	114.8	132.5
2017	"East Renfrewshire"	0	0	0	0	0	0	0	0	0	0	361.2	361.2
2017	"Falkirk"	2	0	0	0	0	0	0	0	0	0	38	40
2017	"Fife"	0	1.7	89.5	0	3	0	0	0	14	0	84.8	193
2017	"Glasgow City"	0	5	0	0	6.7	0	0	0	0	0	3	14.7
2017	"Highland"	0	2	8.5	0	0	376.2	0	76.8	0	0	1505.3	1968.8
2017	"Midlothian"	0	1.5	0	0	6.2	0	0	0	0	0	48.4	56.1
2017	"Moray"	0	1.5	20.8	0	0	0	0	0	0	0	341.9	364.2
2017	"North Ayrshire"	0	3.2	26	0	1.2	0	0	0	5	0	110.4	145.8
2017	"North Lanarkshire"	0	5.8	17	0	18.5	0	0	0	0	0	22.7	64
2017	"Offshore"	0	0	0	0	0	0	0	0	0	221	0	221
2017	"Orkney Islands"	0	0	0	0	0	0	9	0	0	0	39.2	48.2
2017	"Perth and Kinross"	0	0	0	0	1.9	32.4	0	25.7	13	0	265.6	338.6
2017	"Scottish Borders"	10	0	0	0	0	0	0	0	0	0	678.5	688.5
2017	"Shetland Islands"	0	0	0	0	0	0	0	0	0	0	11.2	11.2
2017	"South Ayrshire"	0	0	2.6	0	0	0	0	0	0	0	412	414.6
2017	"South Lanarkshire"	0	0	0	0	7.4	0	0	0	0	0	999.6	1007
2017	"Stirling"	0	0	20.6	0	0	0	0	6.5	0	0	155.9	183
2017	"West Dunbartonshire"	0	0	0	0	4.1	0	0	0	0	0	0	4.1
2017	"West Lothian"	12.5	0	0	0	0	0	0	0	1.3	0	124.2	138
2018	"Aberdeen City"	0	0	0	0	2.2	0	0	0	0	0	0	2.2
2018	"Aberdeenshire"	0	0	1.2	0	6.5	0	0	0	10.8	0	494.9	513.4
2018	"Angus"	0	0	0	0	2	0	0	0	25	0	6.4	33.4
2018	"Argyll and Bute"	0	0	0	0	0	14	0	20.4	0	0	359.7	394.1
2018	"City of Edinburgh"	0	0	0	0	2.4	0	0	0	0	0	0	2.4
2018	"Clackmannanshire"	0	0	0	0	0	0	0	0	5	0	38	43
2018	"Comhairle nan Eilean Siar"	0	0	0	0	0	0	0	0	0	0	37.8	37.8
2018	"Dumfries and Galloway"	0	1.2	50.4	0	0	0	0	0	0	0	881.8	933.4
2018	"Dundee City"	0	0	0	8.3	0	0	0	0	0	0	4	12.3
2018	"East Ayrshire"	0	0	0	0	6.7	0	0	0	0	0	376	382.7
2018	"East Lothian"	0	1.5	0	0	16.2	0	0	0	0	0	114.8	132.5
2018	"East Renfrewshire"	0	0	0	0	0	0	0	0	0	0	361.2	361.2
2018	"Falkirk"	2	0	0	0	0	0	0	0	0	0	38	40
2018	"Fife"	0	3.7	89.5	0	3	0	0	0	14	0	84.8	195
2018	"Glasgow City"	0	5	0	0	6.7	0	0	0	0	0	3	14.7
2018	"Highland"	0	2	8.5	0	0	376.2	0	76.8	0	0	1733.3	2196.8
2018	"Midlothian"	0	1.5	0	0	6.2	0	0	0	0	0	48.4	56.1
2018	"Moray"	0	1.5	20.8	0	0	0	0	0	0	0	518.9	541.2
2018	"North Ayrshire"	0	3.2	26	0	1.2	0	0	0	5	0	110.4	145.8
2018	"North Lanarkshire"	0	5.8	17	0	18.5	0	0	0	0	0	22.7	64
2018	"Offshore"	0	0	0	0	0	0	0	0	0	314.2	0	314.2
2018	"Orkney Islands"	0	0	0	0	0	0	9	0	0	0	39.2	48.2
2018	"Perth and Kinross"	0	1.5	0	0	1.9	32.4	0	25.7	13	0	289.2	363.7
2018	"Scottish Borders"	10	0	0	0	0	0	0	0	0	0	679.5	689.5
2018	"Shetland Islands"	0	0	0	0	0	0	0	0	0	0	11.2	11.2
2018	"South Ayrshire"	0	0	2.6	0	0	0	0	0	0	0	412	414.6
2018	"South Lanarkshire"	0	0	0	0	7.4	0	0	0	0	0	999.6	1007
2018	"Stirling"	0	0	20.6	0	0	0	0	6.5	0	0	155.9	183
2018	"West Dunbartonshire"	0	0	0	0	4.1	0	0	0	0	0	0	4.1
2018	"West Lothian"	12.5	0	0	0	0	0	0	0	1.3	0	124.2	138
2019	"Aberdeen City"	0	0	0	0	2.2	0	0	0	0	0	0	2.2
2019	"Aberdeenshire"	0	0	1.2	0	6.5	0	0	0	10.8	0	494.9	513.4
2019	"Angus"	0	0	0	0	2	0	0	0	25	0	6.4	33.4
2019	"Argyll and Bute"	0	0	0	0	0	14	0	20.4	0	0	359.7	394.1
2019	"City of Edinburgh"	0	0	0	0	2.4	0	0	0	0	0	0	2.4
2019	"Clackmannanshire"	0	0	0	0	0	0	0	0	5	0	38	43
2019	"Comhairle nan Eilean Siar"	0	0	0	0	0	0	0	0	0	0	37.8	37.8
2019	"Dumfries and Galloway"	0	1.2	50.4	0	0	0	0	0	0	0	881.8	933.4
2019	"Dundee City"	0	0	0	8.3	0	0	0	0	0	0	4	12.3
2019	"East Ayrshire"	0	0	0	0	6.7	0	0	0	0	0	376	382.7
2019	"East Lothian"	0	1.5	0	25.6	16.2	0	0	0	0	0	124.7	168
2019	"East Renfrewshire"	0	0	0	0	0	0	0	0	0	0	361.2	361.2
2019	"Falkirk"	2	0	0	0	0	0	0	0	0	0	38	40
2019	"Fife"	0	3.7	89.5	0	3	0	0	0	14	0	84.8	195
2019	"Glasgow City"	10	5	0	0	6.7	0	0	0	0	0	3	24.7
2019	"Highland"	0	2	8.5	0	0	376.2	0	76.8	0.5	0	1809	2273
2019	"Midlothian"	0	1.5	0	12.5	6.2	0	0	0	0	0	48.4	68.6
2019	"Moray"	0	1.5	20.8	0	0	0	0	0	0	0	518.9	541.2
2019	"North Ayrshire"	0	3.2	26	0	1.2	0	0	0	5	0	110.4	145.8
2019	"North Lanarkshire"	0	5.8	17	0	18.5	0	0	0	0.2	0	22.7	64.2
2019	"Offshore"	0	0	0	0	0	0	0	0	0	902.2	0	902.2
2019	"Orkney Islands"	0	0	0	0	0	0	11	0	0	0	39.2	50.2
2019	"Perth and Kinross"	0	1.5	0	0	1.9	32.4	0	25.7	13	0	289.2	363.7
2019	"Scottish Borders"	10	0	0	0	0	0	0	0	0	0	679.5	689.5
2019	"Shetland Islands"	0	0	0	0	0	0	0.5	0	0	0	11.2	11.7
2019	"South Ayrshire"	0	0	2.6	0	0	0	0	0	0	0	412	414.6
2019	"South Lanarkshire"	0	0	0	0	7.4	0	0	0	0	0	1139	1146.4
2019	"Stirling"	0	0	20.6	0	0	0	0	6.5	0	0	155.9	183
2019	"West Dunbartonshire"	0	0	0	0	4.1	0	0	0	0	0	0	4.1
2019	"West Lothian"	12.5	0	0	0	0	0	0	0	1.3	0	124.2	138
2020	"Aberdeen City"	0	0	0	0	2.2	0	0	0	0	0	0	2.2
2020	"Aberdeenshire"	0	0	1.2	0	6.5	0	0	2	10.8	0	494.9	515.4
2020	"Angus"	0	0	0	0	2	0	0	0	25	0	6.4	33.4
2020	"Argyll and Bute"	0	0	0	0	0	14	0	20.4	0	0	359.7	394.1
2020	"City of Edinburgh"	0	0	0	0	2.4	0	0	0	0	0	0	2.4
2020	"Clackmannanshire"	0	0	0	0	0	0	0	0	5	0	38	43
2020	"Comhairle nan Eilean Siar"	0	0	0	0	0	0	0	0	0	0	37.8	37.8
2020	"Dumfries and Galloway"	0	1.2	50.4	0	0	0	0	0	0	0	881.8	933.4
2020	"Dundee City"	0	0	0	8.3	0	0	0	0	0	0	4	12.3
2020	"East Ayrshire"	0	0	0	0	6.7	0	0	0	0	0	376	382.7
2020	"East Lothian"	0	1.5	0	25.6	16.2	0	0	0	0	0	124.7	168
2020	"East Renfrewshire"	0	0	0	0	0	0	0	0	0	0	361.2	361.2
2020	"Falkirk"	2	0	0	0	0	0	0	0	0	0	38	40
2020	"Fife"	0	3.7	89.5	0	3	0	0	0	14.5	0	84.8	195.5
2020	"Glasgow City"	10	5	0	0	6.7	0	0	0	0	0	3	24.7
2020	"Highland"	0	2	8.5	0	0	376.2	0	76.8	0.5	0	1838.9	2302.9
2020	"Midlothian"	0	1.5	0	12.5	6.2	0	0	0	0	0	48.4	68.6
2020	"Moray"	0	1.5	20.8	0	0	0	0	0	0	0	518.9	541.2
2020	"North Ayrshire"	0	3.2	26	0	1.2	0	0	0	5	0	110.4	145.8
2020	"North Lanarkshire"	0	5.8	17	0	18.5	0	0	0	0.2	0	22.7	64.2
2020	"Offshore"	0	0	0	0	0	0	0	0	0	902.2	0	902.2
2020	"Orkney Islands"	0	0	0	0	0	0	11	0	0	0	39.2	50.2
2020	"Perth and Kinross"	0	1.5	0	0	1.9	32.4	0	25.7	13	0	289.2	363.7
2020	"Scottish Borders"	10	0	0	0	0	0	0	0	0	0	679.5	689.5
2020	"Shetland Islands"	0	0	0	0	0	0	0.5	0	0	0	11.2	11.7
2020	"South Ayrshire"	0	0	2.6	0	0	0	0	0	0	0	412	414.6
2020	"South Lanarkshire"	0	0	0	0	7.4	0	0	0	0	0	1139	1146.4
2020	"Stirling"	0	0	20.6	0	0	0	0	6.5	0	0	155.9	183
2020	"West Dunbartonshire"	0	0	0	0	4.1	0	0	0	0	0	0	4.1
2020	"West Lothian"	12.5	0	0	0	0	0	0	0	1.3	0	124.2	138
