"LAU1"	"GovernmentRegion"	"Year"	"All Fuels Total"	"Coal - Industrial & Commercial"	"Coal - Domestic"	"Coal - Rail"	"Coal - Total"	"Manufactured Fuels - Industrial"	"Manufactured Fuels - Domestic"	"Manufactured Fuels - Total"	"Petroleum Products - Industrial & Commercial"	"Petroleum Products - Domestic"	"Petroleum Products - Road transport"	"Petroleum Products - Rail"	"Petroleum Products - Public Sector"	"Petroleum Products - Agriculture"	"Petroleum Products - Total"	"Gas - Industrial & Commercial"	"Gas - Domestic"	"Gas - Total"	"Electricity - Industrial & Commercial"	"Electricity - Domestic"	"Electricity - Total"	"Bioenergy & Wastes - Total"	"Consuming Sector - Industry & Commercial"	"Consuming Sector - Domestic"	"Consuming Sector - Transport"
"S12000010"	"East Lothian"	"2017"	"2966.8589583"	"593.22023461000003"	"12.151489281"	"0"	"605.37172389"	"0.53320766939999997"	"7.1195835269999996"	"7.6527911963999999"	"77.379247931999998"	"49.749531490000003"	"770.37782515000004"	"2.1397738573999998"	"0.49243736700000001"	"37.948166219999997"	"938.08698201000004"	"211.6906425"	"557.20180674000005"	"768.89244924000002"	"287.72220924999999"	"187.66016046999999"	"475.38236971999999"	"171.4726422"	"1208.9861456"	"813.88257151"	"772.51759900000002"
"S12000011"	"East Renfrewshire"	"2017"	"1673.2614106"	"0.2973700984"	"1.6309462035"	"0"	"1.9283163019"	"4.70800543E-2"	"1.6929847754"	"1.7400648297000001"	"14.835494839000001"	"9.3829951584"	"608.19381565000003"	"16.044049456"	"0.1054954509"	"15.184582721"	"663.74643328000002"	"105.94596892"	"651.21082742999999"	"757.15679635000004"	"73.261851085999993"	"155.34652613"	"228.60837721999999"	"20.081422622000002"	"209.67784317"	"819.2642797"	"624.23786511000003"
"S12000014"	"Falkirk"	"2017"	"18371.689924"	"0.7299936078"	"9.7463345129000007"	"0.42882552350000003"	"10.905153644"	"625.84521674999996"	"6.1774747569999997"	"632.02269150999996"	"13863.936088"	"23.229970468000001"	"1366.0952924000001"	"46.427550816"	"0.87245707220000002"	"23.053037415999999"	"15323.614396000001"	"751.97521362999998"	"930.95176519999995"	"1682.9269790000001"	"417.56260674999999"	"270.21811788999997"	"687.78072454000005"	"34.439978511"	"15683.974613"	"1240.3236628"	"1412.9516688000001"
"S12000015"	"Fife"	"2017"	"14334.044881"	"5.8911060337999999"	"20.042799996999999"	"0"	"25.933906029999999"	"13.216607154"	"14.071991398"	"27.288598552"	"5836.1359769999999"	"95.981453540999993"	"2224.7553932000001"	"39.692892352999998"	"0.95032688850000002"	"89.236468360000003"	"8286.7525114"	"1998.1641414999999"	"2301.8348620000002"	"4299.9990035000001"	"886.18558715999995"	"616.96364289999997"	"1503.1492297"	"190.92163203000001"	"8829.7802141"	"3048.8947499"	"2264.4482856"
"S12000047"	"Fife"	"2017"	"14334.044881"	"5.8911060337999999"	"20.042799996999999"	"0"	"25.933906029999999"	"13.216607154"	"14.071991398"	"27.288598552"	"5836.1359769999999"	"95.981453540999993"	"2224.7553932000001"	"39.692892352999998"	"0.95032688850000002"	"89.236468360000003"	"8286.7525114"	"1998.1641414999999"	"2301.8348620000002"	"4299.9990035000001"	"886.18558715999995"	"616.96364289999997"	"1503.1492297"	"190.92163203000001"	"8829.7802141"	"3048.8947499"	"2264.4482856"
"S12000046"	"Glasgow City"	"2017"	"11271.050789"	"5.0618989999999997E-4"	"5.4855065391000002"	"0"	"5.4860127289999996"	"1.0213263753999999"	"5.6055214633999997"	"6.6268478388999998"	"289.20536033000002"	"13.971325781000001"	"3072.3069076000002"	"21.021501771000001"	"1.5079010594"	"3.9078487279999998"	"3401.9208451999998"	"2210.4795261999998"	"2904.7009672999998"	"5115.1804935"	"1711.2918695000001"	"965.16280472999995"	"2676.4546737000001"	"65.381916383000004"	"4217.4143384"	"3894.9261258"	"3093.3284093000002"
"S12000017"	"Highland"	"2017"	"7751.3738401"	"46.059797213000003"	"113.29642135"	"2.9041408256999999"	"162.26035938999999"	"0.85188425339999996"	"59.122294400000001"	"59.974178653999999"	"558.11243280999997"	"585.02108461"	"2110.6961848000001"	"37.269029682999999"	"38.185450121000002"	"302.13411563"	"3631.4182977"	"585.68532769000001"	"595.99829936000003"	"1181.6836269"	"917.78106599"	"653.94447630000002"	"1571.7255425000001"	"1144.311835"	"2448.8100737"	"2007.382576"	"2150.8693554000001"
"S12000018"	"Inverclyde"	"2017"	"1413.6552674"	"3.2261759600000002E-2"	"1.2570275847000001"	"0"	"1.2892893443"	"4.6950054099999999E-2"	"1.2404031044999999"	"1.2873531586"	"18.135482951"	"5.0720035172999998"	"395.94531873"	"0.57676500829999999"	"0.3407286457"	"7.5267816233999998"	"427.59708046999998"	"188.04570747"	"479.57318111000001"	"667.61888857999998"	"166.11824017999999"	"135.71616893999999"	"301.83440911000002"	"14.028246723000001"	"380.24615268"	"622.85878425"	"396.52208373000002"
"S12000019"	"Midlothian"	"2017"	"1703.9572923"	"3.7302761660999999"	"9.5791536582999992"	"0"	"13.309429824"	"0"	"5.5923811451000001"	"5.5923811451000001"	"64.401448220999995"	"29.243527004000001"	"523.00184640999998"	"0.93385713380000002"	"9.2969510599999999E-2"	"22.072603748999999"	"639.74625203000005"	"179.78572376"	"497.36730920000002"	"677.15303295000001"	"205.29132709999999"	"138.71158174000001"	"344.00290894"	"24.153287449"	"475.3743485"	"680.49395275"	"523.93570354999997"
"S12000020"	"Moray"	"2017"	"3401.8418704"	"43.015967760000002"	"17.65947882"	"0.89358179250000003"	"61.569028371999998"	"0"	"9.9603009384999996"	"9.9603009384999996"	"176.86249371"	"133.34272621"	"572.14966096000001"	"6.8643643981000002"	"4.0928519877999996"	"92.796381656999998"	"986.10847892000004"	"1311.6259683999999"	"446.65961304000001"	"1758.2855821000001"	"308.04716937000001"	"185.85367905000001"	"493.90084841999999"	"92.017631738999995"	"1936.4408329"	"793.47579805"	"579.90760714999999"
"S12000013"	"Na h-Eileanan Siar"	"2017"	"673.16837933"	"12.115112735"	"22.176623969000001"	"0"	"34.291736704000002"	"0"	"11.287603694"	"11.287603694"	"102.30128051"	"127.11463639999999"	"156.42287291"	"5.3774956587"	"0.7770542399"	"35.474092141"	"427.46743185999998"	"4.9479132958000003"	"17.725513642999999"	"22.673426932000002"	"68.097632353999998"	"88.454739039000003"	"156.55237141000001"	"20.895808730999999"	"223.71308528"	"266.75911675"	"161.80036856999999"
