SETTLEMENT_DATE,SETTLEMENT_PERIOD,Total
2012-10-19,11,26362
2012-10-19,10,25717
2012-10-19,9,25718
2012-10-19,8,25953
2012-10-19,7,26331
2012-10-19,6,26716
2012-10-19,5,27094
2012-10-19,4,27217
2012-10-19,3,26766
2012-10-19,2,26214
2012-10-19,1,27065
2012-10-20,48,28038
2012-10-20,47,29460
2012-10-20,46,31149
2012-10-20,45,32531
2012-10-20,44,33625
2012-10-20,43,34905
2012-10-20,42,36120
2012-10-20,41,37299
2012-10-20,40,38503
2012-10-20,39,39825
2012-10-20,38,40810
2012-10-20,37,40155
2012-10-20,36,38596
2012-10-20,35,37105
2012-10-20,34,35756
2012-10-20,33,34661
2012-10-20,32,34233
2012-10-20,31,34099
2012-10-20,30,34255
2012-10-20,29,34686
2012-10-20,28,35126
2012-10-20,27,35573
2012-10-20,26,36299
2012-10-20,25,36617
2012-10-20,24,36860
2012-10-20,23,36904
2012-10-20,22,36932
2012-10-20,21,36766
2012-10-20,20,36627
2012-10-20,19,35945
2012-10-20,18,34541
2012-10-20,17,33236
2012-10-20,16,31241
2012-10-20,15,29803
2012-10-20,14,27786
2012-10-20,13,26477
2012-10-20,12,25088
2012-10-20,11,24677
2012-10-20,10,24598
2012-10-20,9,24889
2012-10-20,8,25261
2012-10-20,7,25546
2012-10-20,6,26066
2012-10-20,5,26466
2012-10-20,4,26842
2012-10-20,3,26574
2012-10-20,2,26507
2012-10-20,1,27194
2012-10-21,48,26903
2012-10-21,47,28566
2012-10-21,46,30767
2012-10-21,45,32590
2012-10-21,44,33907
2012-10-21,43,35580
2012-10-21,42,36786
2012-10-21,41,38192
2012-10-21,40,39175
2012-10-21,39,40309
2012-10-21,38,41214
2012-10-21,37,40991
2012-10-21,36,39477
2012-10-21,35,38424
2012-10-21,34,37471
2012-10-21,33,36644
2012-10-21,32,35688
2012-10-21,31,35240
2012-10-21,30,35157
2012-10-21,29,35396
2012-10-21,28,35689
2012-10-21,27,36062
2012-10-21,26,36483
2012-10-21,25,36531
2012-10-21,24,36295
2012-10-21,23,35968
2012-10-21,22,35373
2012-10-21,21,34651
2012-10-21,20,33695
2012-10-21,19,32281
2012-10-21,18,30521
2012-10-21,17,29140
2012-10-21,16,27606
2012-10-21,15,26854
2012-10-21,14,25508
2012-10-21,13,24668
2012-10-21,12,23883
2012-10-21,11,23657
2012-10-21,10,23632
2012-10-21,9,23932
2012-10-21,8,24375
2012-10-21,7,24757
2012-10-21,6,25271
2012-10-21,5,25827
2012-10-21,4,26300
2012-10-21,3,26044
2012-10-21,2,25829
2012-10-21,1,26653
2012-10-22,48,28828
2012-10-22,47,30656
2012-10-22,46,32860
2012-10-22,45,35292
2012-10-22,44,37550
2012-10-22,43,39733
2012-10-22,42,41243
2012-10-22,41,42746
2012-10-22,40,44214
2012-10-22,39,45601
2012-10-22,38,46727
2012-10-22,37,47087
2012-10-22,36,46028
2012-10-22,35,45325
2012-10-22,34,44531
2012-10-22,33,43284
2012-10-22,32,42502
2012-10-22,31,42116
2012-10-22,30,42259
2012-10-22,29,42369
2012-10-22,28,42422
2012-10-22,27,42554
2012-10-22,26,43003
2012-10-22,25,43235
2012-10-22,24,43164
2012-10-22,23,42952
2012-10-22,22,42806
2012-10-22,21,42589
2012-10-22,20,42393
2012-10-22,19,41966
2012-10-22,18,41288
2012-10-22,17,41283
2012-10-22,16,40212
2012-10-22,15,37774
2012-10-22,14,33242
2012-10-22,13,29823
2012-10-22,12,26539
2012-10-22,11,25183
2012-10-22,10,24597
2012-10-22,9,24611
2012-10-22,8,24943
2012-10-22,7,25266
2012-10-22,6,25630
2012-10-22,5,25914
2012-10-22,4,26032
2012-10-22,3,25451
2012-10-22,2,24923
2012-10-22,1,25619
2012-10-23,48,28528
2012-10-23,47,30349
2012-10-23,46,32890
2012-10-23,45,35233
2012-10-23,44,37324
2012-10-23,43,39425
2012-10-23,42,41148
2012-10-23,41,42669
2012-10-23,40,44198
2012-10-23,39,45583
2012-10-23,38,46587
2012-10-23,37,46554
2012-10-23,36,45354
2012-10-23,35,44651
2012-10-23,34,43772
2012-10-23,33,42886
2012-10-23,32,41808
2012-10-23,31,41336
2012-10-23,30,41539
2012-10-23,29,41761
2012-10-23,28,41762
2012-10-23,27,42056
2012-10-23,26,42308
2012-10-23,25,42497
2012-10-23,24,42396
2012-10-23,23,42302
2012-10-23,22,42385
2012-10-23,21,42222
2012-10-23,20,42127
2012-10-23,19,41760
2012-10-23,18,41249
2012-10-23,17,41623
2012-10-23,16,40776
2012-10-23,15,38449
2012-10-23,14,33991
2012-10-23,13,30646
2012-10-23,12,27411
2012-10-23,11,26266
2012-10-23,10,25656
2012-10-23,9,25680
2012-10-23,8,25925
2012-10-23,7,26382
2012-10-23,6,26807
2012-10-23,5,27106
2012-10-23,4,27422
2012-10-23,3,26823
2012-10-23,2,26489
2012-10-23,1,27278
2012-10-24,42,41327
2012-10-24,41,42857
2012-10-24,40,44238
2012-10-24,39,45624
2012-10-24,38,46729
2012-10-24,37,46610
2012-10-24,36,45035
2012-10-24,35,43780
2012-10-24,34,43073
2012-10-24,33,42207
2012-10-24,32,41472
2012-10-24,31,41066
2012-10-24,30,41353
2012-10-24,29,41738
2012-10-24,28,41875
2012-10-24,27,42178
2012-10-24,26,42424
2012-10-24,25,42702
2012-10-24,24,42584
2012-10-24,23,42309
2012-10-24,22,42240
2012-10-24,21,42139
2012-10-24,20,42286
2012-10-24,19,42002
2012-10-24,18,41306
2012-10-24,17,41675
2012-10-24,16,40836
2012-10-24,15,38349
2012-10-24,14,33720
2012-10-24,13,30156
2012-10-24,12,27106
2012-10-24,11,25951
2012-10-24,10,25488
2012-10-24,9,25438
2012-10-24,8,25825
2012-10-24,7,26119
2012-10-24,6,26575
2012-10-24,5,26955
2012-10-24,4,27122
2012-10-24,3,26833
2012-10-24,2,26442
2012-10-24,1,27006
2012-10-24,48,28840
2012-10-24,47,30592
2012-10-24,46,33199
2012-10-24,45,35382
2012-10-24,44,37530
2012-10-24,43,39628
2012-10-25,48,29452
2012-10-25,47,31285
2012-10-25,46,33721
2012-10-25,45,36111
2012-10-25,44,37965
2012-10-25,43,40191
2012-10-25,42,41584
2012-10-25,41,43068
2012-10-25,40,44379
2012-10-25,39,45758
2012-10-25,38,46696
2012-10-25,37,46850
2012-10-25,36,45489
2012-10-25,35,44747
2012-10-25,34,43962
2012-10-25,33,43095
2012-10-25,32,42266
2012-10-25,31,41770
2012-10-25,30,41872
2012-10-25,29,42176
2012-10-25,28,42287
2012-10-25,27,42208
2012-10-25,26,42453
2012-10-25,25,42640
2012-10-25,24,42860
2012-10-25,23,42393
2012-10-25,22,42525
2012-10-25,21,42246
2012-10-25,20,42187
2012-10-25,19,41936
2012-10-25,18,41292
2012-10-25,17,41577
2012-10-25,16,40729
2012-10-25,15,38366
2012-10-25,14,33976
2012-10-25,13,30588
2012-10-25,12,27420
2012-10-25,11,26355
2012-10-25,10,25855
2012-10-25,9,25896
2012-10-25,8,26351
2012-10-25,7,26527
2012-10-25,6,26946
2012-10-25,5,27346
2012-10-25,4,27490
2012-10-25,3,27037
2012-10-25,2,26479
2012-10-25,1,27209
2012-10-26,48,30527
2012-10-26,47,32003
2012-10-26,46,33856
2012-10-26,45,35611
2012-10-26,44,37351
2012-10-26,43,39160
2012-10-26,42,40576
2012-10-26,41,42297
2012-10-26,40,43660
2012-10-26,39,45300
2012-10-26,38,46326
2012-10-26,37,46400
2012-10-26,36,44517
2012-10-26,35,43813
2012-10-26,34,42906
2012-10-26,33,42013
2012-10-26,32,41561
2012-10-26,31,41486
2012-10-26,30,41736
2012-10-26,29,42021
2012-10-26,28,42309
2012-10-26,27,42678
2012-10-26,26,43240
2012-10-26,25,43493
2012-10-26,24,43654
2012-10-26,23,43693
2012-10-26,22,43633
2012-10-26,21,43565
2012-10-26,20,43588
2012-10-26,19,43349
2012-10-26,18,42735
2012-10-26,17,42718
2012-10-26,16,41402
2012-10-26,15,38942
2012-10-26,14,34489
2012-10-26,13,30917
2012-10-26,12,28108
2012-10-26,11,26936
2012-10-26,10,26261
2012-10-26,9,26436
2012-10-26,8,26584
2012-10-26,7,26944
2012-10-26,6,27374
2012-10-26,5,27782
2012-10-26,4,27944
2012-10-26,3,27309
2012-10-26,2,27054
2012-10-26,1,27731
2012-10-27,48,29955
2012-10-27,47,31504
2012-10-27,46,33354
2012-10-27,45,34787
2012-10-27,44,35798
2012-10-27,43,37167
2012-10-27,42,38281
2012-10-27,41,39591
2012-10-27,40,40563
2012-10-27,39,42027
2012-10-27,38,43130
2012-10-27,37,43064
2012-10-27,36,40932
2012-10-27,35,39279
2012-10-27,34,37881
2012-10-27,33,36823
2012-10-27,32,36314
2012-10-27,31,36426
2012-10-27,30,36645
2012-10-27,29,37109
2012-10-27,28,37368
2012-10-27,27,37761
2012-10-27,26,38288
2012-10-27,25,38613
2012-10-27,24,38850
2012-10-27,23,39101
2012-10-27,22,39202
2012-10-27,21,39097
2012-10-27,20,38746
2012-10-27,19,37990
2012-10-27,18,36477
2012-10-27,17,35057
2012-10-27,16,33576
2012-10-27,15,31987
2012-10-27,14,29722
2012-10-27,13,28281
2012-10-27,12,26906
2012-10-27,11,26611
2012-10-27,10,26666
2012-10-27,9,27108
2012-10-27,8,27545
2012-10-27,7,27895
2012-10-27,6,28381
2012-10-27,5,28592
2012-10-27,4,28871
2012-10-27,3,28307
2012-10-27,2,28050
2012-10-27,1,28817
2012-10-28,50,28906
2012-10-28,49,30016
2012-10-28,48,31776
2012-10-28,47,33485
2012-10-28,46,34770
2012-10-28,45,36348
2012-10-28,44,37623
2012-10-28,43,39214
2012-10-28,42,39821
2012-10-28,41,41447
2012-10-28,40,42591
2012-10-28,39,43403
2012-10-28,38,44021
2012-10-28,37,44288
2012-10-28,36,42445
2012-10-28,35,40240
2012-10-28,34,39269
2012-10-28,33,38705
2012-10-28,32,38304
2012-10-28,31,38600
2012-10-28,30,38720
2012-10-28,29,39033
2012-10-28,28,39418
2012-10-28,27,39322
2012-10-28,26,38970
2012-10-28,25,38708
2012-10-28,24,38439
2012-10-28,23,38005
2012-10-28,22,36873
2012-10-28,21,35840
2012-10-28,20,34157
2012-10-28,19,32176
2012-10-28,18,30168
2012-10-28,17,28935
2012-10-28,16,27776
2012-10-28,15,27167
2012-10-28,14,26147
2012-10-28,13,25791
2012-10-28,12,25637
2012-10-28,11,25684
2012-10-28,10,26039
2012-10-28,9,26587
2012-10-28,8,27172
2012-10-28,7,27218
2012-10-28,6,27935
2012-10-28,5,28367
2012-10-28,4,28908
2012-10-28,3,28358
2012-10-28,2,27983
2012-10-28,1,28566
2012-10-29,48,30587
2012-10-29,47,31911
2012-10-29,46,34220
2012-10-29,45,36155
2012-10-29,44,38089
2012-10-29,43,40199
2012-10-29,42,41949
2012-10-29,41,43760
2012-10-29,40,45236
2012-10-29,39,46649
2012-10-29,38,48062
2012-10-29,37,49255
2012-10-29,36,49641
2012-10-29,35,49205
2012-10-29,34,46733
2012-10-29,33,44639
2012-10-29,32,43589
2012-10-29,31,43244
2012-10-29,30,43253
2012-10-29,29,43414
2012-10-29,28,43233
2012-10-29,27,43539
2012-10-29,26,43624
2012-10-29,25,43756
2012-10-29,24,43600
2012-10-29,23,43438
2012-10-29,22,43334
2012-10-29,21,43346
2012-10-29,20,43331
2012-10-29,19,43070
2012-10-29,18,42110
2012-10-29,17,40956
2012-10-29,16,38969
2012-10-29,15,37201
2012-10-29,14,34365
2012-10-29,13,31537
2012-10-29,12,28499
2012-10-29,11,27340
2012-10-29,10,26393
2012-10-29,9,26312
2012-10-29,8,26575
2012-10-29,7,26949
2012-10-29,6,27300
2012-10-29,5,27583
2012-10-29,4,28014
2012-10-29,3,28782
2012-10-29,2,28991
2012-10-29,1,28924
2012-10-30,48,30698
2012-10-30,47,32085
2012-10-30,46,34750
2012-10-30,45,36845
2012-10-30,44,38617
2012-10-30,43,40648
2012-10-30,42,42360
2012-10-30,41,44126
2012-10-30,40,45459
2012-10-30,39,46976
2012-10-30,38,48411
2012-10-30,37,49268
2012-10-30,36,49978
2012-10-30,35,50106
2012-10-30,34,47767
2012-10-30,33,45061
2012-10-30,32,43671
2012-10-30,31,42902
2012-10-30,30,42917
2012-10-30,29,42933
2012-10-30,28,42887
2012-10-30,27,43020
2012-10-30,26,43428
2012-10-30,25,43474
2012-10-30,24,43486
2012-10-30,23,43302
2012-10-30,22,43409
2012-10-30,21,43384
2012-10-30,20,43677
2012-10-30,19,43365
2012-10-30,18,42486
2012-10-30,17,41384
2012-10-30,16,39882
2012-10-30,15,38174
2012-10-30,14,35341
2012-10-30,13,32526
2012-10-30,12,29285
2012-10-30,11,27896
2012-10-30,10,27217
2012-10-30,9,26999
2012-10-30,8,27391
2012-10-30,7,27870
2012-10-30,6,28439
2012-10-30,5,28648
2012-10-30,4,29323
2012-10-30,3,30107
2012-10-30,2,30410
2012-10-30,1,30416
2012-10-31,48,30981
2012-10-31,47,32367
2012-10-31,46,34849
2012-10-31,45,36575
2012-10-31,44,38546
2012-10-31,43,40450
2012-10-31,42,41823
2012-10-31,41,43334
2012-10-31,40,44438
2012-10-31,39,45448
2012-10-31,38,46661
2012-10-31,37,47609
2012-10-31,36,48432
2012-10-31,35,49061
2012-10-31,34,47832
2012-10-31,33,45900
2012-10-31,32,44600
2012-10-31,31,43890
2012-10-31,30,43733
2012-10-31,29,43826
2012-10-31,28,43654
2012-10-31,27,43896
2012-10-31,26,44087
2012-10-31,25,44071
2012-10-31,24,43850
2012-10-31,23,43756
2012-10-31,22,43513
2012-10-31,21,43304
2012-10-31,20,43313
2012-10-31,19,42980
2012-10-31,18,42257
2012-10-31,17,41143
2012-10-31,16,39441
2012-10-31,15,37656
2012-10-31,14,34994
2012-10-31,13,32377
2012-10-31,12,29125
2012-10-31,11,27905
2012-10-31,10,27092
2012-10-31,9,27088
2012-10-31,8,27374
2012-10-31,7,27892
2012-10-31,6,28386
2012-10-31,5,28637
2012-10-31,4,29413
2012-10-31,3,30100
2012-10-31,2,30502
2012-10-31,1,30446
2012-11-01,48,31620
2012-11-01,47,32949
2012-11-01,46,35260
2012-11-01,45,37173
2012-11-01,44,39271
2012-11-01,43,41298
2012-11-01,42,43131
2012-11-01,41,44811
2012-11-01,40,46345
2012-11-01,39,47614
2012-11-01,38,48739
2012-11-01,37,49309
2012-11-01,36,49655
2012-11-01,35,49715
2012-11-01,34,47181
2012-11-01,33,44926
2012-11-01,32,43804
2012-11-01,31,43263
2012-11-01,30,43288
2012-11-01,29,43417
2012-11-01,28,43436
2012-11-01,27,43528
2012-11-01,26,43931
2012-11-01,25,43932
2012-11-01,24,43858
2012-11-01,23,43785
2012-11-01,22,43626
2012-11-01,21,43474
2012-11-01,20,43359
2012-11-01,19,42995
2012-11-01,18,41962
2012-11-01,17,41121
2012-11-01,16,39224
2012-11-01,15,37730
2012-11-01,14,34903
2012-11-01,13,32021
2012-11-01,12,29162
2012-11-01,11,28035
2012-11-01,10,27518
2012-11-01,9,27446
2012-11-01,8,27647
2012-11-01,7,28290
2012-11-01,6,28873
2012-11-01,5,28976
2012-11-01,4,29421
2012-11-01,3,30376
2012-11-01,2,30630
2012-11-01,1,30762
2012-11-02,48,31672
2012-11-02,47,32780
2012-11-02,46,34542
2012-11-02,45,35994
2012-11-02,44,37857
2012-11-02,43,39623
2012-11-02,42,41134
2012-11-02,41,42784
2012-11-02,40,44216
2012-11-02,39,45589
2012-11-02,38,46718
2012-11-02,37,47877
2012-11-02,36,48506
2012-11-02,35,48434
2012-11-02,34,45932
2012-11-02,33,43441
2012-11-02,32,42375
2012-11-02,31,42014
2012-11-02,30,42122
2012-11-02,29,42399
2012-11-02,28,42582
2012-11-02,27,42861
2012-11-02,26,43167
2012-11-02,25,43368
2012-11-02,24,43489
2012-11-02,23,43503
2012-11-02,22,43521
2012-11-02,21,43626
2012-11-02,20,43648
2012-11-02,19,43370
2012-11-02,18,42440
2012-11-02,17,41390
2012-11-02,16,39631
2012-11-02,15,37875
2012-11-02,14,35214
2012-11-02,13,32511
2012-11-02,12,29611
2012-11-02,11,28541
2012-11-02,10,27979
2012-11-02,9,28002
2012-11-02,8,28250
2012-11-02,7,28772
2012-11-02,6,29211
2012-11-02,5,29437
2012-11-02,4,30030
2012-11-02,3,30666
2012-11-02,2,31111
2012-11-02,1,31286
2012-11-03,48,30917
2012-11-03,47,31881
2012-11-03,46,33484
2012-11-03,45,34611
2012-11-03,44,35865
2012-11-03,43,37174
2012-11-03,42,38135
2012-11-03,41,39275
2012-11-03,40,39929
2012-11-03,39,41412
2012-11-03,38,42967
2012-11-03,37,44269
2012-11-03,36,45278
2012-11-03,35,45225
2012-11-03,34,42877
2012-11-03,33,39715
2012-11-03,32,38231
2012-11-03,31,37725
2012-11-03,30,37570
2012-11-03,29,37785
2012-11-03,28,37977
2012-11-03,27,38186
2012-11-03,26,38812
2012-11-03,25,39112
2012-11-03,24,39203
2012-11-03,23,39228
2012-11-03,22,39238
2012-11-03,21,39140
2012-11-03,20,38723
2012-11-03,19,37971
2012-11-03,18,36385
2012-11-03,17,34588
2012-11-03,16,32271
2012-11-03,15,30928
2012-11-03,14,29739
2012-11-03,13,28753
2012-11-03,12,27445
2012-11-03,11,27013
2012-11-03,10,26927
2012-11-03,9,27097
2012-11-03,8,27537
2012-11-03,7,28274
2012-11-03,6,28960
2012-11-03,5,29175
2012-11-03,4,30050
2012-11-03,3,30914
2012-11-03,2,31484
2012-11-03,1,31483
2012-11-04,48,29889
2012-11-04,47,31272
2012-11-04,46,33562
2012-11-04,45,34755
2012-11-04,44,36434
2012-11-04,43,38262
2012-11-04,42,39577
2012-11-04,41,41063
2012-11-04,40,41857
2012-11-04,39,43136
2012-11-04,38,44140
2012-11-04,37,45118
2012-11-04,36,45746
2012-11-04,35,45951
2012-11-04,34,44395
2012-11-04,33,41664
2012-11-04,32,40498
2012-11-04,31,39860
2012-11-04,30,39528
2012-11-04,29,39842
2012-11-04,28,39911
2012-11-04,27,40174
2012-11-04,26,40573
2012-11-04,25,40488
2012-11-04,24,40053
2012-11-04,23,39456
2012-11-04,22,38830
2012-11-04,21,38212
2012-11-04,20,36788
2012-11-04,19,35309
2012-11-04,18,33067
2012-11-04,17,30897
2012-11-04,16,28954
2012-11-04,15,28109
2012-11-04,14,27615
2012-11-04,13,26991
2012-11-04,12,26272
2012-11-04,11,26201
2012-11-04,10,26204
2012-11-04,9,26438
2012-11-04,8,26864
2012-11-04,7,27534
2012-11-04,6,28194
2012-11-04,5,28365
2012-11-04,4,29096
2012-11-04,3,30132
2012-11-04,2,30768
2012-11-04,1,30723
2012-11-05,48,32064
2012-11-05,47,33541
2012-11-05,46,35921
2012-11-05,45,37912
2012-11-05,44,40189
2012-11-05,43,42382
2012-11-05,42,43922
2012-11-05,41,45143
2012-11-05,40,46237
2012-11-05,39,47844
2012-11-05,38,49247
2012-11-05,37,50266
2012-11-05,36,51341
2012-11-05,35,51805
2012-11-05,34,49577
2012-11-05,33,46088
2012-11-05,32,44335
2012-11-05,31,43519
2012-11-05,30,43664
2012-11-05,29,44e3
2012-11-05,28,43937
2012-11-05,27,44117
2012-11-05,26,44312
2012-11-05,25,44616
2012-11-05,24,44547
2012-11-05,23,44722
2012-11-05,22,44681
2012-11-05,21,44478
2012-11-05,20,44324
2012-11-05,19,44011
2012-11-05,18,43232
2012-11-05,17,42862
2012-11-05,16,41686
2012-11-05,15,39974
2012-11-05,14,36301
2012-11-05,13,32747
2012-11-05,12,29374
2012-11-05,11,27974
2012-11-05,10,27320
2012-11-05,9,27165
2012-11-05,8,27502
2012-11-05,7,28113
2012-11-05,6,28593
2012-11-05,5,28647
2012-11-05,4,29136
2012-11-05,3,29778
2012-11-05,2,29961
2012-11-05,1,29882
2012-11-06,48,32089
2012-11-06,47,33232
2012-11-06,46,35725
2012-11-06,45,38034
2012-11-06,44,40193
2012-11-06,43,42399
2012-11-06,42,44386
2012-11-06,41,45866
2012-11-06,40,47405
2012-11-06,39,48931
2012-11-06,38,50194
2012-11-06,37,51236
2012-11-06,36,51865
2012-11-06,35,52418
2012-11-06,34,51333
2012-11-06,33,48376
2012-11-06,32,46481
2012-11-06,31,45554
2012-11-06,30,45625
2012-11-06,29,45869
2012-11-06,28,45860
2012-11-06,27,45909
2012-11-06,26,46059
2012-11-06,25,46100
2012-11-06,24,46013
2012-11-06,23,45860
2012-11-06,22,45682
2012-11-06,21,45598
2012-11-06,20,45615
2012-11-06,19,45116
2012-11-06,18,44355
2012-11-06,17,43987
2012-11-06,16,43043
2012-11-06,15,41364
2012-11-06,14,37939
2012-11-06,13,34352
2012-11-06,12,31112
2012-11-06,11,29827
2012-11-06,10,29286
2012-11-06,9,29141
2012-11-06,8,29545
2012-11-06,7,30113
2012-11-06,6,30527
2012-11-06,5,30429
2012-11-06,4,31047
2012-11-06,3,31687
2012-11-06,2,31882
2012-11-06,1,31829
2012-11-07,48,31601
2012-11-07,47,32906
2012-11-07,46,35339
2012-11-07,45,37203
2012-11-07,44,39315
2012-11-07,43,41636
2012-11-07,42,43593
2012-11-07,41,45433
2012-11-07,40,46824
2012-11-07,39,48319
2012-11-07,38,49574
2012-11-07,37,50737
2012-11-07,36,51308
2012-11-07,35,51753
2012-11-07,34,50426
2012-11-07,33,47029
2012-11-07,32,45034
2012-11-07,31,43813
2012-11-07,30,43840
2012-11-07,29,44037
2012-11-07,28,43986
2012-11-07,27,44108
2012-11-07,26,44318
2012-11-07,25,44560
2012-11-07,24,44582
2012-11-07,23,44278
2012-11-07,22,44237
2012-11-07,21,44114
2012-11-07,20,44114
2012-11-07,19,43919
2012-11-07,18,43214
2012-11-07,17,43253
2012-11-07,16,42414
2012-11-07,15,40848
2012-11-07,14,37429
2012-11-07,13,34023
2012-11-07,12,30636
2012-11-07,11,29511
2012-11-07,10,28771
2012-11-07,9,28778
2012-11-07,8,29077
2012-11-07,7,29779
2012-11-07,6,30275
2012-11-07,5,30366
2012-11-07,4,30953
2012-11-07,3,31784
2012-11-07,2,32037
2012-11-07,1,31921
2012-11-08,48,31122
2012-11-08,47,32858
2012-11-08,46,35188
2012-11-08,45,37063
2012-11-08,44,38830
2012-11-08,43,41014
2012-11-08,42,43037
2012-11-08,41,44600
2012-11-08,40,46098
2012-11-08,39,47261
2012-11-08,38,48350
2012-11-08,37,49112
2012-11-08,36,49700
2012-11-08,35,50049
2012-11-08,34,48697
2012-11-08,33,45756
2012-11-08,32,43859
2012-11-08,31,43100
2012-11-08,30,43007
2012-11-08,29,43250
2012-11-08,28,43209
2012-11-08,27,43281
2012-11-08,26,43279
2012-11-08,25,43377
2012-11-08,24,43220
2012-11-08,23,43248
2012-11-08,22,43340
2012-11-08,21,43476
2012-11-08,20,43498
2012-11-08,19,43155
2012-11-08,18,42479
2012-11-08,17,42565
2012-11-08,16,41624
2012-11-08,15,40075
2012-11-08,14,36719
2012-11-08,13,33371
2012-11-08,12,29918
2012-11-08,11,28601
2012-11-08,10,27772
2012-11-08,9,27865
2012-11-08,8,28317
2012-11-08,7,28915
2012-11-08,6,29404
2012-11-08,5,29653
2012-11-08,4,30573
2012-11-08,3,31340
2012-11-08,2,31666
2012-11-08,1,31445
2012-11-09,48,30983
2012-11-09,47,32109
2012-11-09,46,33868
2012-11-09,45,35365
2012-11-09,44,37104
2012-11-09,43,39066
2012-11-09,42,40609
2012-11-09,41,42353
2012-11-09,40,43750
2012-11-09,39,45212
2012-11-09,38,46726
2012-11-09,37,47693
2012-11-09,36,48384
2012-11-09,35,48949
2012-11-09,34,47904
2012-11-09,33,45074
2012-11-09,32,43366
2012-11-09,31,42634
2012-11-09,30,42782
2012-11-09,29,43225
2012-11-09,28,43206
2012-11-09,27,43339
2012-11-09,26,43499
2012-11-09,25,43837
2012-11-09,24,43835
2012-11-09,23,43671
2012-11-09,22,43511
2012-11-09,21,43441
2012-11-09,20,43352
2012-11-09,19,43075
2012-11-09,18,42148
2012-11-09,17,41966
2012-11-09,16,40859
2012-11-09,15,39241
2012-11-09,14,35686
2012-11-09,13,32113
2012-11-09,12,29121
2012-11-09,11,27841
2012-11-09,10,27218
2012-11-09,9,27153
2012-11-09,8,27482
2012-11-09,7,28259
2012-11-09,6,28958
2012-11-09,5,28931
2012-11-09,4,29600
2012-11-09,3,30462
2012-11-09,2,30848
2012-11-09,1,30727
2012-11-10,48,30675
2012-11-10,47,31825
2012-11-10,46,33307
2012-11-10,45,34087
2012-11-10,44,35357
2012-11-10,43,36635
2012-11-10,42,37854
2012-11-10,41,39491
2012-11-10,40,40415
2012-11-10,39,41704
2012-11-10,38,43331
2012-11-10,37,44311
2012-11-10,36,44837
2012-11-10,35,44875
2012-11-10,34,42714
2012-11-10,33,39249
2012-11-10,32,37642
2012-11-10,31,37043
2012-11-10,30,36935
2012-11-10,29,37276
2012-11-10,28,37486
2012-11-10,27,37819
2012-11-10,26,38340
2012-11-10,25,38468
2012-11-10,24,38592
2012-11-10,23,38601
2012-11-10,22,38569
2012-11-10,21,38528
2012-11-10,20,37983
2012-11-10,19,37296
2012-11-10,18,35759
2012-11-10,17,33970
2012-11-10,16,31753
2012-11-10,15,30527
2012-11-10,14,29244
2012-11-10,13,27834
2012-11-10,12,26439
2012-11-10,11,26081
2012-11-10,10,26021
2012-11-10,9,26220
2012-11-10,8,26622
2012-11-10,7,27475
2012-11-10,6,28109
2012-11-10,5,28405
2012-11-10,4,29175
2012-11-10,3,30140
2012-11-10,2,30685
2012-11-10,1,30845
2012-11-11,48,29612
2012-11-11,47,30806
2012-11-11,46,33008
2012-11-11,45,34411
2012-11-11,44,36074
2012-11-11,43,37848
2012-11-11,42,39058
2012-11-11,41,40638
2012-11-11,40,41680
2012-11-11,39,42978
2012-11-11,38,44101
2012-11-11,37,44786
2012-11-11,36,45155
2012-11-11,35,45567
2012-11-11,34,44284
2012-11-11,33,40983
2012-11-11,32,38808
2012-11-11,31,37854
2012-11-11,30,37509
2012-11-11,29,37531
2012-11-11,28,37466
2012-11-11,27,37702
2012-11-11,26,38033
2012-11-11,25,37980
2012-11-11,24,37606
2012-11-11,23,36927
2012-11-11,22,36674
2012-11-11,21,36325
2012-11-11,20,35456
2012-11-11,19,34364
2012-11-11,18,32558
2012-11-11,17,30596
2012-11-11,16,28966
2012-11-11,15,28118
2012-11-11,14,27610
2012-11-11,13,26818
2012-11-11,12,26116
2012-11-11,11,25888
2012-11-11,10,25841
