"Year"	"Annual"	"Asset"
2008	63.7084640468983	1.90254901066239
2009	-41.150235508975	0.336832287743812
2010	35.235523433861	0.57530527160642
2011	41.6192765567083	0.742201848307801
2012	79.0665249889055	1.06599995164857
2013	96.162045656653	1.25983457160939
2014	117.443812496454	2.20706490793505
2015	129.3883	2.769409
2016	153.3799	3.436918
2017	156.8208	3.901319
