LA Code,Region,Coal - Industrial,Coal - Commercial,Coal - Domestic,Coal - Rail,Coal - Public Sector,Coal - Agriculture,Coal - Total,Manufactured fuels - Industrial,Manufactured fuels - Domestic,Manufactured fuels - Total,Petroleum products - Industrial,Petroleum products - Commercial,Petroleum products - Domestic,Petroleum products - Road transport,Petroleum products - Rail,Petroleum products - Public Sector,Petroleum products - Agriculture,Petroleum products - Total,Gas - Industrial & Commercial,Gas - Domestic,Gas - Total,Electricity - Industrial & Commercial,Electricity - Domestic,Electricity - Total,Bioenergy & wastes - Industrial & Commercial,Bioenergy & wastes - Domestic,Bioenergy & wastes - Total,All fuels - Total,Consuming Sector - Industry & Commercial,Consuming Sector - Domestic,Consuming Sector - Transport,Year
S12000010,East Lothian,496.25068229999999,0.19873043949999999,15.068027198999999,0,1.3618053367,0,512.87924527999996,1.9587831454,8.0178044102000001,9.9765875556000001,63.892989413000002,1.8283483807000001,58.196448545000003,675.61201373999995,2.1862072720999999,0.25975163060000001,35.850671005999999,837.82642998999995,227.84368362000001,534.24384841999995,762.08753205000005,274.36943499,191.79213447999999,466.16156947000002,265.13792717000001,26.448694908,291.58662207999998,2880.5179864000002,1368.9528074,833.76695796000001,677.79822101000002,2013
S12000011,East Renfrewshire,0.62315464769999995,3.6633802E-3,2.0205042183000002,0,0,0,2.6473222461999999,0.1385870458,1.3980356708999999,1.5366227166999999,11.284928967999999,0.21484253680000001,10.137938431,604.17560087000004,15.624219202000001,5.3142447600000003E-2,14.34954857,655.84022102999995,102.33433688,651.35296839,753.68730528000003,69.818228998999999,164.11668151000001,233.93491051000001,7.3463779199999996E-2,17.539950902000001,17.613414692999999,1665.2597965,198.89389725999999,846.56607912000004,619.79982008000002,2013
S12000014,Falkirk,1.8923979657000001,7.18497097E-2,12.084400335,0.39331937779999998,0.90185785169999999,0,15.343825239999999,626.16352694,6.6347276639999997,632.79825460999996,14400.977011999999,2.3953888249999999,25.756832663000001,1288.0480150999999,45.989262519,0.6009814363,21.796259667000001,15785.563752,760.14677456000004,911.77102737999996,1671.9178019999999,419.11042123999999,291.47083046,710.58125170000005,0.12789661029999999,30.075010330000001,30.202906929000001,18846.407792000002,16234.184365999999,1277.7928288000001,1334.430597,2013
S12000047,Fife,215.01368527,0.25537784349999998,24.847390307000001,0,11.8923576,0,252.00881102,33.114040734,14.241283656,47.355324389000003,4134.5035709000003,6.7992919895000004,108.65485154,2069.0604953000002,39.064646383000003,0.47596265789999997,84.228109377999999,6442.7869281000003,1724.581678,2300.7277573000001,4025.3094353000001,992.64424395000003,652.11623698000005,1644.7604812,307.56722993,87.807890331999999,395.37512029999999,12807.596100000001,7511.0755483000003,3188.3954100999999,2108.1251416,2013
S12000049,Glasgow City,0.16270924749999999,6.5127999999999996E-4,6.7959692636,0,0,0,6.9593297911000001,3.2014954562,4.6634414078999997,7.8649368640999997,223.70366476000001,2.9821596573,14.054560017,3123.3957054000002,21.238438080000002,1.5541328447,3.6950786805,3390.6237394,2377.7566658999999,2906.6757496999999,5284.4324156000002,1961.4268772999999,1051.3432954,3012.7701716000001,0,57.311916079,57.311916079,11759.962509000001,4574.4834351,4040.8449319000001,3144.6341434999999,2013
S12000017,Highland,78.347898001999994,2.9957069790999999,140.50788105000001,2.6636820276000002,22.162741284999999,0,246.67790934999999,2.8540246319999998,71.586831543000002,74.440856174999993,437.14393989000001,11.513284576,680.53289491999999,1980.9165717000001,36.781098895,36.096786809999998,285.66891162000002,3468.6534883999998,552.40772160999995,573.82298292999997,1126.2307045,951.67658970000002,669.28351313999997,1620.9601024000001,922.6990528,108.8946637,1031.5937166000001,7568.5567775,3303.5666578999999,2244.6287673000002,2020.3613527,2013
S12000018,Inverclyde,1.4436516700000001E-2,3.8036659299999998E-2,1.5574390909,0,0,0,1.6099122669000001,0.1094174242,1.0493851693,1.1588025933999999,13.953535777000001,0.23095803009999999,5.3472244784000003,397.44582760999998,0.57325042230000001,0.24530414680000001,7.1189435397,424.91504400000002,203.53997507,480.30695572000002,683.84693077999998,192.85770378999999,153.57719839999999,346.43490220000001,7.5246099999999995E-4,12.296111797,12.296864456,1470.2624562999999,418.10906340999998,654.13431464999996,398.01907803,2013
S12000019,Midlothian,8.3234643841999993,0.16097374910000001,11.878344332999999,0,1.8772455411,0,22.240028007999999,0,6.3117648433999998,6.3117648433999998,48.084294266000001,0.94162465959999997,33.572882821999997,483.47657047000001,1.0372053028999999,5.0145338499999997E-2,20.872414637999999,588.03513750000002,162.19139802000001,483.14326796,645.33466598999996,208.41999457,139.76912207000001,348.18911663,0.99423433699999997,20.469119709000001,21.463354045999999,1631.574067,451.91578951000002,695.14450174000001,484.51377577,2013
S12000020,Moray,66.678213615999994,0.2530771852,21.899008181999999,0.81959446560000004,2.6824432413000001,0,92.332336690000005,0,11.483402675000001,11.483402675000001,144.69165179000001,1.3152823360999999,152.00069625,532.0894227,6.6959909801000004,3.8636085802000002,87.711526640000002,928.36817927000004,1456.3424319999999,432.33732042999998,1888.6797524999999,322.81883696,191.23411573000001,514.05295267999998,47.814785845000003,31.106054001,78.920839846000007,3513.8374635999999,2134.1718581999999,840.06059726000001,539.60500814,2013
S12000013,Na h-Eileanan Siar,25.509125607000001,0.26418552159999997,27.503722592999999,0,3.7611151812000001,0,57.038148903,0,13.887990005000001,13.887990005000001,84.822539461000005,1.2460731365,147.66730533,162.55720049999999,5.2331331782000001,0.40764240889999998,33.543227508000001,435.47712152000003,NA,NA,NA,63.976834646,91.106048657000002,155.08288329999999,3.0470543711000002,15.908317202999999,18.955371574000001,680.44151529999999,216.57779783999999,296.07338378999998,167.79033367,2013
S12000021,North Ayrshire,2.0187704993,0.22674269010000001,5.9827755313999997,0,0.73153919990000005,0,8.9598279206000004,1.5145211927,3.6539039564000002,5.1684251490999999,83.827486301999997,1.0434620452000001,42.725693845000002,567.41541337000001,6.7339589294,0.1082096021,43.481641519,745.33586561000004,1294.8391328,779.23116850999997,2074.0703014000001,476.15294951999999,260.69530071999998,736.84825022999996,1497.4946401,30.887473930999999,1528.3821138999999,5098.7647841999997,3401.4390954999999,1123.1763165,574.14937229999998,2013
S12000050,North Lanarkshire,9.9036758641000002,4.7713714800000001E-2,12.087741588,0,0.1083534536,0,22.14748462,115.71277118,7.2608685235000001,122.97363970000001,180.88707206999999,2.3710242541,35.705922444000002,2794.2529982999999,31.798682442,0.62928869340000004,25.055292698999999,3070.7002809000001,1083.6618638,1980.5021732,3064.164037,832.66942155000004,574.42615837999995,1407.0955801,20.380980823000002,57.137720381000001,77.518701203999996,7764.5997235000004,2271.4274581,2667.1205844999999,2826.0516806999999,2013
S12000023,Orkney Islands,5.5761631449999998,0.37799117729999998,17.769899517999999,0,4.9351211967999999,0,28.659175037000001,0,9.0752256071000001,9.0752256071000001,54.724099762999998,2.6216679200000002,84.286380038999994,94.495754430999995,0,0.69482851170000004,114.89505391,351.71778458,NA,NA,NA,60.278027326,79.756139965000003,140.03416729,0.66607034779999996,14.712454020999999,15.378524369000001,544.86487688,244.76902329999999,205.60009915000001,94.495754430999995,2013
S12000048,Perth and Kinross,36.427797568000003,0.91636421820000002,23.05086099,0,5.7978301077000003,0,66.192852883,0.17837654389999999,12.541179843,12.719556387000001,109.0336829,4.0316201192000003,227.41216833999999,1991.7489688999999,38.502418024999997,0.40275472699999998,153.49824541000001,2524.6298584000001,358.94327387999999,686.99687795,1045.9401518,389.42095369999998,365.91798292999999,755.33893663000003,4.3503133922000004,52.406298820000004,56.756612212,4461.5779683999999,1063.0012125999999,1368.3253689000001,2030.2513868999999,2013
S12000038,Renfrewshire,2.49409188E-2,7.8267155300000002E-2,3.8536007442,0,0,0,3.9568088182999999,0.2367157872,2.5735243486999999,2.8102401359,124.67210392,0.65570609889999998,12.337696048,1204.9852804,25.443797837999998,0.1064741386,17.329503703,1385.5305622000001,597.11781375999999,1043.2494435000001,1640.3672572999999,518.45479721000004,310.75829974999999,829.21309696000003,2.0074078E-3,29.428266263000001,29.430273669999998,3891.308239,1258.6783301,1402.2008307000001,1230.4290782,2013
S12000026,Scottish Borders,103.87776452999999,0.30350692369999999,41.658585870000003,0,2.4685675761999999,0,148.30842490000001,0.71350615220000002,21.611098739999999,22.324604892,106.31935009,3.1649322481,219.21293599000001,873.41592075999995,0.95492764669999997,0.21488916150000001,263.90993895999998,1467.1928949000001,287.83691073,511.66978640999997,799.50669713000002,314.65811042000001,262.18318571999998,576.84129614000005,12.349048975000001,49.040055260999999,61.389104236000001,3075.5630222,1095.8165257999999,1105.375648,874.3708484,2013
S12000027,Shetland Islands,9.2695063969000007,0.43111033009999999,9.9053076577999999,0,3.1315258174,0,22.737450202000002,0,5.1480228494000002,5.1480228494000002,115.6543607,3.1149055587999999,69.726338737999995,140.40829486999999,0,0.43482404489999998,61.987888288999997,391.32661221000001,NA,NA,NA,95.145116587000004,101.32924745,196.47436403,1.1072386623999999,12.071082788,13.178321437999999,628.86477073000003,290.27647639000003,198.17999947999999,140.40829486999999,2013
S12000028,South Ayrshire,47.401328784999997,0.3057461058,11.385434277,0,0.93252866219999997,0,60.025037830000002,5.8174666880999997,6.1931983308999996,12.010665018999999,119.33019452000001,1.9716113843,72.312465063999994,745.53114541000002,52.046911305000002,0.1057854333,97.606561635000006,1088.9046748000001,640.23418133999996,685.27079941,1325.5049807,293.83310523,217.24842183000001,511.08152705999998,266.52019256,25.831804387999998,292.35199691000003,3289.8788823,1474.0587023999999,1018.2421233,797.57805671000006,2013
S12000029,South Lanarkshire,17.372056581999999,0.23872683519999999,26.818391220999999,0,1.8023179868000001,0,46.231492625000001,17.852756348,14.674595765999999,32.527352114000003,217.86722474000001,2.3638080368000001,133.64712051999999,2428.3898012999998,12.529560658999999,0.38521145350000002,116.76218747999999,2911.9449141999999,707.05780462999996,1852.989239,2560.0470436000001,646.18727626999998,630.82858633000001,1277.0158624999999,1.9555562391000001,64.596027518,66.551583757000003,6894.3182488000002,1729.8449266,2723.5539603000002,2440.9193618999998,2013
S12000030,Stirling,3.2460906214,0.40831401820000002,9.4369206306999995,0,2.2815451856000002,0,15.372870455999999,0,5.1323786734999999,5.1323786734999999,55.258764542999998,3.3453111174000001,72.847907589000002,928.17193785999996,23.873203577999998,0.76045294990000001,60.244855506,1144.5024331,736.77900575000001,494.09068306,1230.8696887999999,300.64147252999999,188.21852623000001,488.85999874999999,581.16556074000005,21.371489931999999,602.53705063999996,3487.2744204000001,1744.1313729999999,791.09790611000005,952.04514143999995,2013
S12000039,West Dunbartonshire,1.62709282E-2,1.2949121100000001E-2,1.8546377979999999,0,0.2055710892,0,2.0894289365000001,0.2877939564,1.2042885934000001,1.4920825498000001,38.283629173999998,0.6618465295,8.4715949731000002,524.99860844,0.4412986055,0.77355330759999996,7.3311589175999998,580.96168995000005,293.81083913999998,499.08635274,792.89719188000004,195.21198276000001,154.3194776,349.53146036999999,0,12.677455962,12.677455962,1739.6493095999999,536.59559492999995,677.61380766000002,525.43990704999999,2013
S12000040,West Lothian,6.2910951352,9.7791366699999993E-2,11.889793451999999,0,0.7473154112,0,19.025995365,21.883484038999999,6.7477149049999996,28.631198944000001,141.72551809999999,2.1353688669999999,30.623516939000002,1399.4041497000001,23.944533204999999,0.158257237,27.283537572,1625.2748816999999,701.42881611999996,1045.9290137999999,1747.3578299000001,567.66243646999999,296.01392406000002,863.67636052,0.55711315770000003,39.117161322000001,39.674274480000001,4323.6405408999999,1469.9707335000001,1430.3211245,1423.3486829000001,2013
S92000003,Scotland,1380.9920804000001,12.039031287,626.36904486000003,3.8952230256,110.17806788,0,2133.4734474000002,898.67302715000005,337.02328165,1235.6963088,22508.447511999999,80.645306204999997,3580.9516773999999,36334.944775999997,651.59718045,120.81438012,2709.4307435000001,65986.831575999997,20574.323307999999,28072.986141000001,48647.309448,15220.292586,10652.601097000001,25872.893683999999,4138.1979019999999,1261.0039572999999,5399.2018593000003,149275.40632000001,67754.033945000003,44530.935199,36990.437179,2013
S12000033,Aberdeen City,7.609812636,0.58449336429999998,4.5818767753999996,0,12.366798786,0,25.142981561999999,29.907122848,3.5908579125000002,33.497980761000001,381.39455272999999,1.4738887172999999,21.209116989000002,1057.3058470000001,7.0283580627999998,17.425675162000001,10.959636821,1496.7970754999999,971.43619999999999,1353.4559999999999,2324.8919999999998,829.77443489999996,444.76146089999997,1274.5358960000001,14.323332643000001,35.664706840999997,49.988039483999998,5204.8539732999998,2277.2559486,1863.2640194000001,1064.3342050000001,2014
S12000034,Aberdeenshire,112.01526471,0.88016074929999999,49.334010849000002,0,11.192889322999999,0,173.42232562999999,33.549496822999998,27.196274005999999,60.745770829000001,398.41832309,8.8952130014000002,568.14244305,2111.3369954999998,21.600700275000001,1.1753176238,339.67527543,3449.2442679999999,347.05119999999999,1037.752,1384.8030000000001,712.73384590000001,611.52149610000004,1324.2553419999999,12.622334331999999,98.471873329000005,111.09420766,6503.5649141000004,1978.209321,2392.4180973000002,2132.9376957999998,2014
S12000041,Angus,42.550322749000003,0.23014695390000001,13.028952336,1.76625043E-2,1.7390966671000001,0,57.566181211,0,7.5669665530000003,7.5669665530000003,132.29364264,2.1932817429,122.41342102999999,883.57549589999996,12.719955343000001,0.1425214981,80.183351509999994,1233.5216697000001,363.88389999999998,561.30449999999996,925.1884,286.81321980000001,265.55305019999997,552.36626999999999,4.4186740902999997,35.580729308999999,39.999403399000002,2816.2088908000001,914.44815764999998,1005.4476194,896.31311373999995,2014
S12000035,Argyll and Bute,26.293576398999999,0.88906172319999999,32.731938782,0,7.2565860899999999,0,67.171162993999999,0.44740018030000001,17.122959497,17.570359676999999,218.74988033,4.1089640967000003,128.60198930999999,661.33610338000005,5.9030292145000001,57.009627281,111.78653903,1187.4961326,125.4432,315.9169,441.36009999999999,240.35577240000001,288.50335289999998,528.85912529999996,2.8139653645,42.397605497999997,45.211570862000002,2287.6684515000002,795.15457289000005,825.27474598000003,667.23913259000005,2014
S12000036,City of Edinburgh,1.1433876797,0.52772263580000001,7.7387548182000003,0,1.200732058,0,10.610597192,0.65377079709999997,6.2933367944,6.9471075915,189.68636577000001,3.2164571488,19.762883085999999,2657.0678837999999,35.580391306000003,2.2423798231999998,9.9334008065999999,2917.4897618,1899.191,2712.277,4611.4679999999998,1377.7669370000001,903.87710479999998,2281.6440419999999,0.1295536759,65.924773299999998,66.054326975999999,9894.2138355000006,3485.6917073999998,3715.8738527999999,2692.6482750999999,2014
S12000005,Clackmannanshire,0.1610850133,1.7802366600000001E-2,2.9168096522,0,0.70648478390000002,0,3.8021818161000001,0,1.8210066757000001,1.8210066757000001,18.051678391999999,0.34515195339999999,9.2660355047999996,227.21628982999999,49.504557681999998,3.6046673299999998E-2,9.4298855158000006,313.84964554999999,776.21109999999999,302.34120000000001,1078.5519999999999,122.4794443,90.799579699999995,213.27902399999999,4.40777E-4,11.127329790999999,11.127770882,1622.4316289000001,927.43911978000006,418.27196132,276.72084751,2014
S12000006,Dumfries and Galloway,63.991505734999997,0.69678287510000003,36.222060483999996,0,7.3255392666999999,0,108.23588836,1.1523678889,19.393669616,20.546037505000001,207.08484915,4.4343241510000002,260.46809966000001,1930.1273103999999,49.352236396999999,1.0090373963999999,472.69933753999999,2925.1751946999998,545.51430000000005,602.08040000000005,1147.595,531.50553260000004,351.83984500000003,883.34537760000001,7.6911180940000001,57.997320383000002,65.688438477000005,5150.5859366000004,1843.1046947,1328.0013951000001,1979.4795468,2014
S12000042,Dundee City,3.3923639999999998E-2,2.8260900000000002E-4,3.0365186842999998,0,4.2304474000000002E-3,0,3.0749553807000001,0.43007071279999998,2.6273082373999999,3.0573789500999999,78.092504726000001,0.456268067,5.5866910047999996,707.27843837,4.5132373178999998,0.13836735510000001,1.0469407177000001,797.11244755999996,629.84540000000004,744.29769999999996,1374.143,418.79757610000001,312.00939959999999,730.80697569999995,1.1762465999999999E-3,29.800196755999998,29.801373013999999,2937.9961306,1128.8467406,1097.3578143,711.79167569000003,2014
S12000008,East Ayrshire,10.128290938999999,0.15256038620000001,7.3065960901000002,0,2.4501867332999998,0,20.037634147999999,0.2237000844,4.4030891460000001,4.6267892303,93.196409277000001,1.0637217028999999,38.215567041,840.47517248999998,25.396895723,0.64544391479999996,91.402283671000006,1090.3954937999999,332.55860000000001,741.70929999999998,1074.268,249.55628419999999,203.5014558,453.05774000000002,225.09705588,23.926596489000001,249.02365234999999,2891.4093096000001,1006.4745368,1019.0626046,865.87206820999995,2014
S12000045,East Dunbartonshire,0.8196484288,1.22769769E-2,2.4326574972000001,0,6.7687169899999997E-2,0,3.3322700728000001,0.1031853142,1.9786574663000001,2.0818427805000002,36.397583781000002,0.52395120120000005,8.7756038012000008,460.60368548999998,53.570714469999999,6.0085139000000003E-2,8.5503563917999994,568.48198027000001,174.36070000000001,759.14110000000005,933.5018,164.64113620000001,189.57544899999999,354.2165852,5.0317310999999998E-3,20.732329566000001,20.737361297,1882.3518395999999,385.54164233,982.63579732999995,514.17439995999996,2014
S12000010,East Lothian,470.50759484999998,0.1797055156,12.870802676,0,1.4382903573000001,0,484.99639339999999,2.4101363510999998,7.0724831666999997,9.4826195177999999,72.309735025999998,2.0783334978000001,50.761024689000003,693.39249515999995,2.2126896427,0.45543381220000001,36.202780386000001,857.41249221999999,205.7407,528.67809999999997,734.41880000000003,273.19379049999998,194.47023050000001,467.66402099999999,353.84212314000001,25.123159866999998,378.96528298999999,2932.9396090999999,1418.3586233999999,818.97580089999997,695.60518480999997,2014
S12000011,East Renfrewshire,0.77673128650000001,3.3863768999999998E-3,1.7276834968000001,0,0,0,2.5078011602000001,0.13204122830000001,1.4830294205000001,1.6150706488,13.340481227,0.2450714189,9.3875593169999991,614.50066590999995,16.015837436999998,9.01004361E-2,14.487017914999999,668.06673365999995,98.236159999999998,645.57219999999995,743.80840000000001,73.032063300000004,165.97276790000001,239.00483120000001,9.0227796200000002E-2,16.660897339999998,16.751125136999999,1671.7539618000001,200.43328098000001,840.80413747,630.51650334999999,2014
S12000014,Falkirk,1.9390730517000001,6.62147072E-2,10.323395586,0.37295053760000002,0.92940948450000005,0,13.631043367,616.98133700000005,6.0107151526000004,622.99205215999996,11037.929056000001,2.7644649909000001,23.407749298999999,1327.8494966000001,46.929004073000002,0.9797379141,21.995332261000001,12461.854841,694.23260000000005,907.77290000000005,1602.0050000000001,382.25862069999999,292.74144960000001,675.00007029999995,0.1331394957,28.567734440999999,28.700873925,15404.183881000001,12760.208984999999,1268.8239441000001,1375.1514512000001,2014
S12000047,Fife,12.035394737000001,0.23078741799999999,21.229851744000001,0,12.239257611999999,0,45.735291510000003,33.506819618999998,13.351192166000001,46.858011785000002,5395.7088562999998,7.7882468646999996,97.251284534000007,2105.7177121,39.932684170999998,0.81220605450000005,85.122050677000004,7732.3330407000003,1632.1289999999999,2249.8249999999998,3881.9540000000002,899.69784900000002,655.5014036,1555.199253,889.00180838999995,83.407203037000002,972.40901141999996,14234.488608,8968.2722766999996,3120.5659350999999,2145.6503963,2014
S12000049,Glasgow City,0.1593446187,5.90804E-4,5.8108485087000004,0,0,0,5.9707839313999997,3.7458219755000002,4.9238389920000003,8.6696609674000005,255.78663284000001,3.4093113330000002,13.635544096,3116.1342752999999,21.559147064000001,1.7917291974,3.7286126109,3416.0452525000001,2478.2959999999998,2841.8049999999998,5320.1009999999997,1787.9893139999999,1059.154233,2847.1435470000001,0,54.439602213999997,54.439602213999997,11652.369847,4534.9073574000004,3979.7690668,3137.6934224000001,2014
S12000017,Highland,83.288426509000004,2.6997051153,120.00116283,2.5257378882000001,23.014725847000001,0,231.52975819,3.5792014077999998,60.687510949,64.266712357000003,524.18541639,12.855048270999999,597.13363982999999,2007.4109665999999,37.570493007000003,37.746636858000002,288.27113156000001,3505.1733325,618.95129999999995,576.57680000000005,1195.528,927.86709610000003,689.1314969,1616.998593,948.32939566000005,103.43716596,1051.7665617,7665.2629577999996,3470.7880836999998,2146.9677765000001,2047.5071975000001,2014
S12000018,Inverclyde,1.5708640999999999E-2,3.3932350899999998E-2,1.3315695812999999,0,0,0,1.3812105732,0.1031853142,1.0963779986,1.1995633128000001,15.144873284000001,0.2631416942,5.0453248787999998,404.55435679999999,0.5844397267,0.31103934909999997,7.1817647989999998,433.08494052999998,184.88149999999999,465.84539999999998,650.7269,170.2524435,153.3543784,323.6068219,9.0830299999999995E-4,11.679864858,11.680773452,1421.6802098000001,378.18849724,638.35291572000006,405.13879652000003,2014
S12000019,Midlothian,9.2909400334000001,0.14504576629999999,10.146191137000001,0,2.0012046404000001,0,21.583381577000001,0,5.5607924252999998,5.5607924252999998,58.671578285999999,1.0737412502999999,29.729335002999999,499.13095729000003,1.0277374245999999,8.6132547599999998E-2,21.060286948000002,610.77976875000002,159.0976,475.83260000000001,634.93020000000001,196.89860049999999,142.64008190000001,339.53868240000003,1.0904530020000001,19.443264343999999,20.533717346,1632.9265425000001,449.41558297,683.35226480999995,500.15869471000002,2014
S12000020,Moray,69.654948378,0.2303264746,18.704739421999999,0.77715011769999998,2.7715520803000002,0,92.138716473000002,0,9.9985613357999998,9.9985613357999998,170.31584168000001,1.4820999857999999,135.70817353999999,546.73716347000004,6.8612515821000004,4.0323898855999998,88.535112092000006,953.67203224000002,1510.2550000000001,439.34370000000001,1949.5989999999999,324.08931489999998,197.73873889999999,521.82805380000002,52.700957279000001,29.547105068,82.248062347000001,3609.4844262000001,2224.0675428,831.04101827,554.37556516999996,2014
S12000013,Na h-Eileanan Siar,25.597215553000002,0.23930560209999999,23.488934596,0,3.8890261197,0,53.214481870999997,0,11.672676750000001,11.672676750000001,97.036386289999996,1.3954579627999999,129.76341635,166.16241187,5.3651150120000004,0.70065102469999996,33.846726826000001,434.27016534000001,0,0,0,66.6487853,92.981157600000003,159.6299429,3.0020324080999998,15.111036578,18.113068986999998,676.90033585000003,232.35558709,273.01722188000002,171.52752688999999,2014
