GeographyCode,DateCode,Measurement,Units,Energy Type,Energy Consuming Sector,Value
S12000030,2011,Count,GWh,Petroleum Products,Agriculture,59.267
S12000030,2011,Count,GWh,Petroleum Products,Commercial,3.532
S12000030,2011,Count,GWh,Petroleum Products,Domestic,70.885
S12000030,2011,Count,GWh,Petroleum Products,Industrial,67.026
S12000030,2011,Count,GWh,Petroleum Products,Public Sector,1.848
S12000030,2011,Count,GWh,Petroleum Products,Rail,22.666
S12000030,2011,Count,GWh,Petroleum Products,Road Transport,934.386
S12000030,2011,Count,GWh,Petroleum Products,All,1159.61
S12000030,2012,Count,GWh,All,All,3201.489
S12000030,2012,Count,GWh,Bioenergy & Wastes,Domestic,18.154
S12000030,2012,Count,GWh,Bioenergy & Wastes,Road Transport,23.702
S12000030,2012,Count,GWh,Bioenergy & Wastes,All,262.469
S12000030,2012,Count,GWh,Bioenergy & Wastes,Commercial,43.006
S12000030,2012,Count,GWh,Bioenergy & Wastes,Industrial,177.606
S12000030,2012,Count,GWh,Coal,Agriculture,0.028
S12000030,2012,Count,GWh,Coal,Commercial,0.364
S12000030,2012,Count,GWh,Coal,Domestic,9.847
S12000030,2012,Count,GWh,Coal,Industrial,3.465
S12000030,2012,Count,GWh,Coal,Public Sector,1.591
S12000030,2012,Count,GWh,Coal,Rail,0
S12000030,2012,Count,GWh,Coal,All,15.295
S12000030,2012,Count,GWh,All,Domestic,806.826
S12000030,2012,Count,GWh,All,Industrial & Commercial,1430.59
S12000030,2012,Count,GWh,All,Transport,964.073
S12000030,2012,Count,GWh,Electricity,Domestic,194.545
S12000030,2012,Count,GWh,Electricity,Industrial & Commercial,305.979
S12000030,2012,Count,GWh,Electricity,All,500.524
S12000030,2012,Count,GWh,Gas,Commercial,380.731
S12000030,2012,Count,GWh,Gas,Domestic,508.287
S12000030,2012,Count,GWh,Gas,Industrial,387.282
S12000030,2012,Count,GWh,Gas,All,1276.3
S12000030,2012,Count,GWh,Manufactured Fuels,Domestic,5.24
S12000030,2012,Count,GWh,Manufactured Fuels,Industrial,1.313
S12000030,2012,Count,GWh,Manufactured Fuels,All,6.553
S12000030,2012,Count,GWh,Petroleum Products,Agriculture,60.957
S12000030,2012,Count,GWh,Petroleum Products,Commercial,2.996
S12000030,2012,Count,GWh,Petroleum Products,Domestic,70.753
S12000030,2012,Count,GWh,Petroleum Products,Industrial,64.254
S12000030,2012,Count,GWh,Petroleum Products,Public Sector,1.017
S12000030,2012,Count,GWh,Petroleum Products,Rail,23.062
S12000030,2012,Count,GWh,Petroleum Products,Road Transport,917.309
S12000030,2012,Count,GWh,Petroleum Products,All,1140.348
S12000030,2013,Count,GWh,All,All,3491.936
S12000030,2013,Count,GWh,Bioenergy & Wastes,Domestic,21.371
S12000030,2013,Count,GWh,Bioenergy & Wastes,Road Transport,26.94
S12000030,2013,Count,GWh,Bioenergy & Wastes,All,629.545
S12000030,2013,Count,GWh,Bioenergy & Wastes,Commercial,136.961
S12000030,2013,Count,GWh,Bioenergy & Wastes,Industrial,444.273
S12000030,2013,Count,GWh,Coal,Agriculture,0
S12000030,2013,Count,GWh,Coal,Commercial,0.408
S12000030,2013,Count,GWh,Coal,Domestic,9.437
S12000030,2013,Count,GWh,Coal,Industrial,3.842
S12000030,2013,Count,GWh,Coal,Public Sector,1.75
S12000030,2013,Count,GWh,Coal,Rail,0
S12000030,2013,Count,GWh,Coal,All,15.438
S12000030,2013,Count,GWh,All,Domestic,791.543
S12000030,2013,Count,GWh,All,Industrial & Commercial,1745.614
S12000030,2013,Count,GWh,All,Transport,954.779
S12000030,2013,Count,GWh,Electricity,Domestic,188.219
S12000030,2013,Count,GWh,Electricity,Industrial & Commercial,300.641
S12000030,2013,Count,GWh,Electricity,All,488.86
S12000030,2013,Count,GWh,Gas,Commercial,366.626
S12000030,2013,Count,GWh,Gas,Domestic,494.091
S12000030,2013,Count,GWh,Gas,Industrial,370.153
S12000030,2013,Count,GWh,Gas,All,1230.87
S12000030,2013,Count,GWh,Manufactured Fuels,Domestic,5.777
S12000030,2013,Count,GWh,Manufactured Fuels,Industrial,1.42
S12000030,2013,Count,GWh,Manufactured Fuels,All,7.197
S12000030,2013,Count,GWh,Petroleum Products,Agriculture,60.229
S12000030,2013,Count,GWh,Petroleum Products,Commercial,3.173
S12000030,2013,Count,GWh,Petroleum Products,Domestic,72.649
S12000030,2013,Count,GWh,Petroleum Products,Industrial,55.454
S12000030,2013,Count,GWh,Petroleum Products,Public Sector,0.683
S12000030,2013,Count,GWh,Petroleum Products,Rail,23.508
S12000030,2013,Count,GWh,Petroleum Products,Road Transport,904.33
S12000030,2013,Count,GWh,Petroleum Products,All,1120.026
S12000030,2014,Count,GWh,All,All,3495.18
S12000030,2014,Count,GWh,Bioenergy & Wastes,Domestic,20.3
S12000030,2014,Count,GWh,Bioenergy & Wastes,Road Transport,30.648
S12000030,2014,Count,GWh,Bioenergy & Wastes,All,630.107
S12000030,2014,Count,GWh,Bioenergy & Wastes,Commercial,126.351
S12000030,2014,Count,GWh,Bioenergy & Wastes,Industrial,452.808
S12000030,2014,Count,GWh,Coal,Agriculture,0
S12000030,2014,Count,GWh,Coal,Commercial,0.365
S12000030,2014,Count,GWh,Coal,Domestic,8.061
S12000030,2014,Count,GWh,Coal,Industrial,4.261
S12000030,2014,Count,GWh,Coal,Public Sector,1.811
S12000030,2014,Count,GWh,Coal,Rail,0
S12000030,2014,Count,GWh,Coal,All,14.498
S12000030,2014,Count,GWh,All,Domestic,776.913
S12000030,2014,Count,GWh,All,Industrial & Commercial,1738.719
S12000030,2014,Count,GWh,All,Transport,979.548
S12000030,2014,Count,GWh,Electricity,Domestic,191.278
S12000030,2014,Count,GWh,Electricity,Industrial & Commercial,267.026
S12000030,2014,Count,GWh,Electricity,All,458.304
S12000030,2014,Count,GWh,Gas,Commercial,349.751
S12000030,2014,Count,GWh,Gas,Domestic,488.832
S12000030,2014,Count,GWh,Gas,Industrial,402.957
S12000030,2014,Count,GWh,Gas,All,1241.54
S12000030,2014,Count,GWh,Manufactured Fuels,Domestic,5.208
S12000030,2014,Count,GWh,Manufactured Fuels,Industrial,1.671
S12000030,2014,Count,GWh,Manufactured Fuels,All,6.879
S12000030,2014,Count,GWh,Petroleum Products,Agriculture,60.821
S12000030,2014,Count,GWh,Petroleum Products,Commercial,3.643
S12000030,2014,Count,GWh,Petroleum Products,Domestic,63.233
S12000030,2014,Count,GWh,Petroleum Products,Industrial,66.426
S12000030,2014,Count,GWh,Petroleum Products,Public Sector,0.828
S12000030,2014,Count,GWh,Petroleum Products,Rail,24.041
S12000030,2014,Count,GWh,Petroleum Products,Road Transport,924.86
S12000030,2014,Count,GWh,Petroleum Products,All,1143.851
S12000030,2015,Count,GWh,All,All,3514.667
S12000030,2015,Count,GWh,Bioenergy & Wastes,Domestic,22.933
S12000030,2015,Count,GWh,Bioenergy & Wastes,Road Transport,24.387
S12000030,2015,Count,GWh,Bioenergy & Wastes,All,635.058
S12000030,2015,Count,GWh,Bioenergy & Wastes,Commercial,322.163
S12000030,2015,Count,GWh,Bioenergy & Wastes,Industrial,265.575
S12000030,2015,Count,GWh,Coal,Agriculture,0
S12000030,2015,Count,GWh,Coal,Commercial,0.389
S12000030,2015,Count,GWh,Coal,Domestic,8.116
S12000030,2015,Count,GWh,Coal,Industrial,2.921
S12000030,2015,Count,GWh,Coal,Public Sector,0.234
S12000030,2015,Count,GWh,Coal,Rail,0
S12000030,2015,Count,GWh,Coal,All,11.66
S12000030,2015,Count,GWh,All,Domestic,774.394
S12000030,2015,Count,GWh,All,Industrial & Commercial,1747.817
S12000030,2015,Count,GWh,All,Transport,992.456
S12000030,2015,Count,GWh,Electricity,Domestic,189.197
S12000030,2015,Count,GWh,Electricity,Industrial & Commercial,285.667
S12000030,2015,Count,GWh,Electricity,All,474.865
S12000030,2015,Count,GWh,Gas,Commercial,338.551
S12000030,2015,Count,GWh,Gas,Domestic,485.918
S12000030,2015,Count,GWh,Gas,Industrial,395.245
S12000030,2015,Count,GWh,Gas,All,1219.713
S12000030,2015,Count,GWh,Manufactured Fuels,Domestic,5.074
S12000030,2015,Count,GWh,Manufactured Fuels,Industrial,0.746
S12000030,2015,Count,GWh,Manufactured Fuels,All,5.82
S12000030,2015,Count,GWh,Petroleum Products,Agriculture,63.319
S12000030,2015,Count,GWh,Petroleum Products,Commercial,4.699
S12000030,2015,Count,GWh,Petroleum Products,Domestic,63.156
S12000030,2015,Count,GWh,Petroleum Products,Industrial,67.297
S12000030,2015,Count,GWh,Petroleum Products,Public Sector,1.012
S12000030,2015,Count,GWh,Petroleum Products,Rail,23.588
S12000030,2015,Count,GWh,Petroleum Products,Road Transport,944.481
S12000030,2015,Count,GWh,Petroleum Products,All,1167.551
S12000030,2016,Count,GWh,All,All,3587.694
S12000030,2016,Count,GWh,Bioenergy & Wastes,Domestic,24.679
S12000030,2016,Count,GWh,Bioenergy & Wastes,Road Transport,24.994
S12000030,2016,Count,GWh,Bioenergy & Wastes,All,653.249
S12000030,2016,Count,GWh,Bioenergy & Wastes,Commercial,283.946
S12000030,2016,Count,GWh,Bioenergy & Wastes,Industrial,319.631
S12000030,2016,Count,GWh,Coal,Agriculture,0
S12000030,2016,Count,GWh,Coal,Commercial,0.36
S12000030,2016,Count,GWh,Coal,Domestic,8.055
S12000030,2016,Count,GWh,Coal,Industrial,4.335
S12000030,2016,Count,GWh,Coal,Public Sector,0.24
S12000030,2016,Count,GWh,Coal,Rail,0
S12000030,2016,Count,GWh,Coal,All,12.989
S12000030,2016,Count,GWh,All,Domestic,775.826
S12000030,2016,Count,GWh,All,Industrial & Commercial,1798.018
S12000030,2016,Count,GWh,All,Transport,1013.85
S12000030,2016,Count,GWh,Electricity,Domestic,182.774
S12000030,2016,Count,GWh,Electricity,Industrial & Commercial,291.259
S12000030,2016,Count,GWh,Electricity,All,474.032
S12000030,2016,Count,GWh,Gas,Commercial,372.35
S12000030,2016,Count,GWh,Gas,Domestic,491.363
S12000030,2016,Count,GWh,Gas,Industrial,391.483
S12000030,2016,Count,GWh,Gas,All,1255.196
S12000030,2016,Count,GWh,Manufactured Fuels,Domestic,5.03
S12000030,2016,Count,GWh,Manufactured Fuels,Industrial,0.25
S12000030,2016,Count,GWh,Manufactured Fuels,All,5.281
S12000030,2016,Count,GWh,Petroleum Products,Agriculture,66.954
S12000030,2016,Count,GWh,Petroleum Products,Commercial,3.765
S12000030,2016,Count,GWh,Petroleum Products,Domestic,63.925
S12000030,2016,Count,GWh,Petroleum Products,Industrial,62.414
S12000030,2016,Count,GWh,Petroleum Products,Public Sector,1.032
S12000030,2016,Count,GWh,Petroleum Products,Rail,23.405
S12000030,2016,Count,GWh,Petroleum Products,Road Transport,965.452
S12000030,2016,Count,GWh,Petroleum Products,All,1186.946
S12000030,2017,Count,GWh,All,All,3687.777
S12000030,2017,Count,GWh,Bioenergy & Wastes,Domestic,24.55
S12000030,2017,Count,GWh,Bioenergy & Wastes,Road Transport,25.135
S12000030,2017,Count,GWh,Bioenergy & Wastes,All,776.366
S12000030,2017,Count,GWh,Bioenergy & Wastes,Commercial,352.379
S12000030,2017,Count,GWh,Bioenergy & Wastes,Industrial,374.302
S12000030,2017,Count,GWh,Coal,Agriculture,0
S12000030,2017,Count,GWh,Coal,Commercial,0.199
S12000030,2017,Count,GWh,Coal,Domestic,7.865
S12000030,2017,Count,GWh,Coal,Industrial,3.675
S12000030,2017,Count,GWh,Coal,Public Sector,0.215
S12000030,2017,Count,GWh,Coal,Rail,0
S12000030,2017,Count,GWh,Coal,All,11.955
S12000030,2017,Count,GWh,All,Domestic,786.935
S12000030,2017,Count,GWh,All,Industrial & Commercial,1865.734
S12000030,2017,Count,GWh,All,Transport,1035.108
S12000030,2017,Count,GWh,Electricity,Domestic,182.667
S12000030,2017,Count,GWh,Electricity,Industrial & Commercial,276.938
S12000030,2017,Count,GWh,Electricity,All,459.605
S12000030,2017,Count,GWh,Gas,Commercial,347.553
S12000030,2017,Count,GWh,Gas,Domestic,505.589
S12000030,2017,Count,GWh,Gas,Industrial,373.308
S12000030,2017,Count,GWh,Gas,All,1226.451
S12000030,2017,Count,GWh,Manufactured Fuels,Domestic,5.365
S12000030,2017,Count,GWh,Manufactured Fuels,Industrial,0.344
S12000030,2017,Count,GWh,Manufactured Fuels,All,5.709
S12000030,2017,Count,GWh,Petroleum Products,Agriculture,66.316
S12000030,2017,Count,GWh,Petroleum Products,Commercial,4.117
S12000030,2017,Count,GWh,Petroleum Products,Domestic,60.898
S12000030,2017,Count,GWh,Petroleum Products,Industrial,65.358
S12000030,2017,Count,GWh,Petroleum Products,Public Sector,1.029
S12000030,2017,Count,GWh,Petroleum Products,Rail,23.156
S12000030,2017,Count,GWh,Petroleum Products,Road Transport,986.817
S12000030,2017,Count,GWh,Petroleum Products,All,1207.691
S12000030,2018,Count,GWh,All,All,3680.281
S12000030,2018,Count,GWh,Bioenergy & Wastes,Domestic,26.791
S12000030,2018,Count,GWh,Bioenergy & Wastes,Road Transport,34.642
S12000030,2018,Count,GWh,Bioenergy & Wastes,All,791.989
S12000030,2018,Count,GWh,Bioenergy & Wastes,Commercial,329.636
S12000030,2018,Count,GWh,Bioenergy & Wastes,Industrial,400.92
S12000030,2018,Count,GWh,Coal,Agriculture,0
S12000030,2018,Count,GWh,Coal,Commercial,0.197
S12000030,2018,Count,GWh,Coal,Domestic,7.611
S12000030,2018,Count,GWh,Coal,Industrial,2.463
S12000030,2018,Count,GWh,Coal,Public Sector,0.234
S12000030,2018,Count,GWh,Coal,Rail,0
S12000030,2018,Count,GWh,Coal,All,10.504
S12000030,2018,Count,GWh,All,Domestic,779.231
S12000030,2018,Count,GWh,All,Industrial & Commercial,1875.382
S12000030,2018,Count,GWh,All,Transport,1025.669
S12000030,2018,Count,GWh,Electricity,Domestic,174.79
S12000030,2018,Count,GWh,Electricity,Industrial & Commercial,287.489
S12000030,2018,Count,GWh,Electricity,All,462.278
S12000030,2018,Count,GWh,Gas,Commercial,352.79
S12000030,2018,Count,GWh,Gas,Domestic,500.693
S12000030,2018,Count,GWh,Gas,Industrial,362.814
S12000030,2018,Count,GWh,Gas,All,1216.297
S12000030,2018,Count,GWh,Manufactured Fuels,Domestic,5.424
S12000030,2018,Count,GWh,Manufactured Fuels,Industrial,0.346
S12000030,2018,Count,GWh,Manufactured Fuels,All,5.771
S12000030,2018,Count,GWh,Petroleum Products,Agriculture,66.035
S12000030,2018,Count,GWh,Petroleum Products,Commercial,4.324
S12000030,2018,Count,GWh,Petroleum Products,Domestic,63.922
S12000030,2018,Count,GWh,Petroleum Products,Industrial,67.032
S12000030,2018,Count,GWh,Petroleum Products,Public Sector,1.101
S12000030,2018,Count,GWh,Petroleum Products,Rail,21.948
S12000030,2018,Count,GWh,Petroleum Products,Road Transport,969.078
S12000030,2018,Count,GWh,Petroleum Products,All,1193.441
S12000030,2019,Count,GWh,All,All,3599.931
S12000030,2019,Count,GWh,Bioenergy & Wastes,Domestic,27.65
S12000030,2019,Count,GWh,Bioenergy & Wastes,Road Transport,44.3
S12000030,2019,Count,GWh,Bioenergy & Wastes,All,787.5
S12000030,2019,Count,GWh,Bioenergy & Wastes,Commercial,321.318
S12000030,2019,Count,GWh,Bioenergy & Wastes,Industrial,394.232
S12000030,2019,Count,GWh,Coal,Agriculture,0
S12000030,2019,Count,GWh,Coal,Commercial,0.2
S12000030,2019,Count,GWh,Coal,Domestic,7.23
S12000030,2019,Count,GWh,Coal,Industrial,1.941
S12000030,2019,Count,GWh,Coal,Public Sector,0.197
S12000030,2019,Count,GWh,Coal,Rail,0
S12000030,2019,Count,GWh,Coal,All,9.567
S12000030,2019,Count,GWh,All,Domestic,781.641
S12000030,2019,Count,GWh,All,Industrial & Commercial,1816.23
S12000030,2019,Count,GWh,All,Transport,1002.06
S12000030,2019,Count,GWh,Electricity,Domestic,171.912
S12000030,2019,Count,GWh,Electricity,Industrial & Commercial,271.621
S12000030,2019,Count,GWh,Electricity,All,443.533
S12000030,2019,Count,GWh,Gas,Commercial,341.323
S12000030,2019,Count,GWh,Gas,Domestic,504.728
S12000030,2019,Count,GWh,Gas,Industrial,349.383
S12000030,2019,Count,GWh,Gas,All,1195.434
S12000030,2019,Count,GWh,Manufactured Fuels,Domestic,5.043
S12000030,2019,Count,GWh,Manufactured Fuels,Industrial,0.335
S12000030,2019,Count,GWh,Manufactured Fuels,All,5.379
S12000030,2019,Count,GWh,Petroleum Products,Agriculture,66.327
S12000030,2019,Count,GWh,Petroleum Products,Commercial,4.054
S12000030,2019,Count,GWh,Petroleum Products,Domestic,65.077
S12000030,2019,Count,GWh,Petroleum Products,Industrial,64.275
S12000030,2019,Count,GWh,Petroleum Products,Public Sector,1.024
S12000030,2019,Count,GWh,Petroleum Products,Rail,21.771
S12000030,2019,Count,GWh,Petroleum Products,Road Transport,935.989
S12000030,2019,Count,GWh,Petroleum Products,All,1158.517
S12000033,2005,Count,GWh,All,All,6313.902
S12000033,2005,Count,GWh,Bioenergy & Wastes,Domestic,16.354
S12000033,2005,Count,GWh,Bioenergy & Wastes,Road Transport,2.014
S12000033,2005,Count,GWh,Bioenergy & Wastes,All,19.042
S12000033,2005,Count,GWh,Bioenergy & Wastes,Commercial,0.135
S12000033,2005,Count,GWh,Bioenergy & Wastes,Industrial,0.538
S12000033,2005,Count,GWh,Coal,Agriculture,0.032
S12000033,2005,Count,GWh,Coal,Commercial,0.335
S12000033,2005,Count,GWh,Coal,Domestic,5.176
S12000033,2005,Count,GWh,Coal,Industrial,2.542
S12000033,2005,Count,GWh,Coal,Public Sector,12.394
S12000033,2005,Count,GWh,Coal,Rail,0
S12000033,2005,Count,GWh,Coal,All,20.479
S12000033,2005,Count,GWh,All,Domestic,2253.936
S12000033,2005,Count,GWh,All,Industrial & Commercial,2934.437
S12000033,2005,Count,GWh,All,Transport,1125.529
S12000033,2005,Count,GWh,Electricity,Domestic,516.919
S12000033,2005,Count,GWh,Electricity,Industrial & Commercial,880.81
S12000033,2005,Count,GWh,Electricity,All,1397.728
S12000033,2005,Count,GWh,Gas,Commercial,710.357
S12000033,2005,Count,GWh,Gas,Domestic,1682.733
S12000033,2005,Count,GWh,Gas,Industrial,752.872
S12000033,2005,Count,GWh,Gas,All,3145.962
S12000033,2005,Count,GWh,Manufactured Fuels,Domestic,6.629
S12000033,2005,Count,GWh,Manufactured Fuels,Industrial,7.128
S12000033,2005,Count,GWh,Manufactured Fuels,All,13.756
S12000033,2005,Count,GWh,Petroleum Products,Agriculture,11.616
S12000033,2005,Count,GWh,Petroleum Products,Commercial,2.4
S12000033,2005,Count,GWh,Petroleum Products,Domestic,26.126
S12000033,2005,Count,GWh,Petroleum Products,Industrial,526.24
S12000033,2005,Count,GWh,Petroleum Products,Public Sector,27.039
S12000033,2005,Count,GWh,Petroleum Products,Rail,6.304
S12000033,2005,Count,GWh,Petroleum Products,Road Transport,1117.21
S12000033,2005,Count,GWh,Petroleum Products,All,1716.935
S12000033,2006,Count,GWh,All,All,5885.083
S12000033,2006,Count,GWh,Bioenergy & Wastes,Domestic,17.081
S12000033,2006,Count,GWh,Bioenergy & Wastes,Road Transport,5.298
S12000033,2006,Count,GWh,Bioenergy & Wastes,All,23.84
S12000033,2006,Count,GWh,Bioenergy & Wastes,Commercial,0.293
S12000033,2006,Count,GWh,Bioenergy & Wastes,Industrial,1.167
S12000033,2006,Count,GWh,Coal,Agriculture,0.018
S12000033,2006,Count,GWh,Coal,Commercial,0.47
S12000033,2006,Count,GWh,Coal,Domestic,4.68
S12000033,2006,Count,GWh,Coal,Industrial,2.76
S12000033,2006,Count,GWh,Coal,Public Sector,11.146
S12000033,2006,Count,GWh,Coal,Rail,0
S12000033,2006,Count,GWh,Coal,All,19.074
S12000033,2006,Count,GWh,All,Domestic,2208.202
S12000033,2006,Count,GWh,All,Industrial & Commercial,2489.504
S12000033,2006,Count,GWh,All,Transport,1187.376
S12000033,2006,Count,GWh,Electricity,Domestic,504.614
S12000033,2006,Count,GWh,Electricity,Industrial & Commercial,851.293
S12000033,2006,Count,GWh,Electricity,All,1355.907
S12000033,2006,Count,GWh,Gas,Commercial,511.249
S12000033,2006,Count,GWh,Gas,Domestic,1648.018
S12000033,2006,Count,GWh,Gas,Industrial,541.848
S12000033,2006,Count,GWh,Gas,All,2701.114
S12000033,2006,Count,GWh,Manufactured Fuels,Domestic,6.27
S12000033,2006,Count,GWh,Manufactured Fuels,Industrial,8.845
S12000033,2006,Count,GWh,Manufactured Fuels,All,15.115
S12000033,2006,Count,GWh,Petroleum Products,Agriculture,11.09
S12000033,2006,Count,GWh,Petroleum Products,Commercial,1.86
S12000033,2006,Count,GWh,Petroleum Products,Domestic,27.54
S12000033,2006,Count,GWh,Petroleum Products,Industrial,500.013
S12000033,2006,Count,GWh,Petroleum Products,Public Sector,47.451
S12000033,2006,Count,GWh,Petroleum Products,Rail,6.325
S12000033,2006,Count,GWh,Petroleum Products,Road Transport,1175.754
S12000033,2006,Count,GWh,Petroleum Products,All,1770.034
S12000033,2007,Count,GWh,All,All,5763.355
S12000033,2007,Count,GWh,Bioenergy & Wastes,Domestic,17.318
S12000033,2007,Count,GWh,Bioenergy & Wastes,Road Transport,9.864
S12000033,2007,Count,GWh,Bioenergy & Wastes,All,27.721
S12000033,2007,Count,GWh,Bioenergy & Wastes,Commercial,0.108
S12000033,2007,Count,GWh,Bioenergy & Wastes,Industrial,0.431
S12000033,2007,Count,GWh,Coal,Agriculture,0.014
S12000033,2007,Count,GWh,Coal,Commercial,0.342
S12000033,2007,Count,GWh,Coal,Domestic,5.377
S12000033,2007,Count,GWh,Coal,Industrial,1.928
S12000033,2007,Count,GWh,Coal,Public Sector,10.9
S12000033,2007,Count,GWh,Coal,Rail,0
S12000033,2007,Count,GWh,Coal,All,18.561
S12000033,2007,Count,GWh,All,Domestic,2183.661
S12000033,2007,Count,GWh,All,Industrial & Commercial,2418.301
S12000033,2007,Count,GWh,All,Transport,1161.393
S12000033,2007,Count,GWh,Electricity,Domestic,501.369
S12000033,2007,Count,GWh,Electricity,Industrial & Commercial,827.73
S12000033,2007,Count,GWh,Electricity,All,1329.1
S12000033,2007,Count,GWh,Gas,Commercial,501.95
S12000033,2007,Count,GWh,Gas,Domestic,1629.107
S12000033,2007,Count,GWh,Gas,Industrial,531.992
S12000033,2007,Count,GWh,Gas,All,2663.061
S12000033,2007,Count,GWh,Manufactured Fuels,Domestic,5.842
S12000033,2007,Count,GWh,Manufactured Fuels,Industrial,7.459
S12000033,2007,Count,GWh,Manufactured Fuels,All,13.301
S12000033,2007,Count,GWh,Petroleum Products,Agriculture,10.539
S12000033,2007,Count,GWh,Petroleum Products,Commercial,1.75
S12000033,2007,Count,GWh,Petroleum Products,Domestic,24.648
S12000033,2007,Count,GWh,Petroleum Products,Industrial,502.311
S12000033,2007,Count,GWh,Petroleum Products,Public Sector,20.836
S12000033,2007,Count,GWh,Petroleum Products,Rail,6.723
S12000033,2007,Count,GWh,Petroleum Products,Road Transport,1144.806
S12000033,2007,Count,GWh,Petroleum Products,All,1711.612
S12000033,2008,Count,GWh,All,All,5640.705
S12000033,2008,Count,GWh,Bioenergy & Wastes,Domestic,20.552
S12000033,2008,Count,GWh,Bioenergy & Wastes,Road Transport,23.176
S12000033,2008,Count,GWh,Bioenergy & Wastes,All,44.066
S12000033,2008,Count,GWh,Bioenergy & Wastes,Commercial,0.068
S12000033,2008,Count,GWh,Bioenergy & Wastes,Industrial,0.271
S12000033,2008,Count,GWh,Coal,Agriculture,0.018
S12000033,2008,Count,GWh,Coal,Commercial,0.607
S12000033,2008,Count,GWh,Coal,Domestic,5.696
S12000033,2008,Count,GWh,Coal,Industrial,2.996
S12000033,2008,Count,GWh,Coal,Public Sector,11.464
S12000033,2008,Count,GWh,Coal,Rail,0
S12000033,2008,Count,GWh,Coal,All,20.78
S12000033,2008,Count,GWh,All,Domestic,2128.726
S12000033,2008,Count,GWh,All,Industrial & Commercial,2357.891
S12000033,2008,Count,GWh,All,Transport,1154.089
S12000033,2008,Count,GWh,Electricity,Domestic,487.134
S12000033,2008,Count,GWh,Electricity,Industrial & Commercial,859.201
S12000033,2008,Count,GWh,Electricity,All,1346.347
S12000033,2008,Count,GWh,Gas,Commercial,479.552
S12000033,2008,Count,GWh,Gas,Domestic,1583.576
S12000033,2008,Count,GWh,Gas,Industrial,508.254
S12000033,2008,Count,GWh,Gas,All,2571.381
S12000033,2008,Count,GWh,Manufactured Fuels,Domestic,6.6
S12000033,2008,Count,GWh,Manufactured Fuels,Industrial,28.284
S12000033,2008,Count,GWh,Manufactured Fuels,All,34.884
S12000033,2008,Count,GWh,Petroleum Products,Agriculture,10.31
S12000033,2008,Count,GWh,Petroleum Products,Commercial,1.643
S12000033,2008,Count,GWh,Petroleum Products,Domestic,25.168
S12000033,2008,Count,GWh,Petroleum Products,Industrial,436.138
S12000033,2008,Count,GWh,Petroleum Products,Public Sector,19.074
S12000033,2008,Count,GWh,Petroleum Products,Rail,6.83
S12000033,2008,Count,GWh,Petroleum Products,Road Transport,1124.083
S12000033,2008,Count,GWh,Petroleum Products,All,1623.246
S12000033,2009,Count,GWh,All,All,5300.761
S12000033,2009,Count,GWh,Bioenergy & Wastes,Domestic,22.389
S12000033,2009,Count,GWh,Bioenergy & Wastes,Road Transport,28.01
S12000033,2009,Count,GWh,Bioenergy & Wastes,All,50.399
S12000033,2009,Count,GWh,Bioenergy & Wastes,Commercial,0
S12000033,2009,Count,GWh,Bioenergy & Wastes,Industrial,0
S12000033,2009,Count,GWh,Coal,Agriculture,0
S12000033,2009,Count,GWh,Coal,Commercial,2.608
S12000033,2009,Count,GWh,Coal,Domestic,5.69
S12000033,2009,Count,GWh,Coal,Industrial,5.577
S12000033,2009,Count,GWh,Coal,Public Sector,12.071
S12000033,2009,Count,GWh,Coal,Rail,0
S12000033,2009,Count,GWh,Coal,All,25.946
S12000033,2009,Count,GWh,All,Domestic,1989.597
S12000033,2009,Count,GWh,All,Industrial & Commercial,2208.151
S12000033,2009,Count,GWh,All,Transport,1103.013
S12000033,2009,Count,GWh,Electricity,Domestic,480.089
S12000033,2009,Count,GWh,Electricity,Industrial & Commercial,827.235
S12000033,2009,Count,GWh,Electricity,All,1307.324
S12000033,2009,Count,GWh,Gas,Commercial,446.271
S12000033,2009,Count,GWh,Gas,Domestic,1452.502
S12000033,2009,Count,GWh,Gas,Industrial,472.981
S12000033,2009,Count,GWh,Gas,All,2371.754
S12000033,2009,Count,GWh,Manufactured Fuels,Domestic,4.128
S12000033,2009,Count,GWh,Manufactured Fuels,Industrial,23.768
S12000033,2009,Count,GWh,Manufactured Fuels,All,27.896
S12000033,2009,Count,GWh,Petroleum Products,Agriculture,10.389
S12000033,2009,Count,GWh,Petroleum Products,Commercial,1.164
S12000033,2009,Count,GWh,Petroleum Products,Domestic,24.799
S12000033,2009,Count,GWh,Petroleum Products,Industrial,388.1
S12000033,2009,Count,GWh,Petroleum Products,Public Sector,17.987
S12000033,2009,Count,GWh,Petroleum Products,Rail,6.86
S12000033,2009,Count,GWh,Petroleum Products,Road Transport,1068.143
S12000033,2009,Count,GWh,Petroleum Products,All,1517.442
S12000033,2010,Count,GWh,All,All,5269.668
S12000033,2010,Count,GWh,Bioenergy & Wastes,Domestic,28.866
S12000033,2010,Count,GWh,Bioenergy & Wastes,Road Transport,32.658
S12000033,2010,Count,GWh,Bioenergy & Wastes,All,61.578
S12000033,2010,Count,GWh,Bioenergy & Wastes,Commercial,0.011
S12000033,2010,Count,GWh,Bioenergy & Wastes,Industrial,0.043
S12000033,2010,Count,GWh,Coal,Agriculture,0.005
S12000033,2010,Count,GWh,Coal,Commercial,0.391
S12000033,2010,Count,GWh,Coal,Domestic,5.942
