GeographyCode,DateCode,Measurement,Units,Energy Type,Energy Consuming Sector,Value
S12000006,2015,Count,GWh,Manufactured Fuels,Domestic,20.101
S12000006,2015,Count,GWh,Manufactured Fuels,Industrial,16.486
S12000006,2015,Count,GWh,Manufactured Fuels,All,36.587
S12000006,2015,Count,GWh,Petroleum Products,Agriculture,492.411
S12000006,2015,Count,GWh,Petroleum Products,Commercial,6.58
S12000006,2015,Count,GWh,Petroleum Products,Domestic,259.812
S12000006,2015,Count,GWh,Petroleum Products,Industrial,192.235
S12000006,2015,Count,GWh,Petroleum Products,Public Sector,1.867
S12000006,2015,Count,GWh,Petroleum Products,Rail,43.544
S12000006,2015,Count,GWh,Petroleum Products,Road Transport,1950.976
S12000006,2015,Count,GWh,Petroleum Products,All,2947.425
S12000006,2016,Count,GWh,All,All,5313.375
S12000006,2016,Count,GWh,Bioenergy & Wastes,Domestic,70.506
S12000006,2016,Count,GWh,Bioenergy & Wastes,Road Transport,49.019
S12000006,2016,Count,GWh,Bioenergy & Wastes,All,155.393
S12000006,2016,Count,GWh,Bioenergy & Wastes,Commercial,16.874
S12000006,2016,Count,GWh,Bioenergy & Wastes,Industrial,18.995
S12000006,2016,Count,GWh,Coal,Agriculture,0
S12000006,2016,Count,GWh,Coal,Commercial,0.654
S12000006,2016,Count,GWh,Coal,Domestic,36.188
S12000006,2016,Count,GWh,Coal,Industrial,34.299
S12000006,2016,Count,GWh,Coal,Public Sector,1.544
S12000006,2016,Count,GWh,Coal,Rail,0
S12000006,2016,Count,GWh,Coal,All,72.684
S12000006,2016,Count,GWh,All,Domestic,1324.285
S12000006,2016,Count,GWh,All,Industrial & Commercial,1920.033
S12000006,2016,Count,GWh,All,Transport,2069.057
S12000006,2016,Count,GWh,Electricity,Domestic,333.253
S12000006,2016,Count,GWh,Electricity,Industrial & Commercial,536.155
S12000006,2016,Count,GWh,Electricity,All,869.409
S12000006,2016,Count,GWh,Gas,Commercial,288.021
S12000006,2016,Count,GWh,Gas,Domestic,601.812
S12000006,2016,Count,GWh,Gas,Industrial,302.821
S12000006,2016,Count,GWh,Gas,All,1192.655
S12000006,2016,Count,GWh,Manufactured Fuels,Domestic,20.013
S12000006,2016,Count,GWh,Manufactured Fuels,Industrial,5.613
S12000006,2016,Count,GWh,Manufactured Fuels,All,25.626
S12000006,2016,Count,GWh,Petroleum Products,Agriculture,520.368
S12000006,2016,Count,GWh,Petroleum Products,Commercial,5.249
S12000006,2016,Count,GWh,Petroleum Products,Domestic,262.513
S12000006,2016,Count,GWh,Petroleum Products,Industrial,187.519
S12000006,2016,Count,GWh,Petroleum Products,Public Sector,1.922
S12000006,2016,Count,GWh,Petroleum Products,Rail,41.55
S12000006,2016,Count,GWh,Petroleum Products,Road Transport,1978.488
S12000006,2016,Count,GWh,Petroleum Products,All,2997.609
S12000006,2017,Count,GWh,All,All,5490.699
S12000006,2017,Count,GWh,Bioenergy & Wastes,Domestic,70.139
S12000006,2017,Count,GWh,Bioenergy & Wastes,Road Transport,50.791
S12000006,2017,Count,GWh,Bioenergy & Wastes,All,186.165
S12000006,2017,Count,GWh,Bioenergy & Wastes,Commercial,31.633
S12000006,2017,Count,GWh,Bioenergy & Wastes,Industrial,33.601
S12000006,2017,Count,GWh,Coal,Agriculture,0
S12000006,2017,Count,GWh,Coal,Commercial,0.43
S12000006,2017,Count,GWh,Coal,Domestic,35.34
S12000006,2017,Count,GWh,Coal,Industrial,33.564
S12000006,2017,Count,GWh,Coal,Public Sector,1.523
S12000006,2017,Count,GWh,Coal,Rail,0
S12000006,2017,Count,GWh,Coal,All,70.856
S12000006,2017,Count,GWh,All,Domestic,1329.052
S12000006,2017,Count,GWh,All,Industrial & Commercial,1979.117
S12000006,2017,Count,GWh,All,Transport,2182.53
S12000006,2017,Count,GWh,Electricity,Domestic,331.464
S12000006,2017,Count,GWh,Electricity,Industrial & Commercial,543.717
S12000006,2017,Count,GWh,Electricity,All,875.181
S12000006,2017,Count,GWh,Gas,Commercial,282.392
S12000006,2017,Count,GWh,Gas,Domestic,621.747
S12000006,2017,Count,GWh,Gas,Industrial,303.319
S12000006,2017,Count,GWh,Gas,All,1207.458
S12000006,2017,Count,GWh,Manufactured Fuels,Domestic,21.104
S12000006,2017,Count,GWh,Manufactured Fuels,Industrial,7.692
S12000006,2017,Count,GWh,Manufactured Fuels,All,28.796
S12000006,2017,Count,GWh,Petroleum Products,Agriculture,515.333
S12000006,2017,Count,GWh,Petroleum Products,Commercial,5.739
S12000006,2017,Count,GWh,Petroleum Products,Domestic,249.258
S12000006,2017,Count,GWh,Petroleum Products,Industrial,218.177
S12000006,2017,Count,GWh,Petroleum Products,Public Sector,1.997
S12000006,2017,Count,GWh,Petroleum Products,Rail,40.831
S12000006,2017,Count,GWh,Petroleum Products,Road Transport,2090.909
S12000006,2017,Count,GWh,Petroleum Products,All,3122.243
S12000006,2018,Count,GWh,All,All,5411.618
S12000006,2018,Count,GWh,Bioenergy & Wastes,Domestic,76.541
S12000006,2018,Count,GWh,Bioenergy & Wastes,Road Transport,72.058
S12000006,2018,Count,GWh,Bioenergy & Wastes,All,235.82
S12000006,2018,Count,GWh,Bioenergy & Wastes,Commercial,39.355
S12000006,2018,Count,GWh,Bioenergy & Wastes,Industrial,47.866
S12000006,2018,Count,GWh,Coal,Agriculture,0
S12000006,2018,Count,GWh,Coal,Commercial,0.428
S12000006,2018,Count,GWh,Coal,Domestic,34.197
S12000006,2018,Count,GWh,Coal,Industrial,27.194
S12000006,2018,Count,GWh,Coal,Public Sector,1.655
S12000006,2018,Count,GWh,Coal,Rail,0
S12000006,2018,Count,GWh,Coal,All,63.475
S12000006,2018,Count,GWh,All,Domestic,1327.587
S12000006,2018,Count,GWh,All,Industrial & Commercial,1971.448
S12000006,2018,Count,GWh,All,Transport,2112.583
S12000006,2018,Count,GWh,Electricity,Domestic,315.258
S12000006,2018,Count,GWh,Electricity,Industrial & Commercial,534.143
S12000006,2018,Count,GWh,Electricity,All,849.401
S12000006,2018,Count,GWh,Gas,Commercial,281.065
S12000006,2018,Count,GWh,Gas,Domestic,618.324
S12000006,2018,Count,GWh,Gas,Industrial,289.051
S12000006,2018,Count,GWh,Gas,All,1188.441
S12000006,2018,Count,GWh,Manufactured Fuels,Domestic,21.209
S12000006,2018,Count,GWh,Manufactured Fuels,Industrial,7.723
S12000006,2018,Count,GWh,Manufactured Fuels,All,28.932
S12000006,2018,Count,GWh,Petroleum Products,Agriculture,513.486
S12000006,2018,Count,GWh,Petroleum Products,Commercial,6.036
S12000006,2018,Count,GWh,Petroleum Products,Domestic,262.057
S12000006,2018,Count,GWh,Petroleum Products,Industrial,221.2
S12000006,2018,Count,GWh,Petroleum Products,Public Sector,2.244
S12000006,2018,Count,GWh,Petroleum Products,Rail,38.333
S12000006,2018,Count,GWh,Petroleum Products,Road Transport,2002.192
S12000006,2018,Count,GWh,Petroleum Products,All,3045.548
S12000006,2019,Count,GWh,All,All,5277.251
S12000006,2019,Count,GWh,Bioenergy & Wastes,Domestic,78.995
S12000006,2019,Count,GWh,Bioenergy & Wastes,Road Transport,95.145
S12000006,2019,Count,GWh,Bioenergy & Wastes,All,261.914
S12000006,2019,Count,GWh,Bioenergy & Wastes,Commercial,39.415
S12000006,2019,Count,GWh,Bioenergy & Wastes,Industrial,48.359
S12000006,2019,Count,GWh,Coal,Agriculture,0
S12000006,2019,Count,GWh,Coal,Commercial,0.436
S12000006,2019,Count,GWh,Coal,Domestic,32.485
S12000006,2019,Count,GWh,Coal,Industrial,22.194
S12000006,2019,Count,GWh,Coal,Public Sector,1.414
S12000006,2019,Count,GWh,Coal,Rail,0
S12000006,2019,Count,GWh,Coal,All,56.53
S12000006,2019,Count,GWh,All,Domestic,1322.469
S12000006,2019,Count,GWh,All,Industrial & Commercial,1888.923
S12000006,2019,Count,GWh,All,Transport,2065.858
S12000006,2019,Count,GWh,Electricity,Domestic,307.385
S12000006,2019,Count,GWh,Electricity,Industrial & Commercial,513.762
S12000006,2019,Count,GWh,Electricity,All,821.147
S12000006,2019,Count,GWh,Gas,Commercial,267.889
S12000006,2019,Count,GWh,Gas,Domestic,619.365
S12000006,2019,Count,GWh,Gas,Industrial,274.215
S12000006,2019,Count,GWh,Gas,All,1161.469
S12000006,2019,Count,GWh,Manufactured Fuels,Domestic,19.088
S12000006,2019,Count,GWh,Manufactured Fuels,Industrial,7.522
S12000006,2019,Count,GWh,Manufactured Fuels,All,26.609
S12000006,2019,Count,GWh,Petroleum Products,Agriculture,515.666
S12000006,2019,Count,GWh,Petroleum Products,Commercial,5.683
S12000006,2019,Count,GWh,Petroleum Products,Domestic,265.151
S12000006,2019,Count,GWh,Petroleum Products,Industrial,190.396
S12000006,2019,Count,GWh,Petroleum Products,Public Sector,1.972
S12000006,2019,Count,GWh,Petroleum Products,Rail,37.111
S12000006,2019,Count,GWh,Petroleum Products,Road Transport,1933.602
S12000006,2019,Count,GWh,Petroleum Products,All,2949.582
S12000008,2005,Count,GWh,All,All,3370.94
S12000008,2005,Count,GWh,Bioenergy & Wastes,Domestic,10.972
S12000008,2005,Count,GWh,Bioenergy & Wastes,Road Transport,1.564
S12000008,2005,Count,GWh,Bioenergy & Wastes,All,170.119
S12000008,2005,Count,GWh,Bioenergy & Wastes,Commercial,31.652
S12000008,2005,Count,GWh,Bioenergy & Wastes,Industrial,125.932
S12000008,2005,Count,GWh,Coal,Agriculture,0.199
S12000008,2005,Count,GWh,Coal,Commercial,0.095
S12000008,2005,Count,GWh,Coal,Domestic,8.279
S12000008,2005,Count,GWh,Coal,Industrial,4.854
S12000008,2005,Count,GWh,Coal,Public Sector,2.664
S12000008,2005,Count,GWh,Coal,Rail,0
S12000008,2005,Count,GWh,Coal,All,16.091
S12000008,2005,Count,GWh,All,Domestic,1291.07
S12000008,2005,Count,GWh,All,Industrial & Commercial,1148.447
S12000008,2005,Count,GWh,All,Transport,931.422
S12000008,2005,Count,GWh,Electricity,Domestic,225.308
S12000008,2005,Count,GWh,Electricity,Industrial & Commercial,282.958
S12000008,2005,Count,GWh,Electricity,All,508.266
S12000008,2005,Count,GWh,Gas,Commercial,235.338
S12000008,2005,Count,GWh,Gas,Domestic,990.143
S12000008,2005,Count,GWh,Gas,Industrial,249.423
S12000008,2005,Count,GWh,Gas,All,1474.905
S12000008,2005,Count,GWh,Manufactured Fuels,Domestic,6.626
S12000008,2005,Count,GWh,Manufactured Fuels,Industrial,0
S12000008,2005,Count,GWh,Manufactured Fuels,All,6.626
S12000008,2005,Count,GWh,Petroleum Products,Agriculture,96.895
S12000008,2005,Count,GWh,Petroleum Products,Commercial,2.71
S12000008,2005,Count,GWh,Petroleum Products,Domestic,49.743
S12000008,2005,Count,GWh,Petroleum Products,Industrial,109.843
S12000008,2005,Count,GWh,Petroleum Products,Public Sector,5.883
S12000008,2005,Count,GWh,Petroleum Products,Rail,24.13
S12000008,2005,Count,GWh,Petroleum Products,Road Transport,905.729
S12000008,2005,Count,GWh,Petroleum Products,All,1194.933
S12000008,2006,Count,GWh,All,All,3277.75
S12000008,2006,Count,GWh,Bioenergy & Wastes,Domestic,11.459
S12000008,2006,Count,GWh,Bioenergy & Wastes,Road Transport,4.253
S12000008,2006,Count,GWh,Bioenergy & Wastes,All,184.362
S12000008,2006,Count,GWh,Bioenergy & Wastes,Commercial,33.875
S12000008,2006,Count,GWh,Bioenergy & Wastes,Industrial,134.775
S12000008,2006,Count,GWh,Coal,Agriculture,0.111
S12000008,2006,Count,GWh,Coal,Commercial,0.133
S12000008,2006,Count,GWh,Coal,Domestic,7.464
S12000008,2006,Count,GWh,Coal,Industrial,5.28
S12000008,2006,Count,GWh,Coal,Public Sector,2.396
S12000008,2006,Count,GWh,Coal,Rail,0
S12000008,2006,Count,GWh,Coal,All,15.383
S12000008,2006,Count,GWh,All,Domestic,1263.842
S12000008,2006,Count,GWh,All,Industrial & Commercial,1104.886
S12000008,2006,Count,GWh,All,Transport,909.023
S12000008,2006,Count,GWh,Electricity,Domestic,220.761
S12000008,2006,Count,GWh,Electricity,Industrial & Commercial,291.436
S12000008,2006,Count,GWh,Electricity,All,512.208
S12000008,2006,Count,GWh,Gas,Commercial,210.857
S12000008,2006,Count,GWh,Gas,Domestic,964.964
S12000008,2006,Count,GWh,Gas,Industrial,223.477
S12000008,2006,Count,GWh,Gas,All,1399.298
S12000008,2006,Count,GWh,Manufactured Fuels,Domestic,6.313
S12000008,2006,Count,GWh,Manufactured Fuels,Industrial,0
S12000008,2006,Count,GWh,Manufactured Fuels,All,6.313
S12000008,2006,Count,GWh,Petroleum Products,Agriculture,92.248
S12000008,2006,Count,GWh,Petroleum Products,Commercial,2.076
S12000008,2006,Count,GWh,Petroleum Products,Domestic,52.881
S12000008,2006,Count,GWh,Petroleum Products,Industrial,104.602
S12000008,2006,Count,GWh,Petroleum Products,Public Sector,3.608
S12000008,2006,Count,GWh,Petroleum Products,Rail,23.551
S12000008,2006,Count,GWh,Petroleum Products,Road Transport,881.219
S12000008,2006,Count,GWh,Petroleum Products,All,1160.186
S12000008,2007,Count,GWh,All,All,3266.119
S12000008,2007,Count,GWh,Bioenergy & Wastes,Domestic,11.618
S12000008,2007,Count,GWh,Bioenergy & Wastes,Road Transport,8.236
S12000008,2007,Count,GWh,Bioenergy & Wastes,All,186.65
S12000008,2007,Count,GWh,Bioenergy & Wastes,Commercial,33.503
S12000008,2007,Count,GWh,Bioenergy & Wastes,Industrial,133.294
S12000008,2007,Count,GWh,Coal,Agriculture,0.089
S12000008,2007,Count,GWh,Coal,Commercial,0.097
S12000008,2007,Count,GWh,Coal,Domestic,8.558
S12000008,2007,Count,GWh,Coal,Industrial,3.362
S12000008,2007,Count,GWh,Coal,Public Sector,2.22
S12000008,2007,Count,GWh,Coal,Rail,0
S12000008,2007,Count,GWh,Coal,All,14.325
S12000008,2007,Count,GWh,All,Domestic,1250.715
S12000008,2007,Count,GWh,All,Industrial & Commercial,1101.562
S12000008,2007,Count,GWh,All,Transport,913.843
S12000008,2007,Count,GWh,Electricity,Domestic,219.481
S12000008,2007,Count,GWh,Electricity,Industrial & Commercial,285.086
S12000008,2007,Count,GWh,Electricity,All,504.579
S12000008,2007,Count,GWh,Gas,Commercial,217.926
S12000008,2007,Count,GWh,Gas,Domestic,959.149
S12000008,2007,Count,GWh,Gas,Industrial,230.969
S12000008,2007,Count,GWh,Gas,All,1408.056
S12000008,2007,Count,GWh,Manufactured Fuels,Domestic,5.8
S12000008,2007,Count,GWh,Manufactured Fuels,Industrial,0
S12000008,2007,Count,GWh,Manufactured Fuels,All,5.8
S12000008,2007,Count,GWh,Petroleum Products,Agriculture,87.59
S12000008,2007,Count,GWh,Petroleum Products,Commercial,1.953
S12000008,2007,Count,GWh,Petroleum Products,Domestic,46.108
S12000008,2007,Count,GWh,Petroleum Products,Industrial,102.717
S12000008,2007,Count,GWh,Petroleum Products,Public Sector,2.734
S12000008,2007,Count,GWh,Petroleum Products,Rail,25.205
S12000008,2007,Count,GWh,Petroleum Products,Road Transport,880.402
S12000008,2007,Count,GWh,Petroleum Products,All,1146.71
S12000008,2008,Count,GWh,All,All,3149.159
S12000008,2008,Count,GWh,Bioenergy & Wastes,Domestic,13.788
S12000008,2008,Count,GWh,Bioenergy & Wastes,Road Transport,19.771
S12000008,2008,Count,GWh,Bioenergy & Wastes,All,199.952
S12000008,2008,Count,GWh,Bioenergy & Wastes,Commercial,33.422
S12000008,2008,Count,GWh,Bioenergy & Wastes,Industrial,132.972
S12000008,2008,Count,GWh,Coal,Agriculture,0.111
S12000008,2008,Count,GWh,Coal,Commercial,0.171
S12000008,2008,Count,GWh,Coal,Domestic,9.058
S12000008,2008,Count,GWh,Coal,Industrial,5.878
S12000008,2008,Count,GWh,Coal,Public Sector,2.464
S12000008,2008,Count,GWh,Coal,Rail,0
S12000008,2008,Count,GWh,Coal,All,17.683
S12000008,2008,Count,GWh,All,Domestic,1226.984
S12000008,2008,Count,GWh,All,Industrial & Commercial,1018.482
S12000008,2008,Count,GWh,All,Transport,903.693
S12000008,2008,Count,GWh,Electricity,Domestic,214.539
S12000008,2008,Count,GWh,Electricity,Industrial & Commercial,277.108
S12000008,2008,Count,GWh,Electricity,All,491.658
S12000008,2008,Count,GWh,Gas,Commercial,187.313
S12000008,2008,Count,GWh,Gas,Domestic,934.901
S12000008,2008,Count,GWh,Gas,Industrial,198.524
S12000008,2008,Count,GWh,Gas,All,1320.726
S12000008,2008,Count,GWh,Manufactured Fuels,Domestic,6.757
S12000008,2008,Count,GWh,Manufactured Fuels,Industrial,0
S12000008,2008,Count,GWh,Manufactured Fuels,All,6.757
S12000008,2008,Count,GWh,Petroleum Products,Agriculture,85.573
S12000008,2008,Count,GWh,Petroleum Products,Commercial,1.814
S12000008,2008,Count,GWh,Petroleum Products,Domestic,47.941
S12000008,2008,Count,GWh,Petroleum Products,Industrial,90.677
S12000008,2008,Count,GWh,Petroleum Products,Public Sector,2.456
S12000008,2008,Count,GWh,Petroleum Products,Rail,24.346
S12000008,2008,Count,GWh,Petroleum Products,Road Transport,859.576
S12000008,2008,Count,GWh,Petroleum Products,All,1112.383
S12000008,2009,Count,GWh,All,All,3010.018
S12000008,2009,Count,GWh,Bioenergy & Wastes,Domestic,15.021
S12000008,2009,Count,GWh,Bioenergy & Wastes,Road Transport,24.233
S12000008,2009,Count,GWh,Bioenergy & Wastes,All,204.966
S12000008,2009,Count,GWh,Bioenergy & Wastes,Commercial,33.285
S12000008,2009,Count,GWh,Bioenergy & Wastes,Industrial,132.428
S12000008,2009,Count,GWh,Coal,Agriculture,0
S12000008,2009,Count,GWh,Coal,Commercial,0.731
S12000008,2009,Count,GWh,Coal,Domestic,9.063
S12000008,2009,Count,GWh,Coal,Industrial,7.355
S12000008,2009,Count,GWh,Coal,Public Sector,2.601
S12000008,2009,Count,GWh,Coal,Rail,0
S12000008,2009,Count,GWh,Coal,All,19.751
S12000008,2009,Count,GWh,All,Domestic,1149.725
S12000008,2009,Count,GWh,All,Industrial & Commercial,964.318
S12000008,2009,Count,GWh,All,Transport,895.975
S12000008,2009,Count,GWh,Electricity,Domestic,212.691
S12000008,2009,Count,GWh,Electricity,Industrial & Commercial,252.989
S12000008,2009,Count,GWh,Electricity,All,465.679
S12000008,2009,Count,GWh,Gas,Commercial,178.122
S12000008,2009,Count,GWh,Gas,Domestic,861.113
S12000008,2009,Count,GWh,Gas,Industrial,188.783
S12000008,2009,Count,GWh,Gas,All,1228.007
S12000008,2009,Count,GWh,Manufactured Fuels,Domestic,4.939
S12000008,2009,Count,GWh,Manufactured Fuels,Industrial,0
S12000008,2009,Count,GWh,Manufactured Fuels,All,4.939
S12000008,2009,Count,GWh,Petroleum Products,Agriculture,86.978
S12000008,2009,Count,GWh,Petroleum Products,Commercial,1.272
S12000008,2009,Count,GWh,Petroleum Products,Domestic,46.898
S12000008,2009,Count,GWh,Petroleum Products,Industrial,78.487
S12000008,2009,Count,GWh,Petroleum Products,Public Sector,1.299
S12000008,2009,Count,GWh,Petroleum Products,Rail,23.942
S12000008,2009,Count,GWh,Petroleum Products,Road Transport,847.8
S12000008,2009,Count,GWh,Petroleum Products,All,1086.676
S12000008,2010,Count,GWh,All,All,3002.321
S12000008,2010,Count,GWh,Bioenergy & Wastes,Domestic,19.366
S12000008,2010,Count,GWh,Bioenergy & Wastes,Road Transport,27.147
S12000008,2010,Count,GWh,Bioenergy & Wastes,All,212.321
S12000008,2010,Count,GWh,Bioenergy & Wastes,Commercial,33.304
S12000008,2010,Count,GWh,Bioenergy & Wastes,Industrial,132.504
S12000008,2010,Count,GWh,Coal,Agriculture,0.034
S12000008,2010,Count,GWh,Coal,Commercial,0.109
S12000008,2010,Count,GWh,Coal,Domestic,9.462
S12000008,2010,Count,GWh,Coal,Industrial,7.291
S12000008,2010,Count,GWh,Coal,Public Sector,2.687
S12000008,2010,Count,GWh,Coal,Rail,0
S12000008,2010,Count,GWh,Coal,All,19.583
S12000008,2010,Count,GWh,All,Domestic,1128.417
S12000008,2010,Count,GWh,All,Industrial & Commercial,993.623
S12000008,2010,Count,GWh,All,Transport,880.282
S12000008,2010,Count,GWh,Electricity,Domestic,211.274
S12000008,2010,Count,GWh,Electricity,Industrial & Commercial,282.846
S12000008,2010,Count,GWh,Electricity,All,494.12
S12000008,2010,Count,GWh,Gas,Commercial,177.439
S12000008,2010,Count,GWh,Gas,Domestic,830.512
S12000008,2010,Count,GWh,Gas,Industrial,188.059
S12000008,2010,Count,GWh,Gas,All,1196.011
S12000008,2010,Count,GWh,Manufactured Fuels,Domestic,5.476
S12000008,2010,Count,GWh,Manufactured Fuels,Industrial,0
S12000008,2010,Count,GWh,Manufactured Fuels,All,5.476
S12000008,2010,Count,GWh,Petroleum Products,Agriculture,87.688
S12000008,2010,Count,GWh,Petroleum Products,Commercial,1.393
S12000008,2010,Count,GWh,Petroleum Products,Domestic,52.327
S12000008,2010,Count,GWh,Petroleum Products,Industrial,79.375
S12000008,2010,Count,GWh,Petroleum Products,Public Sector,0.893
S12000008,2010,Count,GWh,Petroleum Products,Rail,24.127
S12000008,2010,Count,GWh,Petroleum Products,Road Transport,829.007
S12000008,2010,Count,GWh,Petroleum Products,All,1074.81
S12000008,2011,Count,GWh,All,All,2896.503
S12000008,2011,Count,GWh,Bioenergy & Wastes,Domestic,16.824
S12000008,2011,Count,GWh,Bioenergy & Wastes,Road Transport,24.983
S12000008,2011,Count,GWh,Bioenergy & Wastes,All,209.852
S12000008,2011,Count,GWh,Bioenergy & Wastes,Commercial,29.41
S12000008,2011,Count,GWh,Bioenergy & Wastes,Industrial,138.635
S12000008,2011,Count,GWh,Coal,Agriculture,0.035
S12000008,2011,Count,GWh,Coal,Commercial,0.172
S12000008,2011,Count,GWh,Coal,Domestic,9.347
S12000008,2011,Count,GWh,Coal,Industrial,7.844
S12000008,2011,Count,GWh,Coal,Public Sector,2.752
S12000008,2011,Count,GWh,Coal,Rail,0
S12000008,2011,Count,GWh,Coal,All,20.15
S12000008,2011,Count,GWh,All,Domestic,1073.52
S12000008,2011,Count,GWh,All,Industrial & Commercial,956.508
S12000008,2011,Count,GWh,All,Transport,866.475
S12000008,2011,Count,GWh,Electricity,Domestic,209.868
S12000008,2011,Count,GWh,Electricity,Industrial & Commercial,268.764
S12000008,2011,Count,GWh,Electricity,All,478.632
S12000008,2011,Count,GWh,Gas,Commercial,154.133
S12000008,2011,Count,GWh,Gas,Domestic,791.532
S12000008,2011,Count,GWh,Gas,Industrial,186.493
S12000008,2011,Count,GWh,Gas,All,1132.158
S12000008,2011,Count,GWh,Manufactured Fuels,Domestic,5.002
S12000008,2011,Count,GWh,Manufactured Fuels,Industrial,0
S12000008,2011,Count,GWh,Manufactured Fuels,All,5.002
S12000008,2011,Count,GWh,Petroleum Products,Agriculture,88.956
S12000008,2011,Count,GWh,Petroleum Products,Commercial,1.399
S12000008,2011,Count,GWh,Petroleum Products,Domestic,40.946
S12000008,2011,Count,GWh,Petroleum Products,Industrial,75.689
S12000008,2011,Count,GWh,Petroleum Products,Public Sector,2.226
S12000008,2011,Count,GWh,Petroleum Products,Rail,22.249
S12000008,2011,Count,GWh,Petroleum Products,Road Transport,819.244
S12000008,2011,Count,GWh,Petroleum Products,All,1050.709
S12000008,2012,Count,GWh,All,All,2848.31
S12000008,2012,Count,GWh,Bioenergy & Wastes,Domestic,21.396
S12000008,2012,Count,GWh,Bioenergy & Wastes,Road Transport,20.7
S12000008,2012,Count,GWh,Bioenergy & Wastes,All,209.715
S12000008,2012,Count,GWh,Bioenergy & Wastes,Commercial,32.676
S12000008,2012,Count,GWh,Bioenergy & Wastes,Industrial,134.942
S12000008,2012,Count,GWh,Coal,Agriculture,0.036
S12000008,2012,Count,GWh,Coal,Commercial,0.136
S12000008,2012,Count,GWh,Coal,Domestic,8.927
S12000008,2012,Count,GWh,Coal,Industrial,9.774
S12000008,2012,Count,GWh,Coal,Public Sector,2.474
S12000008,2012,Count,GWh,Coal,Rail,0
S12000008,2012,Count,GWh,Coal,All,21.349
S12000008,2012,Count,GWh,All,Domestic,1053.979
S12000008,2012,Count,GWh,All,Industrial & Commercial,946.675
S12000008,2012,Count,GWh,All,Transport,847.656
S12000008,2012,Count,GWh,Electricity,Domestic,202.77
S12000008,2012,Count,GWh,Electricity,Industrial & Commercial,244.252
S12000008,2012,Count,GWh,Electricity,All,447.021
S12000008,2012,Count,GWh,Gas,Commercial,176.607
S12000008,2012,Count,GWh,Gas,Domestic,775.076
S12000008,2012,Count,GWh,Gas,Industrial,179.646
S12000008,2012,Count,GWh,Gas,All,1131.329
S12000008,2012,Count,GWh,Manufactured Fuels,Domestic,5.14
S12000008,2012,Count,GWh,Manufactured Fuels,Industrial,0
S12000008,2012,Count,GWh,Manufactured Fuels,All,5.14
S12000008,2012,Count,GWh,Petroleum Products,Agriculture,91.59
S12000008,2012,Count,GWh,Petroleum Products,Commercial,1.152
S12000008,2012,Count,GWh,Petroleum Products,Domestic,40.669
S12000008,2012,Count,GWh,Petroleum Products,Industrial,72.419
S12000008,2012,Count,GWh,Petroleum Products,Public Sector,0.97
S12000008,2012,Count,GWh,Petroleum Products,Rail,23.502
S12000008,2012,Count,GWh,Petroleum Products,Road Transport,803.453
S12000008,2012,Count,GWh,Petroleum Products,All,1033.757
S12000008,2013,Count,GWh,All,All,2812.492
S12000008,2013,Count,GWh,Bioenergy & Wastes,Domestic,25.189
S12000008,2013,Count,GWh,Bioenergy & Wastes,Road Transport,23.783
S12000008,2013,Count,GWh,Bioenergy & Wastes,All,215.764
S12000008,2013,Count,GWh,Bioenergy & Wastes,Commercial,39.303
S12000008,2013,Count,GWh,Bioenergy & Wastes,Industrial,127.489
S12000008,2013,Count,GWh,Coal,Agriculture,0
S12000008,2013,Count,GWh,Coal,Commercial,0.15
S12000008,2013,Count,GWh,Coal,Domestic,8.552
S12000008,2013,Count,GWh,Coal,Industrial,10.955
S12000008,2013,Count,GWh,Coal,Public Sector,2.72
S12000008,2013,Count,GWh,Coal,Rail,0
S12000008,2013,Count,GWh,Coal,All,22.376
S12000008,2013,Count,GWh,All,Domestic,1040.695
S12000008,2013,Count,GWh,All,Industrial & Commercial,923.907
S12000008,2013,Count,GWh,All,Transport,847.89
S12000008,2013,Count,GWh,Electricity,Domestic,201.381
S12000008,2013,Count,GWh,Electricity,Industrial & Commercial,242.373
S12000008,2013,Count,GWh,Electricity,All,443.754
S12000008,2013,Count,GWh,Gas,Commercial,172.259
S12000008,2013,Count,GWh,Gas,Domestic,758.043
S12000008,2013,Count,GWh,Gas,Industrial,173.916
S12000008,2013,Count,GWh,Gas,All,1104.218
S12000008,2013,Count,GWh,Manufactured Fuels,Domestic,5.559
S12000008,2013,Count,GWh,Manufactured Fuels,Industrial,0.471
S12000008,2013,Count,GWh,Manufactured Fuels,All,6.03
S12000008,2013,Count,GWh,Petroleum Products,Agriculture,90.501
S12000008,2013,Count,GWh,Petroleum Products,Commercial,1.242
S12000008,2013,Count,GWh,Petroleum Products,Domestic,41.97
S12000008,2013,Count,GWh,Petroleum Products,Industrial,62.104
S12000008,2013,Count,GWh,Petroleum Products,Public Sector,0.427
S12000008,2013,Count,GWh,Petroleum Products,Rail,23.842
S12000008,2013,Count,GWh,Petroleum Products,Road Transport,800.266
S12000008,2013,Count,GWh,Petroleum Products,All,1020.351
S12000008,2014,Count,GWh,All,All,2881.279
S12000008,2014,Count,GWh,Bioenergy & Wastes,Domestic,23.927
S12000008,2014,Count,GWh,Bioenergy & Wastes,Road Transport,27.211
S12000008,2014,Count,GWh,Bioenergy & Wastes,All,279.274
S12000008,2014,Count,GWh,Bioenergy & Wastes,Commercial,49.771
S12000008,2014,Count,GWh,Bioenergy & Wastes,Industrial,178.365
