Region,Local Authority,LA Code,LAU1,Number of MPANs (thousands) - Domestic consumers - Economy 7 meters,Number of MPANs (thousands) - Domestic consumers - Standard Meters,Number of MPANs (thousands) - Domestic consumers - All domestic,Number of MPANs (thousands) - Non-domestic consumers - All Non-domestic,Number of MPANs (thousands) - Non-domestic consumers - Total number of Meters,Sales (GWh) - Domestic consumers - Economy 7 meters,Sales (GWh) - Domestic consumers - Standard meters,Sales (GWh) - Domestic consumers - All domestic,Sales (GWh) - Non-domestic consumers - All non-domestic,Sales (GWh) - All - Total consumption,Averages (KWh) - Domestic Economy 7 - Mean consumption,Averages (KWh) - Domestic Economy 8 - Median consumption,Averages (KWh) - Standard - Mean consumption,Averages (KWh) - Standard - Median consumption,Averages (KWh) - All domestic - Mean consumption,Averages (KWh) - All domestic - Median consumption,Averages (KWh) - Non-domestic - Mean consumption,Averages (KWh) - Non-domestic - Median consumption,Averages (KWh) - All - Mean consumption,Averages (KWh) - All - Median consumption,Average domestic consumption per household (kWh) (2) -  - ,Year
SCOTLAND,Na h-Eileanan Siar,S12000013,UKM6400,5.401,13.438,18.839,1.948,20.787,38.297122,52.8089508,91.10607279999999,63.9768516,155.0829244,7091,6369,3930,3257,4836,3826,32842,6302,7461,3904,7049.371154441349,2013
SCOTLAND,North Ayrshire,S12000021,"UKM3302, UKM6301",10.37,61.921,72.291,4.823,77.114,53.600627200000005,207.0947426,260.69536980000004,476.1530757,736.8484455,5169,3834,3345,2937,3606,3005,98726,8449,9555,3070,4163.598131378469,2013
SCOTLAND,North Lanarkshire,S12000050,UKM3600,20.736,136.095,156.831,8.67,165.501,96.4905277,477.9357829,574.4263106000001,832.6696422,1407.0959527999998,4653,3549,3512,3146,3663,3177,96040,11761,8502,3238,3892.990434688318,2013
SCOTLAND,Orkney Islands,S12000023,UKM6500,6.01,8.28,14.29,2.28,16.57,46.941010399999996,32.8151507,79.7561611,60.2780433,140.0342044,7810,6982,3963,3166,5581,4356,26438,6671,8451,4505,8019.724595274007,2013
SCOTLAND,Perth and Kinross,S12000048,UKM2701,16.21,63.701,79.911,8.103,88.014,111.09614909999999,254.82193080000002,365.91807989999995,389.4210569,755.3391368,6854,5905,4000,3283,4579,3559,48059,8632,8582,3677,5576.659349853693,2013
SCOTLAND,Renfrewshire,S12000038,UKM3502,14.046,76.661,90.707,5.093,95.8,52.9364898,257.8218923,310.7583821,518.4549346,829.2133167000001,3769,2925,3363,2955,3426,2952,101798,11763,8656,3021,3799.6060755376766,2013
SCOTLAND,Scottish Borders,S12000026,UKM2400,15.853,49.025,64.878,7.516,72.394,79.582052,182.6012032,262.18325519999996,314.6581938,576.841449,5020,3849,3725,3121,4041,3231,41865,5948,7968,3309,4953.021785619828,2013
SCOTLAND,Shetland Islands,S12000027,UKM6600,8.51,8.767,17.277,1.819,19.096,64.0541836,37.2750907,101.32927430000001,95.14514179999999,196.47441609999998,7527,6771,4252,3482,5865,4722,52306,7834,10289,4812,9997.955037000494,2013
SCOTLAND,South Ayrshire,S12000028,UKM3700,7.493,50.891,58.384,4.976,63.36,37.350468299999996,179.8980111,217.24847939999998,293.83318310000004,511.0816625,4985,3742,3535,3051,3721,3098,59050,9027,8066,3186,4205.840387966081,2013
SCOTLAND,South Lanarkshire,S12000029,UKM3800,27.682,128.701,156.383,9.847,166.23,156.8299303,473.9988232,630.8287535,646.18744745,1277.0162009,5665,4595,3683,3210,4034,3332,65623,10554,7682,3404,4469.873332199619,2013
SCOTLAND,Stirling,S12000030,UKM2702,7.094,36.356,43.45,4.349,47.799,44.760729299999994,143.4578468,188.21857610000004,300.6415522,488.8601283,6310,4973,3946,3255,4332,3408,69129,9787,10227,3532,4945.831829409293,2013
SCOTLAND,West Dunbartonshire,S12000039,UKM3102,6.251,40.726,46.977,2.696,49.673,22.8878335,131.431685,154.3195185,195.2120345,349.531553,3661,2759,3227,2862,3285,2854,72408,9934,7037,2908,3665.8079791909154,2013
SCOTLAND,West Lothian,S12000040,UKM2800,5.916,72.613,78.529,5.141,83.67,29.387319100000003,266.6266834,296.0140025,567.6625869,863.6765894,4967,3897,3672,3243,3769,3273,110419,11720,10322,3345,3982.1618685679696,2013
NA,Scotland,S92000003,UKM,470.656,2294.689,2765.345,213.756,2979.101,2481.9875629,8170.6163541999995,10652.603917100003,15220.29661795,25872.900535,5273,4159,3561,3033,3852,3133,71204,9360,8685,3216,4437.95255721893,2013
SCOTLAND,Aberdeen City,S12000033,UKM5001,15.854,108.489,124.343,8.455,132.798,75.6843071,369.0771538,444.7614609,829.7744349,1274.535896,4773.830396,3849.35,3401.977655,2749.5,3576.891831,2820.4,98140.08692,16727.7,9597.553395,2922.65,4224.277079791426,2014
SCOTLAND,Aberdeenshire,S12000034,UKM5002,18.048,105.319,123.367,13.34,136.707,140.0606487,471.4608474,611.5214961,712.7338459,1324.255342,7760.45261,6831.3,4476.503265,3722.4,4956.929293,3934.5,53428.32428,8581.05,9686.814443,4041.2,5642.331184432695,2014
SCOTLAND,Angus,S12000041,UKM2101,10.852,50.768,61.62,5.497,67.117,68.7559077,196.7971425,265.5530502,286.8132198,552.36627,6335.782132,5466.6,3876.401326,3276.65,4309.526943,3463.45,52176.31796,8408.5,8229.901068,3553.6,5039.722352539285,2014
SCOTLAND,Argyll and Bute,S12000035,"UKM3101, UKM6302, UKM6303",17.206,41.769,58.975,6.876,65.851,128.2526106,160.2507423,288.5033529,240.3557724,528.8591253,7453.946914,6509.7,3836.595138,3060.7,4891.960202,3607.4,34955.75515,7958.95,8031.147975,3746.4,7061.295565019458,2014
