Year,ElecEngland,ElecScotland,ElecWales,GasEngland,GasScotland,GasWales
2012,0.01741749916181735,0.014549417984492516,0.01719759727760209,0.01760979019488421,0.016771398458209,0.018654666797877955
2013,0.01950186625959117,0.015731729229746003,0.018075890982340505,0.019974113037737204,0.018423039377845066,0.01995809882127205
2014,0.020207680348948886,0.019967188343901123,0.019494555237164906,0.019366931838587634,0.02059682992159317,0.018991201324157155
2015,0.017510522515843566,0.01915192113147575,0.018127328959543835,0.017381955607970904,0.01999748943637847,0.018304048838800803
2016,0.018478312465539843,0.020941732146272825,0.01966088193928733,0.01728469214299829,0.016660937388291313,0.018218921075843917
2017,0.021391206621270923,0.023430227674662376,0.021356306009139632,0.019599805926374243,0.022425633623303368,0.02037851590251891
2018,0.022938478347187312,0.025566046738545983,0.02253767450301829,0.02134816255248079,0.025097433456548662,0.022262302374863995
