region,time,biomass,coal,gas,hydro,imports,nuclear,other,solar,wind
SP Distribution,2019,2.5887785388127855,0.025382420091324197,6.581792237442922,1.4007477168949771,1.5508904109589041,48.452220319634705,0,1.2648687214611873,38.135319634703194
