region,biomass,coal,gas,hydro,imports,nuclear,other,solar,wind,QuarterEnding
SP Distribution,2.5887785388127855,0.025382420091324197,6.581792237442922,1.4007477168949771,1.5508904109589041,48.452220319634705,0,1.2648687214611871,38.135319634703194,2019 Q4
SP Distribution,2.670382420091324,0.0307648401826484,7.641672374429223,1.9971575342465753,1.7774828767123287,43.5166894977169,0,1.2849372146118723,41.08091324200913,2019 Q3
SP Distribution,2.625636574074074,0.0321875,7.858061342592593,2.047181712962963,2.053611111111111,44.64395833333333,0,1.2109722222222223,39.528391203703706,2019 Q2
