region,time,biomass,coal,gas,hydro,imports,nuclear,other,solar,wind
Scotland,2019,1.556027397260274,0.008732876712328768,14.252522831050229,8.475319634703196,1.00375,31.254817351598174,0,0.8323287671232876,42.61650114155251
