region,time,biomass,coal,gas,hydro,imports,nuclear,other,solar,wind
Scottish Hydro Electric Power Distribution,2019,0.045171232876712326,2.454337899543379e-4,26.68312214611872,21.643481735159817,0.006729452054794521,0.23124429223744292,0,0.006221461187214612,51.383784246575345
