Generator type,Fuel,Year,Country,value
Major power producers,Oil,2010,Nothern Ireland,104.0915
Major power producers,Gas,2010,Nothern Ireland,4840.2434
Major power producers,Nuclear,2010,Nothern Ireland,0
Major power producers,Hydro natural flow,2010,Nothern Ireland,0
Major power producers,Wind,2010,Nothern Ireland,397.6327
Major power producers,Solar,2010,Nothern Ireland,NA
Major power producers,Bioenergy,2010,Nothern Ireland,0
Major power producers,Other fuels,2010,Nothern Ireland,NA
Major power producers,Hydro pumped storage,2010,Nothern Ireland,0
Major power producers,Total major power producers,2010,Nothern Ireland,7107.2028
Other generators,Coal,2010,Nothern Ireland,40.9763
Other generators,Oil,2010,Nothern Ireland,34.3485
Other generators,Gas,2010,Nothern Ireland,42.5557
Other generators,Hydro natural flow,2010,Nothern Ireland,35.5847
Other generators,Wind,2010,Nothern Ireland,240.1181
Other generators,Solar,2010,Nothern Ireland,0
Other generators,Shoreline wave and tidal,2010,Nothern Ireland,1.794
Other generators,Bioenergy,2010,Nothern Ireland,86.2989
Other generators,Other fuels,2010,Nothern Ireland,0
Other generators,Total other generators,2010,Nothern Ireland,481.6762
All generating companies,Fossil fuels,2010,Nothern Ireland,6827.4506
All generating companies,Coal,2010,Nothern Ireland,1806.2116
All generating companies,Oil,2010,Nothern Ireland,138.44
All generating companies,Gas,2010,Nothern Ireland,4882.7991
All generating companies,Nuclear,2010,Nothern Ireland,0
All generating companies,Renewables,2010,Nothern Ireland,761.4284
All generating companies,Hydro natural flow,2010,Nothern Ireland,35.5847
All generating companies,Wind,2010,Nothern Ireland,637.7508
All generating companies,Solar,2010,Nothern Ireland,0
All generating companies,Shoreline wave and tidal,2010,Nothern Ireland,1.794
All generating companies,Bioenergy,2010,Nothern Ireland,86.2989
All generating companies,Other fuels,2010,Nothern Ireland,0
All generating companies,Pumped storage,2010,Nothern Ireland,0
All generating companies,Total all generating companies,2010,Nothern Ireland,7588.879
Major power producers,Coal,2010,England,82012.3965
Major power producers,Oil,2010,England,1444.2206
Major power producers,Gas,2010,England,134755.6638
Major power producers,Nuclear,2010,England,41314.2363
Major power producers,Hydro natural flow,2010,England,14.498
Major power producers,Wind,2010,England,2972.946
Major power producers,Solar,2010,England,NA
Major power producers,Bioenergy,2010,England,2941.0121
Major power producers,Other fuels,2010,England,NA
Major power producers,Hydro pumped storage,2010,England,0
Major power producers,Total major power producers,2010,England,265454.9733
Other generators,Coal,2010,England,3684.4962
Other generators,Oil,2010,England,1317.8777
Other generators,Gas,2010,England,11399.1068
Other generators,Hydro natural flow,2010,England,46.6402
Other generators,Wind,2010,England,687.2449
Other generators,Solar,2010,England,22.9448
Other generators,Shoreline wave and tidal,2010,England,0
Other generators,Bioenergy,2010,England,7149.6446
Other generators,Other fuels,2010,England,2015.2584
Other generators,Total other generators,2010,England,26323.2136
All generating companies,Fossil fuels,2010,England,234613.7616
All generating companies,Coal,2010,England,85696.8927
All generating companies,Oil,2010,England,2762.0982
All generating companies,Gas,2010,England,146154.7706
All generating companies,Nuclear,2010,England,41314.2363
All generating companies,Renewables,2010,England,13834.9306
All generating companies,Hydro natural flow,2010,England,61.1382
All generating companies,Wind,2010,England,3660.1908
All generating companies,Solar,2010,England,22.9448
All generating companies,Shoreline wave and tidal,2010,England,0
All generating companies,Bioenergy,2010,England,10090.6568
All generating companies,Other fuels,2010,England,2015.2584
All generating companies,Pumped storage,2010,England,0
All generating companies,Total all generating companies,2010,England,291778.1869
Major power producers,Coal,2011,UK,104667.96
Major power producers,Oil,2011,UK,1075.2283
Major power producers,Gas,2011,UK,132752.66
Major power producers,Nuclear,2011,UK,68980.4491
Major power producers,Hydro natural flow,2011,UK,4593.8769
Major power producers,Wind,2011,UK,12917.7686
Major power producers,Solar,2011,UK,NA
Major power producers,Bioenergy,2011,UK,4645.5214
Major power producers,Other fuels,2011,UK,NA
Major power producers,Hydro pumped storage,2011,UK,2905.56
Major power producers,Total major power producers,2011,UK,332539.0242
Other generators,Coal,2011,UK,3774.31
Other generators,Oil,2011,UK,2043.72
Other generators,Gas,2011,UK,13746.36
Other generators,Hydro natural flow,2011,UK,1097.8592
Other generators,Wind,2011,UK,3045.2
Other generators,Solar,2011,UK,243.6634
Other generators,Shoreline wave and tidal,2011,UK,0.9333
Other generators,Bioenergy,2011,UK,8667.5324
Other generators,Other fuels,2011,UK,2823.4704
Other generators,Total other generators,2011,UK,35443.0487
All generating companies,Fossil fuels,2011,UK,258060.2383
All generating companies,Coal,2011,UK,108442.27
All generating companies,Oil,2011,UK,3118.9483
All generating companies,Gas,2011,UK,146499.02
All generating companies,Nuclear,2011,UK,68980.4491
All generating companies,Renewables,2011,UK,35212.3552
All generating companies,Hydro natural flow,2011,UK,5691.7361
All generating companies,Wind,2011,UK,15962.9686
All generating companies,Solar,2011,UK,243.6634
All generating companies,Shoreline wave and tidal,2011,UK,0.9333
All generating companies,Bioenergy,2011,UK,13313.0538
All generating companies,Other fuels,2011,UK,2823.4704
All generating companies,Pumped storage,2011,UK,2905.56
All generating companies,Total all generating companies,2011,UK,367982.073
Major power producers,Coal,2011,Scotland,10407.574
Major power producers,Oil,2011,Scotland,186.5711
Major power producers,Gas,2011,Scotland,6227.2224
Major power producers,Nuclear,2011,Scotland,16891.825
Major power producers,Hydro natural flow,2011,Scotland,4362.2522
Major power producers,Wind,2011,Scotland,5849.1286
Major power producers,Solar,2011,Scotland,NA
Major power producers,Bioenergy,2011,Scotland,834.8042
Major power producers,Other fuels,2011,Scotland,NA
Major power producers,Hydro pumped storage,2011,Scotland,604.2073
Major power producers,Total major power producers,2011,Scotland,45363.5846
Other generators,Coal,2011,Scotland,20.163
Other generators,Oil,2011,Scotland,780.2607
Other generators,Gas,2011,Scotland,1867.6635
Other generators,Hydro natural flow,2011,Scotland,967.3863
Other generators,Wind,2011,Scotland,1407.036
Other generators,Solar,2011,Scotland,8.6994
Other generators,Shoreline wave and tidal,2011,Scotland,0.4509
Other generators,Bioenergy,2011,Scotland,439.0402
Other generators,Other fuels,2011,Scotland,16.1775
Other generators,Total other generators,2011,Scotland,5506.8774
All generating companies,Fossil fuels,2011,Scotland,19489.4545
All generating companies,Coal,2011,Scotland,10427.737
All generating companies,Oil,2011,Scotland,966.8317
All generating companies,Gas,2011,Scotland,8094.8858
All generating companies,Nuclear,2011,Scotland,16891.825
All generating companies,Renewables,2011,Scotland,13868.7978
All generating companies,Hydro natural flow,2011,Scotland,5329.6385
All generating companies,Wind,2011,Scotland,7256.1646
All generating companies,Solar,2011,Scotland,8.6994
All generating companies,Shoreline wave and tidal,2011,Scotland,0.4509
All generating companies,Bioenergy,2011,Scotland,1273.8444
All generating companies,Other fuels,2011,Scotland,16.1775
All generating companies,Pumped storage,2011,Scotland,604.2073
All generating companies,Total all generating companies,2011,Scotland,50870.4621
Major power producers,Coal,2011,Wales,6059.7332
Major power producers,Oil,2011,Wales,156.7315
Major power producers,Gas,2011,Wales,13239.0491
Major power producers,Nuclear,2011,Wales,5363.7637
Major power producers,Hydro natural flow,2011,Wales,210.2467
Major power producers,Wind,2011,Wales,1040.9864
Major power producers,Solar,2011,Wales,NA
Major power producers,Bioenergy,2011,Wales,0
Major power producers,Other fuels,2011,Wales,NA
Major power producers,Hydro pumped storage,2011,Wales,2301.3527
Major power producers,Total major power producers,2011,Wales,28371.8633
Other generators,Coal,2011,Wales,0
Other generators,Oil,2011,Wales,121.2075
Other generators,Gas,2011,Wales,915.8499
Other generators,Hydro natural flow,2011,Wales,59.5284
Other generators,Wind,2011,Wales,417.1014
Other generators,Solar,2011,Wales,12.1445
Other generators,Shoreline wave and tidal,2011,Wales,0
Other generators,Bioenergy,2011,Wales,629.5132
Other generators,Other fuels,2011,Wales,404.7431
Other generators,Total other generators,2011,Wales,2560.088
All generating companies,Fossil fuels,2011,Wales,20492.5713
All generating companies,Coal,2011,Wales,6059.7332
All generating companies,Oil,2011,Wales,277.9391
All generating companies,Gas,2011,Wales,14154.899
All generating companies,Nuclear,2011,Wales,5363.7637
All generating companies,Renewables,2011,Wales,2369.5205
All generating companies,Hydro natural flow,2011,Wales,269.775
All generating companies,Wind,2011,Wales,1458.0878
All generating companies,Solar,2011,Wales,12.1445
All generating companies,Shoreline wave and tidal,2011,Wales,0
All generating companies,Bioenergy,2011,Wales,629.5132
All generating companies,Other fuels,2011,Wales,404.7431
All generating companies,Pumped storage,2011,Wales,2301.3527
All generating companies,Total all generating companies,2011,Wales,30931.9513
Major power producers,Coal,2011,Nothern Ireland,1371.8901
Major power producers,Oil,2011,Nothern Ireland,60.3906
Major power producers,Gas,2011,Nothern Ireland,5300.816
Major power producers,Nuclear,2011,Nothern Ireland,0
Major power producers,Hydro natural flow,2011,Nothern Ireland,0
Major power producers,Wind,2011,Nothern Ireland,562.2064
Major power producers,Solar,2011,Nothern Ireland,NA
Major power producers,Bioenergy,2011,Nothern Ireland,0
Major power producers,Other fuels,2011,Nothern Ireland,NA
Major power producers,Hydro pumped storage,2011,Nothern Ireland,0
Major power producers,Total major power producers,2011,Nothern Ireland,7295.3031
Other generators,Coal,2011,Nothern Ireland,35.5601
Other generators,Oil,2011,Nothern Ireland,35.6917
Other generators,Gas,2011,Nothern Ireland,96.4433
Other generators,Hydro natural flow,2011,Nothern Ireland,19.1092
Other generators,Wind,2011,Nothern Ireland,439.6534
Other generators,Solar,2011,Nothern Ireland,1.1329
Other generators,Shoreline wave and tidal,2011,Nothern Ireland,0.457
Other generators,Bioenergy,2011,Nothern Ireland,82.2893
Other generators,Other fuels,2011,Nothern Ireland,0
Other generators,Total other generators,2011,Nothern Ireland,710.3368
All generating companies,Fossil fuels,2011,Nothern Ireland,6900.7917
All generating companies,Coal,2011,Nothern Ireland,1407.4502
All generating companies,Oil,2011,Nothern Ireland,96.0823
All generating companies,Gas,2011,Nothern Ireland,5397.2593
All generating companies,Nuclear,2011,Nothern Ireland,0
All generating companies,Renewables,2011,Nothern Ireland,1104.8482
All generating companies,Hydro natural flow,2011,Nothern Ireland,19.1092
All generating companies,Wind,2011,Nothern Ireland,1001.8598
All generating companies,Solar,2011,Nothern Ireland,1.1329
All generating companies,Shoreline wave and tidal,2011,Nothern Ireland,0.457
All generating companies,Bioenergy,2011,Nothern Ireland,82.2893
All generating companies,Other fuels,2011,Nothern Ireland,0
All generating companies,Pumped storage,2011,Nothern Ireland,0
All generating companies,Total all generating companies,2011,Nothern Ireland,8005.6399
Major power producers,Coal,2011,England,86828.7626
Major power producers,Oil,2011,England,671.535
Major power producers,Gas,2011,England,107985.5726
Major power producers,Nuclear,2011,England,46724.8605
Major power producers,Hydro natural flow,2011,England,21.378
Major power producers,Wind,2011,England,5465.4472
Major power producers,Solar,2011,England,NA
Major power producers,Bioenergy,2011,England,3810.7172
Major power producers,Other fuels,2011,England,NA
Major power producers,Hydro pumped storage,2011,England,0
Major power producers,Total major power producers,2011,England,251508.2731
Other generators,Coal,2011,England,3718.587
Other generators,Oil,2011,England,1106.5602
Other generators,Gas,2011,England,10866.4034
Other generators,Hydro natural flow,2011,England,51.8354
Other generators,Wind,2011,England,781.4092
Other generators,Solar,2011,England,221.6866
Other generators,Shoreline wave and tidal,2011,England,0.0254
Other generators,Bioenergy,2011,England,7516.6897
Other generators,Other fuels,2011,England,2402.5497
Other generators,Total other generators,2011,England,26665.7466
All generating companies,Fossil fuels,2011,England,211177.4207
All generating companies,Coal,2011,England,90547.3496
All generating companies,Oil,2011,England,1778.0952
All generating companies,Gas,2011,England,118851.9759
All generating companies,Nuclear,2011,England,46724.8605
All generating companies,Renewables,2011,England,17869.1887
All generating companies,Hydro natural flow,2011,England,73.2134
All generating companies,Wind,2011,England,6246.8564
All generating companies,Solar,2011,England,221.6866
All generating companies,Shoreline wave and tidal,2011,England,0.0254
All generating companies,Bioenergy,2011,England,11327.4069
All generating companies,Other fuels,2011,England,2402.5497
All generating companies,Pumped storage,2011,England,0
All generating companies,Total all generating companies,2011,England,278174.0197
Major power producers,Coal,2012,UK,139799.72
Major power producers,Oil,2012,UK,1450.5059
Major power producers,Gas,2012,UK,86229.24
Major power producers,Nuclear,2012,UK,70405.0691
Major power producers,Hydro natural flow,2012,UK,4170.0218
Major power producers,Wind,2012,UK,17157.2105
Major power producers,Solar,2012,UK,NA
Major power producers,Bioenergy,2012,UK,6112.9794
Major power producers,Other fuels,2012,UK,NA
Major power producers,Hydro pumped storage,2012,UK,2966.46
Major power producers,Total major power producers,2012,UK,328291.2067
Other generators,Coal,2012,UK,2992.28
Other generators,Oil,2012,UK,1440.73
Other generators,Gas,2012,UK,13940.33
Other generators,Hydro natural flow,2012,UK,1139.6107
Other generators,Wind,2012,UK,2689.9094
Other generators,Solar,2012,UK,1353.9471
Other generators,Shoreline wave and tidal,2012,UK,4.151
Other generators,Bioenergy,2012,UK,8620.8147
Other generators,Other fuels,2012,UK,3400.6458
Other generators,Total other generators,2012,UK,35582.4189
All generating companies,Fossil fuels,2012,UK,245852.8059
All generating companies,Coal,2012,UK,142792
All generating companies,Oil,2012,UK,2891.2359
All generating companies,Gas,2012,UK,100169.57
All generating companies,Nuclear,2012,UK,70405.0691
All generating companies,Renewables,2012,UK,41248.6447
All generating companies,Hydro natural flow,2012,UK,5309.6325
All generating companies,Wind,2012,UK,19847.12
All generating companies,Solar,2012,UK,1353.9471
All generating companies,Shoreline wave and tidal,2012,UK,4.151
All generating companies,Bioenergy,2012,UK,14733.7941
All generating companies,Other fuels,2012,UK,3400.6458
All generating companies,Pumped storage,2012,UK,2966.46
All generating companies,Total all generating companies,2012,UK,363873.6256
Major power producers,Coal,2012,Scotland,11684.9853
Major power producers,Oil,2012,Scotland,205.5255
Major power producers,Gas,2012,Scotland,3679.9567
Major power producers,Nuclear,2012,Scotland,17050.0209
Major power producers,Hydro natural flow,2012,Scotland,3858.7857
Major power producers,Wind,2012,Scotland,7314.7901
Major power producers,Solar,2012,Scotland,NA
Major power producers,Bioenergy,2012,Scotland,584.666
Major power producers,Other fuels,2012,Scotland,NA
Major power producers,Hydro pumped storage,2012,Scotland,609.7378
Major power producers,Total major power producers,2012,Scotland,44988.4682
Other generators,Coal,2012,Scotland,0.6429
Other generators,Oil,2012,Scotland,433.5325
Other generators,Gas,2012,Scotland,1932.6376
Other generators,Hydro natural flow,2012,Scotland,987.7917
Other generators,Wind,2012,Scotland,976.8924
Other generators,Solar,2012,Scotland,69.9466
Other generators,Shoreline wave and tidal,2012,Scotland,0.7362
Other generators,Bioenergy,2012,Scotland,873.5953
Other generators,Other fuels,2012,Scotland,68.7994
Other generators,Total other generators,2012,Scotland,5344.5747
All generating companies,Fossil fuels,2012,Scotland,17937.2806
All generating companies,Coal,2012,Scotland,11685.6283
All generating companies,Oil,2012,Scotland,639.058
All generating companies,Gas,2012,Scotland,5612.5944
All generating companies,Nuclear,2012,Scotland,17050.0209
All generating companies,Renewables,2012,Scotland,14667.2041
All generating companies,Hydro natural flow,2012,Scotland,4846.5775
All generating companies,Wind,2012,Scotland,8291.6825
All generating companies,Solar,2012,Scotland,69.9466
All generating companies,Shoreline wave and tidal,2012,Scotland,0.7362
All generating companies,Bioenergy,2012,Scotland,1458.2613
All generating companies,Other fuels,2012,Scotland,68.7994
All generating companies,Pumped storage,2012,Scotland,609.7378
All generating companies,Total all generating companies,2012,Scotland,50333.0429
Major power producers,Coal,2012,Wales,10374.7276
Major power producers,Oil,2012,Wales,413.2403
Major power producers,Gas,2012,Wales,14747.756
Major power producers,Nuclear,2012,Wales,4141.0733
Major power producers,Hydro natural flow,2012,Wales,286.694
Major power producers,Wind,2012,Wales,1149.3233
Major power producers,Solar,2012,Wales,NA
Major power producers,Bioenergy,2012,Wales,0
Major power producers,Other fuels,2012,Wales,NA
Major power producers,Hydro pumped storage,2012,Wales,2356.7222
Major power producers,Total major power producers,2012,Wales,33469.5367
Other generators,Coal,2012,Wales,0
Other generators,Oil,2012,Wales,55.0238
Other generators,Gas,2012,Wales,908.9184
Other generators,Hydro natural flow,2012,Wales,61.1656
Other generators,Wind,2012,Wales,297.1964
Other generators,Solar,2012,Wales,86.9308
Other generators,Shoreline wave and tidal,2012,Wales,0
Other generators,Bioenergy,2012,Wales,608.9133
Other generators,Other fuels,2012,Wales,456.0726
Other generators,Total other generators,2012,Wales,2474.2208
All generating companies,Fossil fuels,2012,Wales,26499.6661
All generating companies,Coal,2012,Wales,10374.7276
All generating companies,Oil,2012,Wales,468.264
All generating companies,Gas,2012,Wales,15656.6744
All generating companies,Nuclear,2012,Wales,4141.0733
All generating companies,Renewables,2012,Wales,2490.2234
All generating companies,Hydro natural flow,2012,Wales,347.8597
All generating companies,Wind,2012,Wales,1446.5197
All generating companies,Solar,2012,Wales,86.9308
All generating companies,Shoreline wave and tidal,2012,Wales,0
All generating companies,Bioenergy,2012,Wales,608.9133
All generating companies,Other fuels,2012,Wales,456.0726
All generating companies,Pumped storage,2012,Wales,2356.7222
All generating companies,Total all generating companies,2012,Wales,35943.7575
Major power producers,Coal,2012,Nothern Ireland,2330.4963
Major power producers,Oil,2012,Nothern Ireland,59.0163
Major power producers,Gas,2012,Nothern Ireland,3609.1714
Major power producers,Nuclear,2012,Nothern Ireland,0
Major power producers,Hydro natural flow,2012,Nothern Ireland,0
Major power producers,Wind,2012,Nothern Ireland,553.1138
Major power producers,Solar,2012,Nothern Ireland,NA
Major power producers,Bioenergy,2012,Nothern Ireland,0
Major power producers,Other fuels,2012,Nothern Ireland,NA
Major power producers,Hydro pumped storage,2012,Nothern Ireland,0
Major power producers,Total major power producers,2012,Nothern Ireland,6551.7978
Other generators,Coal,2012,Nothern Ireland,39.3873
Other generators,Oil,2012,Nothern Ireland,35.6917
Other generators,Gas,2012,Nothern Ireland,123.5276
Other generators,Hydro natural flow,2012,Nothern Ireland,24.921
Other generators,Wind,2012,Nothern Ireland,488.876
Other generators,Solar,2012,Nothern Ireland,2.4772
Other generators,Shoreline wave and tidal,2012,Nothern Ireland,3.283
Other generators,Bioenergy,2012,Nothern Ireland,111.2235
Other generators,Other fuels,2012,Nothern Ireland,0
Other generators,Total other generators,2012,Nothern Ireland,829.3871
All generating companies,Fossil fuels,2012,Nothern Ireland,6197.2905
All generating companies,Coal,2012,Nothern Ireland,2369.8836
All generating companies,Oil,2012,Nothern Ireland,94.708
All generating companies,Gas,2012,Nothern Ireland,3732.6989
All generating companies,Nuclear,2012,Nothern Ireland,0
All generating companies,Renewables,2012,Nothern Ireland,1183.8943
All generating companies,Hydro natural flow,2012,Nothern Ireland,24.921
All generating companies,Wind,2012,Nothern Ireland,1041.9897
All generating companies,Solar,2012,Nothern Ireland,2.4772
All generating companies,Shoreline wave and tidal,2012,Nothern Ireland,3.283
All generating companies,Bioenergy,2012,Nothern Ireland,111.2235
All generating companies,Other fuels,2012,Nothern Ireland,0
All generating companies,Pumped storage,2012,Nothern Ireland,0
All generating companies,Total all generating companies,2012,Nothern Ireland,7381.1848
Major power producers,Coal,2012,England,115409.5107
Major power producers,Oil,2012,England,772.7238
Major power producers,Gas,2012,England,64192.3559
Major power producers,Nuclear,2012,England,49213.9749
Major power producers,Hydro natural flow,2012,England,24.542
Major power producers,Wind,2012,England,8139.9833
Major power producers,Solar,2012,England,NA
Major power producers,Bioenergy,2012,England,5528.3134
Major power producers,Other fuels,2012,England,NA
Major power producers,Hydro pumped storage,2012,England,0
Major power producers,Total major power producers,2012,England,243281.404
Other generators,Coal,2012,England,2952.2498
Other generators,Oil,2012,England,916.4821
Other generators,Gas,2012,England,10975.2464
Other generators,Hydro natural flow,2012,England,65.7324
Other generators,Wind,2012,England,926.9447
Other generators,Solar,2012,England,1194.5925
Other generators,Shoreline wave and tidal,2012,England,0.1319
Other generators,Bioenergy,2012,England,7027.0827
Other generators,Other fuels,2012,England,2875.7738
Other generators,Total other generators,2012,England,26934.2363
All generating companies,Fossil fuels,2012,England,195218.5687
All generating companies,Coal,2012,England,118361.7605
All generating companies,Oil,2012,England,1689.2059
All generating companies,Gas,2012,England,75167.6023
All generating companies,Nuclear,2012,England,49213.9749
All generating companies,Renewables,2012,England,22907.3229
All generating companies,Hydro natural flow,2012,England,90.2744
All generating companies,Wind,2012,England,9066.928
All generating companies,Solar,2012,England,1194.5925
All generating companies,Shoreline wave and tidal,2012,England,0.1319
All generating companies,Bioenergy,2012,England,12555.3961
All generating companies,Other fuels,2012,England,2875.7738
All generating companies,Pumped storage,2012,England,0
All generating companies,Total all generating companies,2012,England,270215.6403
Major power producers,Coal,2013,UK,130175.31
Major power producers,Oil,2013,UK,744.8802
Major power producers,Gas,2013,UK,82890.82
Major power producers,Nuclear,2013,UK,70606.8771
Major power producers,Hydro natural flow,2013,UK,3609.0006
Major power producers,Wind,2013,UK,23958.0953
Major power producers,Solar,2013,UK,NA
Major power producers,Bioenergy,2013,UK,9211.5079
Major power producers,Other fuels,2013,UK,522.1457
Major power producers,Hydro pumped storage,2013,UK,2903.89
Major power producers,Total major power producers,2013,UK,324622.5268
Other generators,Coal,2013,UK,82.59
Other generators,Oil,2013,UK,1321.37
Other generators,Gas,2013,UK,12951.95
Other generators,Hydro natural flow,2013,UK,1092.4736
Other generators,Wind,2013,UK,4439.0564
Other generators,Solar,2013,UK,2010.2621
Other generators,Shoreline wave and tidal,2013,UK,4.7052
Other generators,Bioenergy,2013,UK,8888.6267
Other generators,Other fuels,2013,UK,2870.2725
Other generators,Total other generators,2013,UK,33661.3064
All generating companies,Fossil fuels,2013,UK,228166.9202
All generating companies,Coal,2013,UK,130257.9
All generating companies,Oil,2013,UK,2066.2502
All generating companies,Gas,2013,UK,95842.77
All generating companies,Nuclear,2013,UK,70606.8771
All generating companies,Renewables,2013,UK,53213.7278
All generating companies,Hydro natural flow,2013,UK,4701.4742
All generating companies,Wind,2013,UK,28397.1517
All generating companies,Solar,2013,UK,2010.2621
All generating companies,Shoreline wave and tidal,2013,UK,4.7052
All generating companies,Bioenergy,2013,UK,18100.1346
All generating companies,Other fuels,2013,UK,3392.4181
All generating companies,Pumped storage,2013,UK,2903.89
All generating companies,Total all generating companies,2013,UK,358283.8332
Major power producers,Coal,2013,Scotland,10760.9465
Major power producers,Oil,2013,Scotland,206.2185
Major power producers,Gas,2013,Scotland,3496.7461
Major power producers,Nuclear,2013,Scotland,18497.8809
Major power producers,Hydro natural flow,2013,Scotland,3413.9366
Major power producers,Wind,2013,Scotland,9491.8464
Major power producers,Solar,2013,Scotland,NA
Major power producers,Bioenergy,2013,Scotland,395.1182
Major power producers,Other fuels,2013,Scotland,0
Major power producers,Hydro pumped storage,2013,Scotland,619.6896
Major power producers,Total major power producers,2013,Scotland,46882.3827
Other generators,Coal,2013,Scotland,8.5206
Other generators,Oil,2013,Scotland,433.2288
Other generators,Gas,2013,Scotland,1942.0555
Other generators,Hydro natural flow,2013,Scotland,955.5388
Other generators,Wind,2013,Scotland,1659.3404
Other generators,Solar,2013,Scotland,95.9197
Other generators,Shoreline wave and tidal,2013,Scotland,1.3876
Other generators,Bioenergy,2013,Scotland,976.5553
Other generators,Other fuels,2013,Scotland,69.2015
Other generators,Total other generators,2013,Scotland,6141.7481
All generating companies,Fossil fuels,2013,Scotland,16847.7159
All generating companies,Coal,2013,Scotland,10769.4671
All generating companies,Oil,2013,Scotland,639.4473
All generating companies,Gas,2013,Scotland,5438.8016
All generating companies,Nuclear,2013,Scotland,18497.8809
All generating companies,Renewables,2013,Scotland,16989.643
All generating companies,Hydro natural flow,2013,Scotland,4369.4754
All generating companies,Wind,2013,Scotland,11151.1868
All generating companies,Solar,2013,Scotland,95.9197
All generating companies,Shoreline wave and tidal,2013,Scotland,1.3876
All generating companies,Bioenergy,2013,Scotland,1371.6735
All generating companies,Other fuels,2013,Scotland,69.2015
All generating companies,Pumped storage,2013,Scotland,619.6896
All generating companies,Total all generating companies,2013,Scotland,53024.1309
Major power producers,Coal,2013,Wales,11339.0606
Major power producers,Oil,2013,Wales,244.3033
Major power producers,Gas,2013,Wales,17144.1888
Major power producers,Nuclear,2013,Wales,4325.3037
Major power producers,Hydro natural flow,2013,Wales,175.469
Major power producers,Wind,2013,Wales,1199.5196
Major power producers,Solar,2013,Wales,NA
Major power producers,Bioenergy,2013,Wales,0
Major power producers,Other fuels,2013,Wales,0
Major power producers,Hydro pumped storage,2013,Wales,2284.2004
Major power producers,Total major power producers,2013,Wales,36712.0454
Other generators,Coal,2013,Wales,0
Other generators,Oil,2013,Wales,49.4014
Other generators,Gas,2013,Wales,1043.4689
Other generators,Hydro natural flow,2013,Wales,53.0397
Other generators,Wind,2013,Wales,469.4877
Other generators,Solar,2013,Wales,118.6943
Other generators,Shoreline wave and tidal,2013,Wales,0
Other generators,Bioenergy,2013,Wales,622.9863
Other generators,Other fuels,2013,Wales,594.1973
Other generators,Total other generators,2013,Wales,2951.2755
All generating companies,Fossil fuels,2013,Wales,29820.4229
All generating companies,Coal,2013,Wales,11339.0606
All generating companies,Oil,2013,Wales,293.7047
All generating companies,Gas,2013,Wales,18187.6576
All generating companies,Nuclear,2013,Wales,4325.3037
All generating companies,Renewables,2013,Wales,2639.1966
All generating companies,Hydro natural flow,2013,Wales,228.5088
All generating companies,Wind,2013,Wales,1669.0073
All generating companies,Solar,2013,Wales,118.6943
All generating companies,Shoreline wave and tidal,2013,Wales,0
All generating companies,Bioenergy,2013,Wales,622.9863
All generating companies,Other fuels,2013,Wales,594.1973
All generating companies,Pumped storage,2013,Wales,2284.2004
All generating companies,Total all generating companies,2013,Wales,39663.321
Major power producers,Coal,2013,Nothern Ireland,2595.9906
Major power producers,Oil,2013,Nothern Ireland,26.1372
Major power producers,Gas,2013,Nothern Ireland,3457.6153
Major power producers,Nuclear,2013,Nothern Ireland,0
Major power producers,Hydro natural flow,2013,Nothern Ireland,0
Major power producers,Wind,2013,Nothern Ireland,622.4576
Major power producers,Solar,2013,Nothern Ireland,NA
Major power producers,Bioenergy,2013,Nothern Ireland,0
Major power producers,Other fuels,2013,Nothern Ireland,0
Major power producers,Hydro pumped storage,2013,Nothern Ireland,0
Major power producers,Total major power producers,2013,Nothern Ireland,6702.2007
Other generators,Coal,2013,Nothern Ireland,39.2688
Other generators,Oil,2013,Nothern Ireland,37.5713
Other generators,Gas,2013,Nothern Ireland,101.6479
Other generators,Hydro natural flow,2013,Nothern Ireland,21.5935
Other generators,Wind,2013,Nothern Ireland,722.7308
Other generators,Solar,2013,Nothern Ireland,12.6193
Other generators,Shoreline wave and tidal,2013,Nothern Ireland,3.136
Other generators,Bioenergy,2013,Nothern Ireland,134.6538
Other generators,Other fuels,2013,Nothern Ireland,6.5469
Other generators,Total other generators,2013,Nothern Ireland,1079.7683
All generating companies,Fossil fuels,2013,Nothern Ireland,6258.2311
All generating companies,Coal,2013,Nothern Ireland,2635.2594
All generating companies,Oil,2013,Nothern Ireland,63.7084
All generating companies,Gas,2013,Nothern Ireland,3559.2632
All generating companies,Nuclear,2013,Nothern Ireland,0
All generating companies,Renewables,2013,Nothern Ireland,1517.191
All generating companies,Hydro natural flow,2013,Nothern Ireland,21.5935
All generating companies,Wind,2013,Nothern Ireland,1345.1884
All generating companies,Solar,2013,Nothern Ireland,12.6193
All generating companies,Shoreline wave and tidal,2013,Nothern Ireland,3.136
All generating companies,Bioenergy,2013,Nothern Ireland,134.6538
All generating companies,Other fuels,2013,Nothern Ireland,6.5469
All generating companies,Pumped storage,2013,Nothern Ireland,0
All generating companies,Total all generating companies,2013,Nothern Ireland,7781.969
Major power producers,Coal,2013,England,105479.3124
Major power producers,Oil,2013,England,268.2213
Major power producers,Gas,2013,England,58792.2698
Major power producers,Nuclear,2013,England,47783.6924
Major power producers,Hydro natural flow,2013,England,19.5949
Major power producers,Wind,2013,England,12644.2717
Major power producers,Solar,2013,England,NA
Major power producers,Bioenergy,2013,England,8816.3897
Major power producers,Other fuels,2013,England,522.1457
